"scenario","region","param","sources","x","xLabel","vintage","units","aggregate","origScen","origQuery","origUnits","origX","value"
"Eg1","Japan","agProdByCrop",NA,2040,"Year","Vint_2040","Agricultural Production (Mt)","sum","ExampleScen1","Ag Production by Crop Type","Mt",2040,67.690186845274
"Eg1","Japan","agProdByCrop",NA,2045,"Year","Vint_2045","Agricultural Production (Mt)","sum","ExampleScen1","Ag Production by Crop Type","Mt",2045,66.652872785701
"Eg1","Japan","agProdByCrop",NA,2050,"Year","Vint_2050","Agricultural Production (Mt)","sum","ExampleScen1","Ag Production by Crop Type","Mt",2050,65.348551548723
"Eg1","Japan","agProdByCrop",NA,2055,"Year","Vint_2055","Agricultural Production (Mt)","sum","ExampleScen1","Ag Production by Crop Type","Mt",2055,64.933914882345
"Eg1","Japan","agProdByCrop",NA,2060,"Year","Vint_2060","Agricultural Production (Mt)","sum","ExampleScen1","Ag Production by Crop Type","Mt",2060,64.245050508854
"Eg1","Japan","agProdByCrop",NA,2065,"Year","Vint_2065","Agricultural Production (Mt)","sum","ExampleScen1","Ag Production by Crop Type","Mt",2065,63.309003129221
"Eg1","Japan","agProdByCrop",NA,2070,"Year","Vint_2070","Agricultural Production (Mt)","sum","ExampleScen1","Ag Production by Crop Type","Mt",2070,62.211287220001
"Eg1","Japan","agProdByCrop",NA,2075,"Year","Vint_2075","Agricultural Production (Mt)","sum","ExampleScen1","Ag Production by Crop Type","Mt",2075,60.936975131712
"Eg1","Japan","agProdByCrop",NA,2080,"Year","Vint_2080","Agricultural Production (Mt)","sum","ExampleScen1","Ag Production by Crop Type","Mt",2080,59.522612517364
"Eg1","Japan","agProdByCrop",NA,2085,"Year","Vint_2085","Agricultural Production (Mt)","sum","ExampleScen1","Ag Production by Crop Type","Mt",2085,57.978371089564
"Eg1","Japan","agProdByCrop",NA,2090,"Year","Vint_2090","Agricultural Production (Mt)","sum","ExampleScen1","Ag Production by Crop Type","Mt",2090,56.32011249915
"Eg1","Japan","agProdByCrop",NA,2095,"Year","Vint_2095","Agricultural Production (Mt)","sum","ExampleScen1","Ag Production by Crop Type","Mt",2095,54.617985747682
"Eg1","Japan","agProdByCrop",NA,2100,"Year","Vint_2100","Agricultural Production (Mt)","sum","ExampleScen1","Ag Production by Crop Type","Mt",2100,52.858338724552
"Eg1","Japan","agProdbyIrrRfd","Sources",1975,"Year","Vint_1975","Ag Production (Mt)","sum","ExampleScen1","ag production by tech","Mt",1975,80.883973524188
"Eg1","Japan","agProdbyIrrRfd","Sources",1990,"Year","Vint_1990","Ag Production (Mt)","sum","ExampleScen1","ag production by tech","Mt",1990,64.917896282175
"Eg1","Japan","agProdbyIrrRfd","Sources",2005,"Year","Vint_2005","Ag Production (Mt)","sum","ExampleScen1","ag production by tech","Mt",2005,56.280597518496
"Eg1","Japan","agProdbyIrrRfd","Sources",2010,"Year","Vint_2010","Ag Production (Mt)","sum","ExampleScen1","ag production by tech","Mt",2010,67.482473188386
"Eg1","Japan","agProdbyIrrRfd","Sources",2015,"Year","Vint_2015","Ag Production (Mt)","sum","ExampleScen1","ag production by tech","Mt",2015,67.297021121084
"Eg1","Japan","agProdbyIrrRfd","Sources",2020,"Year","Vint_2020","Ag Production (Mt)","sum","ExampleScen1","ag production by tech","Mt",2020,67.934182043325
"Eg1","Japan","agProdbyIrrRfd","Sources",2025,"Year","Vint_2025","Ag Production (Mt)","sum","ExampleScen1","ag production by tech","Mt",2025,68.642982986353
"Eg1","Japan","agProdbyIrrRfd","Sources",2030,"Year","Vint_2030","Ag Production (Mt)","sum","ExampleScen1","ag production by tech","Mt",2030,68.984735294936
"Eg1","Japan","agProdbyIrrRfd","Sources",2035,"Year","Vint_2035","Ag Production (Mt)","sum","ExampleScen1","ag production by tech","Mt",2035,68.438316634379
"Eg1","Japan","agProdbyIrrRfd","Sources",2040,"Year","Vint_2040","Ag Production (Mt)","sum","ExampleScen1","ag production by tech","Mt",2040,67.690186845274
"Eg1","Japan","agProdbyIrrRfd","Sources",2045,"Year","Vint_2045","Ag Production (Mt)","sum","ExampleScen1","ag production by tech","Mt",2045,66.652872785701
"Eg1","Japan","agProdbyIrrRfd","Sources",2050,"Year","Vint_2050","Ag Production (Mt)","sum","ExampleScen1","ag production by tech","Mt",2050,65.348551548723
"Eg1","Japan","agProdbyIrrRfd","Sources",2055,"Year","Vint_2055","Ag Production (Mt)","sum","ExampleScen1","ag production by tech","Mt",2055,64.933914882345
"Eg1","Japan","agProdbyIrrRfd","Sources",2060,"Year","Vint_2060","Ag Production (Mt)","sum","ExampleScen1","ag production by tech","Mt",2060,64.245050508854
"Eg1","Japan","agProdbyIrrRfd","Sources",2065,"Year","Vint_2065","Ag Production (Mt)","sum","ExampleScen1","ag production by tech","Mt",2065,63.309003129221
"Eg1","Japan","agProdbyIrrRfd","Sources",2070,"Year","Vint_2070","Ag Production (Mt)","sum","ExampleScen1","ag production by tech","Mt",2070,62.211287220001
"Eg1","Japan","agProdbyIrrRfd","Sources",2075,"Year","Vint_2075","Ag Production (Mt)","sum","ExampleScen1","ag production by tech","Mt",2075,60.936975131712
"Eg1","Japan","agProdbyIrrRfd","Sources",2080,"Year","Vint_2080","Ag Production (Mt)","sum","ExampleScen1","ag production by tech","Mt",2080,59.522612517364
"Eg1","Japan","agProdbyIrrRfd","Sources",2085,"Year","Vint_2085","Ag Production (Mt)","sum","ExampleScen1","ag production by tech","Mt",2085,57.978371089564
"Eg1","Japan","agProdbyIrrRfd","Sources",2090,"Year","Vint_2090","Ag Production (Mt)","sum","ExampleScen1","ag production by tech","Mt",2090,56.32011249915
"Eg1","Japan","agProdbyIrrRfd","Sources",2095,"Year","Vint_2095","Ag Production (Mt)","sum","ExampleScen1","ag production by tech","Mt",2095,54.617985747682
"Eg1","Japan","agProdbyIrrRfd","Sources",2100,"Year","Vint_2100","Ag Production (Mt)","sum","ExampleScen1","ag production by tech","Mt",2100,52.858338724552
"Eg1","Japan","agProdForest",NA,1975,"Year","Vint_1975","Agricultural Production (billion m3)","sum","ExampleScen1","Ag Production by Crop Type","billion m3",1975,0.1173008999
"Eg1","Japan","agProdForest",NA,1990,"Year","Vint_1990","Agricultural Production (billion m3)","sum","ExampleScen1","Ag Production by Crop Type","billion m3",1990,0.0856952999
"Eg1","Japan","agProdForest",NA,2005,"Year","Vint_2005","Agricultural Production (billion m3)","sum","ExampleScen1","Ag Production by Crop Type","billion m3",2005,0.0437608
"Eg1","Japan","agProdForest",NA,2010,"Year","Vint_2010","Agricultural Production (billion m3)","sum","ExampleScen1","Ag Production by Crop Type","billion m3",2010,0.0399403
"Eg1","Japan","agProdForest",NA,2015,"Year","Vint_2015","Agricultural Production (billion m3)","sum","ExampleScen1","Ag Production by Crop Type","billion m3",2015,0.0410271554
"Eg1","Japan","agProdForest",NA,2020,"Year","Vint_2020","Agricultural Production (billion m3)","sum","ExampleScen1","Ag Production by Crop Type","billion m3",2020,0.0420750351
"Eg1","Japan","agProdForest",NA,2025,"Year","Vint_2025","Agricultural Production (billion m3)","sum","ExampleScen1","Ag Production by Crop Type","billion m3",2025,0.04305044
"Eg1","Japan","agProdForest",NA,2030,"Year","Vint_2030","Agricultural Production (billion m3)","sum","ExampleScen1","Ag Production by Crop Type","billion m3",2030,0.0439333816
"Eg1","Japan","agProdForest",NA,2035,"Year","Vint_2035","Agricultural Production (billion m3)","sum","ExampleScen1","Ag Production by Crop Type","billion m3",2035,0.0446723836
"Eg1","Japan","agProdForest",NA,2040,"Year","Vint_2040","Agricultural Production (billion m3)","sum","ExampleScen1","Ag Production by Crop Type","billion m3",2040,0.0453499457
"Eg1","Japan","agProdForest",NA,2045,"Year","Vint_2045","Agricultural Production (billion m3)","sum","ExampleScen1","Ag Production by Crop Type","billion m3",2045,0.0459211634
"Eg1","Japan","agProdForest",NA,2050,"Year","Vint_2050","Agricultural Production (billion m3)","sum","ExampleScen1","Ag Production by Crop Type","billion m3",2050,0.0463829953
"Eg1","Japan","agProdForest",NA,2055,"Year","Vint_2055","Agricultural Production (billion m3)","sum","ExampleScen1","Ag Production by Crop Type","billion m3",2055,0.0463920695
"Eg1","Japan","agProdForest",NA,2060,"Year","Vint_2060","Agricultural Production (billion m3)","sum","ExampleScen1","Ag Production by Crop Type","billion m3",2060,0.0463007228
"Eg1","Japan","agProdForest",NA,2065,"Year","Vint_2065","Agricultural Production (billion m3)","sum","ExampleScen1","Ag Production by Crop Type","billion m3",2065,0.0461180769
"Eg1","Japan","agProdForest",NA,2070,"Year","Vint_2070","Agricultural Production (billion m3)","sum","ExampleScen1","Ag Production by Crop Type","billion m3",2070,0.0458331283
"Eg1","Japan","agProdForest",NA,2075,"Year","Vint_2075","Agricultural Production (billion m3)","sum","ExampleScen1","Ag Production by Crop Type","billion m3",2075,0.0454631724
"Eg1","Japan","agProdForest",NA,2080,"Year","Vint_2080","Agricultural Production (billion m3)","sum","ExampleScen1","Ag Production by Crop Type","billion m3",2080,0.0450384219
"Eg1","Japan","agProdForest",NA,2085,"Year","Vint_2085","Agricultural Production (billion m3)","sum","ExampleScen1","Ag Production by Crop Type","billion m3",2085,0.0445299657
"Eg1","Japan","agProdForest",NA,2090,"Year","Vint_2090","Agricultural Production (billion m3)","sum","ExampleScen1","Ag Production by Crop Type","billion m3",2090,0.0439500985
"Eg1","Japan","agProdForest",NA,2095,"Year","Vint_2095","Agricultural Production (billion m3)","sum","ExampleScen1","Ag Production by Crop Type","billion m3",2095,0.043340274
"Eg1","Japan","agProdForest",NA,2100,"Year","Vint_2100","Agricultural Production (billion m3)","sum","ExampleScen1","Ag Production by Crop Type","billion m3",2100,0.0426913842
"Eg1","Japan","co2emission","Sources",1975,"Year","Vint_1975","CO2 Emissions by Sector (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions","MTC",1975,579.682756766667
"Eg1","Japan","co2emission","Sources",1990,"Year","Vint_1990","CO2 Emissions by Sector (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions","MTC",1990,1148.1526485
"Eg1","Japan","co2emission","Sources",2005,"Year","Vint_2005","CO2 Emissions by Sector (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions","MTC",2005,1304.89414997333
"Eg1","Japan","co2emission","Sources",2010,"Year","Vint_2010","CO2 Emissions by Sector (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions","MTC",2010,1197.38701316667
"Eg1","Japan","co2emission","Sources",2015,"Year","Vint_2015","CO2 Emissions by Sector (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions","MTC",2015,1257.92638022333
"Eg1","Japan","co2emission","Sources",2020,"Year","Vint_2020","CO2 Emissions by Sector (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions","MTC",2020,1255.67178491333
"Eg1","Japan","co2emission","Sources",2025,"Year","Vint_2025","CO2 Emissions by Sector (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions","MTC",2025,1252.06660674333
"Eg1","Japan","co2emission","Sources",2030,"Year","Vint_2030","CO2 Emissions by Sector (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions","MTC",2030,1242.77418775767
"Eg1","Japan","co2emission","Sources",2035,"Year","Vint_2035","CO2 Emissions by Sector (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions","MTC",2035,1222.86355874833
"Eg1","Japan","co2emission","Sources",2040,"Year","Vint_2040","CO2 Emissions by Sector (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions","MTC",2040,1207.80155946633
"Eg1","Japan","co2emission","Sources",2045,"Year","Vint_2045","CO2 Emissions by Sector (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions","MTC",2045,1189.27929358333
"Eg1","Japan","co2emission","Sources",2050,"Year","Vint_2050","CO2 Emissions by Sector (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions","MTC",2050,1168.006231645
"Eg1","Japan","co2emission","Sources",2055,"Year","Vint_2055","CO2 Emissions by Sector (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions","MTC",2055,1144.83459976233
"Eg1","Japan","co2emission","Sources",2060,"Year","Vint_2060","CO2 Emissions by Sector (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions","MTC",2060,1122.22024475
"Eg1","Japan","co2emission","Sources",2065,"Year","Vint_2065","CO2 Emissions by Sector (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions","MTC",2065,1100.65199674833
"Eg1","Japan","co2emission","Sources",2070,"Year","Vint_2070","CO2 Emissions by Sector (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions","MTC",2070,1078.050190657
"Eg1","Japan","co2emission","Sources",2075,"Year","Vint_2075","CO2 Emissions by Sector (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions","MTC",2075,1007.99347082867
"Eg1","Japan","co2emission","Sources",2080,"Year","Vint_2080","CO2 Emissions by Sector (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions","MTC",2080,984.658469725333
"Eg1","Japan","co2emission","Sources",2085,"Year","Vint_2085","CO2 Emissions by Sector (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions","MTC",2085,996.421943572
"Eg1","Japan","co2emission","Sources",2090,"Year","Vint_2090","CO2 Emissions by Sector (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions","MTC",2090,958.818823240667
"Eg1","Japan","co2emission","Sources",2095,"Year","Vint_2095","CO2 Emissions by Sector (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions","MTC",2095,914.352416508667
"Eg1","Japan","co2emission","Sources",2100,"Year","Vint_2100","CO2 Emissions by Sector (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions","MTC",2100,881.597451493
"Eg1","Japan","co2emissionByEndUse","Sources",1975,"Year","Vint_1975","CO2 Emission by Enduse (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions by enduse","MTC",1975,579.682756766667
"Eg1","Japan","co2emissionByEndUse","Sources",1980,"Year","Vint_1980","CO2 Emission by Enduse (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions by enduse","MtC/yr",1980,19.3807647900533
"Eg1","Japan","co2emissionByEndUse","Sources",1985,"Year","Vint_1985","CO2 Emission by Enduse (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions by enduse","MtC/yr",1985,15.9118619892467
"Eg1","Japan","co2emissionByEndUse","Sources",1990,"Year","Vint_1990","CO2 Emission by Enduse (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions by enduse","MTC",1990,1148.15264825221
"Eg1","Japan","co2emissionByEndUse","Sources",1990,"Year","Vint_1990","CO2 Emission by Enduse (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions by enduse","MtC/yr",1990,12.1916229337467
"Eg1","Japan","co2emissionByEndUse","Sources",1995,"Year","Vint_1995","CO2 Emission by Enduse (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions by enduse","MtC/yr",1995,22.542479734456
"Eg1","Japan","co2emissionByEndUse","Sources",2000,"Year","Vint_2000","CO2 Emission by Enduse (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions by enduse","MtC/yr",2000,18.835796324906
"Eg1","Japan","co2emissionByEndUse","Sources",2005,"Year","Vint_2005","CO2 Emission by Enduse (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions by enduse","MTC",2005,1304.89415087146
"Eg1","Japan","co2emissionByEndUse","Sources",2005,"Year","Vint_2005","CO2 Emission by Enduse (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions by enduse","MtC/yr",2005,15.460759168536
"Eg1","Japan","co2emissionByEndUse","Sources",2010,"Year","Vint_2010","CO2 Emission by Enduse (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions by enduse","MTC",2010,1197.38701621048
"Eg1","Japan","co2emissionByEndUse","Sources",2010,"Year","Vint_2010","CO2 Emission by Enduse (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions by enduse","MtC/yr",2010,-20.7927440725825
"Eg1","Japan","co2emissionByEndUse","Sources",2015,"Year","Vint_2015","CO2 Emission by Enduse (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions by enduse","MTC",2015,1257.92638473025
"Eg1","Japan","co2emissionByEndUse","Sources",2015,"Year","Vint_2015","CO2 Emission by Enduse (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions by enduse","MtC/yr",2015,-23.5924069831113
"Eg1","Japan","co2emissionByEndUse","Sources",2020,"Year","Vint_2020","CO2 Emission by Enduse (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions by enduse","MTC",2020,1255.67178976403
"Eg1","Japan","co2emissionByEndUse","Sources",2020,"Year","Vint_2020","CO2 Emission by Enduse (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions by enduse","MtC/yr",2020,-17.6921421591457
"Eg1","Japan","co2emissionByEndUse","Sources",2025,"Year","Vint_2025","CO2 Emission by Enduse (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions by enduse","MTC",2025,1252.06661179872
"Eg1","Japan","co2emissionByEndUse","Sources",2025,"Year","Vint_2025","CO2 Emission by Enduse (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions by enduse","MtC/yr",2025,-14.525038390973
"Eg1","Japan","co2emissionByEndUse","Sources",2030,"Year","Vint_2030","CO2 Emission by Enduse (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions by enduse","MTC",2030,1242.77420339042
"Eg1","Japan","co2emissionByEndUse","Sources",2030,"Year","Vint_2030","CO2 Emission by Enduse (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions by enduse","MtC/yr",2030,-11.3485970674853
"Eg1","Japan","co2emissionByEndUse","Sources",2035,"Year","Vint_2035","CO2 Emission by Enduse (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions by enduse","MTC",2035,1222.8636082833
"Eg1","Japan","co2emissionByEndUse","Sources",2035,"Year","Vint_2035","CO2 Emission by Enduse (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions by enduse","MtC/yr",2035,-5.56167113800467
"Eg1","Japan","co2emissionByEndUse","Sources",2040,"Year","Vint_2040","CO2 Emission by Enduse (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions by enduse","MTC",2040,1207.801671647
"Eg1","Japan","co2emissionByEndUse","Sources",2040,"Year","Vint_2040","CO2 Emission by Enduse (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions by enduse","MtC/yr",2040,-7.4150321483183
"Eg1","Japan","co2emissionByEndUse","Sources",2045,"Year","Vint_2045","CO2 Emission by Enduse (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions by enduse","MTC",2045,1189.27947328108
"Eg1","Japan","co2emissionByEndUse","Sources",2045,"Year","Vint_2045","CO2 Emission by Enduse (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions by enduse","MtC/yr",2045,-7.17565150879353
"Eg1","Japan","co2emissionByEndUse","Sources",2050,"Year","Vint_2050","CO2 Emission by Enduse (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions by enduse","MTC",2050,1168.00645881018
"Eg1","Japan","co2emissionByEndUse","Sources",2050,"Year","Vint_2050","CO2 Emission by Enduse (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions by enduse","MtC/yr",2050,-6.0776077581384
"Eg1","Japan","co2emissionByEndUse","Sources",2055,"Year","Vint_2055","CO2 Emission by Enduse (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions by enduse","MTC",2055,1144.83485107175
