"scenario","region","param","sources","x","xLabel","vintage","units","aggregate","origScen","origQuery","origUnits","origX","value"
"Eg1","Japan","gdpGrowthRate","Sources",1990,"Year","Vint_1990","GDP Growth Rate (Percent)","sum","ExampleScen1","Calculated","GDP Growth Rate (Percent)",1990,14.2829466768893
"Eg1","Japan","gdpGrowthRate","Sources",2005,"Year","Vint_2005","GDP Growth Rate (Percent)","sum","ExampleScen1","Calculated","GDP Growth Rate (Percent)",2005,3.49117339137464
"Eg1","Japan","gdpGrowthRate","Sources",2010,"Year","Vint_2010","GDP Growth Rate (Percent)","sum","ExampleScen1","Calculated","GDP Growth Rate (Percent)",2010,0.332671468489876
"Eg1","Japan","gdpGrowthRate","Sources",2015,"Year","Vint_2015","GDP Growth Rate (Percent)","sum","ExampleScen1","Calculated","GDP Growth Rate (Percent)",2015,0.669309897760595
"Eg1","Japan","gdpGrowthRate","Sources",2020,"Year","Vint_2020","GDP Growth Rate (Percent)","sum","ExampleScen1","Calculated","GDP Growth Rate (Percent)",2020,0.748290885022129
"Eg1","Japan","gdpGrowthRate","Sources",2025,"Year","Vint_2025","GDP Growth Rate (Percent)","sum","ExampleScen1","Calculated","GDP Growth Rate (Percent)",2025,1.04412819092716
"Eg1","Japan","gdpGrowthRate","Sources",2030,"Year","Vint_2030","GDP Growth Rate (Percent)","sum","ExampleScen1","Calculated","GDP Growth Rate (Percent)",2030,0.920244523815095
"Eg1","Japan","gdpGrowthRate","Sources",2035,"Year","Vint_2035","GDP Growth Rate (Percent)","sum","ExampleScen1","Calculated","GDP Growth Rate (Percent)",2035,0.658536917820096
"Eg1","Japan","gdpGrowthRate","Sources",2040,"Year","Vint_2040","GDP Growth Rate (Percent)","sum","ExampleScen1","Calculated","GDP Growth Rate (Percent)",2040,0.506300237711055
"Eg1","Japan","gdpGrowthRate","Sources",2045,"Year","Vint_2045","GDP Growth Rate (Percent)","sum","ExampleScen1","Calculated","GDP Growth Rate (Percent)",2045,0.537610832287294
"Eg1","Japan","gdpGrowthRate","Sources",2050,"Year","Vint_2050","GDP Growth Rate (Percent)","sum","ExampleScen1","Calculated","GDP Growth Rate (Percent)",2050,0.506893794785235
"Eg1","Japan","gdpGrowthRate","Sources",2055,"Year","Vint_2055","GDP Growth Rate (Percent)","sum","ExampleScen1","Calculated","GDP Growth Rate (Percent)",2055,0.552609668144144
"Eg1","Japan","gdpGrowthRate","Sources",2060,"Year","Vint_2060","GDP Growth Rate (Percent)","sum","ExampleScen1","Calculated","GDP Growth Rate (Percent)",2060,0.588781324289545
"Eg1","Japan","gdpGrowthRate","Sources",2065,"Year","Vint_2065","GDP Growth Rate (Percent)","sum","ExampleScen1","Calculated","GDP Growth Rate (Percent)",2065,0.559026586951905
"Eg1","Japan","gdpGrowthRate","Sources",2070,"Year","Vint_2070","GDP Growth Rate (Percent)","sum","ExampleScen1","Calculated","GDP Growth Rate (Percent)",2070,0.526532683878855
"Eg1","Japan","gdpGrowthRate","Sources",2075,"Year","Vint_2075","GDP Growth Rate (Percent)","sum","ExampleScen1","Calculated","GDP Growth Rate (Percent)",2075,0.478481047330948
"Eg1","Japan","gdpGrowthRate","Sources",2080,"Year","Vint_2080","GDP Growth Rate (Percent)","sum","ExampleScen1","Calculated","GDP Growth Rate (Percent)",2080,0.446374393900584
"Eg1","Japan","gdpGrowthRate","Sources",2085,"Year","Vint_2085","GDP Growth Rate (Percent)","sum","ExampleScen1","Calculated","GDP Growth Rate (Percent)",2085,0.442640089446567
"Eg1","Japan","gdpGrowthRate","Sources",2090,"Year","Vint_2090","GDP Growth Rate (Percent)","sum","ExampleScen1","Calculated","GDP Growth Rate (Percent)",2090,0.445943080187239
"Eg1","Japan","gdpGrowthRate","Sources",2095,"Year","Vint_2095","GDP Growth Rate (Percent)","sum","ExampleScen1","Calculated","GDP Growth Rate (Percent)",2095,0.442735732600563
"Eg1","Japan","gdpGrowthRate","Sources",2100,"Year","Vint_2100","GDP Growth Rate (Percent)","sum","ExampleScen1","Calculated","GDP Growth Rate (Percent)",2100,0.425655005156877
"Eg1","Japan","gdpPerCapita","Sources",1975,"Year","Vint_1975","GDP per Capita (Thousand 1990 USD per Person)","sum","ExampleScen1","GDP per capita MER by region","Thous90US$/per",1975,13.9494
"Eg1","Japan","gdpPerCapita","Sources",1990,"Year","Vint_1990","GDP per Capita (Thousand 1990 USD per Person)","sum","ExampleScen1","GDP per capita MER by region","Thous90US$/per",1990,24.6481
"Eg1","Japan","gdpPerCapita","Sources",2005,"Year","Vint_2005","GDP per Capita (Thousand 1990 USD per Person)","sum","ExampleScen1","GDP per capita MER by region","Thous90US$/per",2005,28.3028
"Eg1","Japan","gdpPerCapita","Sources",2010,"Year","Vint_2010","GDP per Capita (Thousand 1990 USD per Person)","sum","ExampleScen1","GDP per capita MER by region","Thous90US$/per",2010,28.7442
"Eg1","Japan","gdpPerCapita","Sources",2015,"Year","Vint_2015","GDP per Capita (Thousand 1990 USD per Person)","sum","ExampleScen1","GDP per capita MER by region","Thous90US$/per",2015,29.8206
"Eg1","Japan","gdpPerCapita","Sources",2020,"Year","Vint_2020","GDP per Capita (Thousand 1990 USD per Person)","sum","ExampleScen1","GDP per capita MER by region","Thous90US$/per",2020,31.2736
"Eg1","Japan","gdpPerCapita","Sources",2025,"Year","Vint_2025","GDP per Capita (Thousand 1990 USD per Person)","sum","ExampleScen1","GDP per capita MER by region","Thous90US$/per",2025,33.467
"Eg1","Japan","gdpPerCapita","Sources",2030,"Year","Vint_2030","GDP per Capita (Thousand 1990 USD per Person)","sum","ExampleScen1","GDP per capita MER by region","Thous90US$/per",2030,35.7455
"Eg1","Japan","gdpPerCapita","Sources",2035,"Year","Vint_2035","GDP per Capita (Thousand 1990 USD per Person)","sum","ExampleScen1","GDP per capita MER by region","Thous90US$/per",2035,37.7982
"Eg1","Japan","gdpPerCapita","Sources",2040,"Year","Vint_2040","GDP per Capita (Thousand 1990 USD per Person)","sum","ExampleScen1","GDP per capita MER by region","Thous90US$/per",2040,39.7499
"Eg1","Japan","gdpPerCapita","Sources",2045,"Year","Vint_2045","GDP per Capita (Thousand 1990 USD per Person)","sum","ExampleScen1","GDP per capita MER by region","Thous90US$/per",2045,41.9433
"Eg1","Japan","gdpPerCapita","Sources",2050,"Year","Vint_2050","GDP per Capita (Thousand 1990 USD per Person)","sum","ExampleScen1","GDP per capita MER by region","Thous90US$/per",2050,44.2446
"Eg1","Japan","gdpPerCapita","Sources",2055,"Year","Vint_2055","GDP per Capita (Thousand 1990 USD per Person)","sum","ExampleScen1","GDP per capita MER by region","Thous90US$/per",2055,46.8108
"Eg1","Japan","gdpPerCapita","Sources",2060,"Year","Vint_2060","GDP per Capita (Thousand 1990 USD per Person)","sum","ExampleScen1","GDP per capita MER by region","Thous90US$/per",2060,49.668
"Eg1","Japan","gdpPerCapita","Sources",2065,"Year","Vint_2065","GDP per Capita (Thousand 1990 USD per Person)","sum","ExampleScen1","GDP per capita MER by region","Thous90US$/per",2065,52.783
"Eg1","Japan","gdpPerCapita","Sources",2070,"Year","Vint_2070","GDP per Capita (Thousand 1990 USD per Person)","sum","ExampleScen1","GDP per capita MER by region","Thous90US$/per",2070,56.1571
"Eg1","Japan","gdpPerCapita","Sources",2075,"Year","Vint_2075","GDP per Capita (Thousand 1990 USD per Person)","sum","ExampleScen1","GDP per capita MER by region","Thous90US$/per",2075,59.6968
"Eg1","Japan","gdpPerCapita","Sources",2080,"Year","Vint_2080","GDP per Capita (Thousand 1990 USD per Person)","sum","ExampleScen1","GDP per capita MER by region","Thous90US$/per",2080,63.4032
"Eg1","Japan","gdpPerCapita","Sources",2085,"Year","Vint_2085","GDP per Capita (Thousand 1990 USD per Person)","sum","ExampleScen1","GDP per capita MER by region","Thous90US$/per",2085,67.4962
"Eg1","Japan","gdpPerCapita","Sources",2090,"Year","Vint_2090","GDP per Capita (Thousand 1990 USD per Person)","sum","ExampleScen1","GDP per capita MER by region","Thous90US$/per",2090,71.9599
"Eg1","Japan","gdpPerCapita","Sources",2095,"Year","Vint_2095","GDP per Capita (Thousand 1990 USD per Person)","sum","ExampleScen1","GDP per capita MER by region","Thous90US$/per",2095,76.7719
"Eg1","Japan","gdpPerCapita","Sources",2100,"Year","Vint_2100","GDP per Capita (Thousand 1990 USD per Person)","sum","ExampleScen1","GDP per capita MER by region","Thous90US$/per",2100,81.9097
"Eg1","Japan","ghgEmissByGHGGROUPS","Sources",1975,"Year","Vint_1975","GHG Emissions by Group (MTCO2 Eq.)","sum","ExampleScen1","X","Gg",1975,0.0140342326
"Eg1","Japan","ghgEmissByGHGGROUPS","Sources",1975,"Year","Vint_1975","GHG Emissions by Group (MTCO2 Eq.)","sum","ExampleScen1","X","MTC",1975,579.682756766667
"Eg1","Japan","ghgEmissByGHGGROUPS","Sources",1990,"Year","Vint_1990","GHG Emissions by Group (MTCO2 Eq.)","sum","ExampleScen1","X","Gg",1990,0.02875425234571
"Eg1","Japan","ghgEmissByGHGGROUPS","Sources",1990,"Year","Vint_1990","GHG Emissions by Group (MTCO2 Eq.)","sum","ExampleScen1","X","MTC",1990,1148.1526485
"Eg1","Japan","ghgEmissByGHGGROUPS","Sources",2005,"Year","Vint_2005","GHG Emissions by Group (MTCO2 Eq.)","sum","ExampleScen1","X","Gg",2005,0.04733965923944
"Eg1","Japan","ghgEmissByGHGGROUPS","Sources",2005,"Year","Vint_2005","GHG Emissions by Group (MTCO2 Eq.)","sum","ExampleScen1","X","MTC",2005,1304.89414997333
"Eg1","Japan","ghgEmissByGHGGROUPS","Sources",2010,"Year","Vint_2010","GHG Emissions by Group (MTCO2 Eq.)","sum","ExampleScen1","X","Gg",2010,0.06483159434446
"Eg1","Japan","ghgEmissByGHGGROUPS","Sources",2010,"Year","Vint_2010","GHG Emissions by Group (MTCO2 Eq.)","sum","ExampleScen1","X","MTC",2010,1197.38701316667
"Eg1","Japan","ghgEmissByGHGGROUPS","Sources",2015,"Year","Vint_2015","GHG Emissions by Group (MTCO2 Eq.)","sum","ExampleScen1","X","Gg",2015,0.06550768382882
"Eg1","Japan","ghgEmissByGHGGROUPS","Sources",2015,"Year","Vint_2015","GHG Emissions by Group (MTCO2 Eq.)","sum","ExampleScen1","X","MTC",2015,1257.92638022333
"Eg1","Japan","ghgEmissByGHGGROUPS","Sources",2020,"Year","Vint_2020","GHG Emissions by Group (MTCO2 Eq.)","sum","ExampleScen1","X","Gg",2020,0.09129475810024
"Eg1","Japan","ghgEmissByGHGGROUPS","Sources",2020,"Year","Vint_2020","GHG Emissions by Group (MTCO2 Eq.)","sum","ExampleScen1","X","MTC",2020,1255.67178491333
"Eg1","Japan","ghgEmissByGHGGROUPS","Sources",2025,"Year","Vint_2025","GHG Emissions by Group (MTCO2 Eq.)","sum","ExampleScen1","X","Gg",2025,0.09107579747208
"Eg1","Japan","ghgEmissByGHGGROUPS","Sources",2025,"Year","Vint_2025","GHG Emissions by Group (MTCO2 Eq.)","sum","ExampleScen1","X","MTC",2025,1252.06660674333
"Eg1","Japan","ghgEmissByGHGGROUPS","Sources",2030,"Year","Vint_2030","GHG Emissions by Group (MTCO2 Eq.)","sum","ExampleScen1","X","Gg",2030,0.1137394037577
"Eg1","Japan","ghgEmissByGHGGROUPS","Sources",2030,"Year","Vint_2030","GHG Emissions by Group (MTCO2 Eq.)","sum","ExampleScen1","X","MTC",2030,1242.77418775767
"Eg1","Japan","ghgEmissByGHGGROUPS","Sources",2035,"Year","Vint_2035","GHG Emissions by Group (MTCO2 Eq.)","sum","ExampleScen1","X","Gg",2035,0.11185467822076
"Eg1","Japan","ghgEmissByGHGGROUPS","Sources",2035,"Year","Vint_2035","GHG Emissions by Group (MTCO2 Eq.)","sum","ExampleScen1","X","MTC",2035,1222.86355874833
"Eg1","Japan","ghgEmissByGHGGROUPS","Sources",2040,"Year","Vint_2040","GHG Emissions by Group (MTCO2 Eq.)","sum","ExampleScen1","X","Gg",2040,0.10969469463326
"Eg1","Japan","ghgEmissByGHGGROUPS","Sources",2040,"Year","Vint_2040","GHG Emissions by Group (MTCO2 Eq.)","sum","ExampleScen1","X","MTC",2040,1207.80155946633
"Eg1","Japan","ghgEmissByGHGGROUPS","Sources",2045,"Year","Vint_2045","GHG Emissions by Group (MTCO2 Eq.)","sum","ExampleScen1","X","Gg",2045,0.10739232391452
"Eg1","Japan","ghgEmissByGHGGROUPS","Sources",2045,"Year","Vint_2045","GHG Emissions by Group (MTCO2 Eq.)","sum","ExampleScen1","X","MTC",2045,1189.27929358333
"Eg1","Japan","ghgEmissByGHGGROUPS","Sources",2050,"Year","Vint_2050","GHG Emissions by Group (MTCO2 Eq.)","sum","ExampleScen1","X","Gg",2050,0.10493203846958
"Eg1","Japan","ghgEmissByGHGGROUPS","Sources",2050,"Year","Vint_2050","GHG Emissions by Group (MTCO2 Eq.)","sum","ExampleScen1","X","MTC",2050,1168.006231645
"Eg1","Japan","ghgEmissByGHGGROUPS","Sources",2055,"Year","Vint_2055","GHG Emissions by Group (MTCO2 Eq.)","sum","ExampleScen1","X","Gg",2055,0.10242896269482
"Eg1","Japan","ghgEmissByGHGGROUPS","Sources",2055,"Year","Vint_2055","GHG Emissions by Group (MTCO2 Eq.)","sum","ExampleScen1","X","MTC",2055,1144.83459976233
"Eg1","Japan","ghgEmissByGHGGROUPS","Sources",2060,"Year","Vint_2060","GHG Emissions by Group (MTCO2 Eq.)","sum","ExampleScen1","X","Gg",2060,0.09988729235868
"Eg1","Japan","ghgEmissByGHGGROUPS","Sources",2060,"Year","Vint_2060","GHG Emissions by Group (MTCO2 Eq.)","sum","ExampleScen1","X","MTC",2060,1122.22024475
"Eg1","Japan","ghgEmissByGHGGROUPS","Sources",2065,"Year","Vint_2065","GHG Emissions by Group (MTCO2 Eq.)","sum","ExampleScen1","X","Gg",2065,0.09705102173022
"Eg1","Japan","ghgEmissByGHGGROUPS","Sources",2065,"Year","Vint_2065","GHG Emissions by Group (MTCO2 Eq.)","sum","ExampleScen1","X","MTC",2065,1100.65199674833
"Eg1","Japan","ghgEmissByGHGGROUPS","Sources",2070,"Year","Vint_2070","GHG Emissions by Group (MTCO2 Eq.)","sum","ExampleScen1","X","Gg",2070,0.0940317450756
"Eg1","Japan","ghgEmissByGHGGROUPS","Sources",2070,"Year","Vint_2070","GHG Emissions by Group (MTCO2 Eq.)","sum","ExampleScen1","X","MTC",2070,1078.050190657
"Eg1","Japan","ghgEmissByGHGGROUPS","Sources",2075,"Year","Vint_2075","GHG Emissions by Group (MTCO2 Eq.)","sum","ExampleScen1","X","Gg",2075,0.0908872431562
"Eg1","Japan","ghgEmissByGHGGROUPS","Sources",2075,"Year","Vint_2075","GHG Emissions by Group (MTCO2 Eq.)","sum","ExampleScen1","X","MTC",2075,1007.99347082867
"Eg1","Japan","ghgEmissByGHGGROUPS","Sources",2080,"Year","Vint_2080","GHG Emissions by Group (MTCO2 Eq.)","sum","ExampleScen1","X","Gg",2080,0.08771976888612
"Eg1","Japan","ghgEmissByGHGGROUPS","Sources",2080,"Year","Vint_2080","GHG Emissions by Group (MTCO2 Eq.)","sum","ExampleScen1","X","MTC",2080,984.658469725333
"Eg1","Japan","ghgEmissByGHGGROUPS","Sources",2085,"Year","Vint_2085","GHG Emissions by Group (MTCO2 Eq.)","sum","ExampleScen1","X","Gg",2085,0.0844346968841
"Eg1","Japan","ghgEmissByGHGGROUPS","Sources",2085,"Year","Vint_2085","GHG Emissions by Group (MTCO2 Eq.)","sum","ExampleScen1","X","MTC",2085,996.421943572
"Eg1","Japan","ghgEmissByGHGGROUPS","Sources",2090,"Year","Vint_2090","GHG Emissions by Group (MTCO2 Eq.)","sum","ExampleScen1","X","Gg",2090,0.08115890603248
"Eg1","Japan","ghgEmissByGHGGROUPS","Sources",2090,"Year","Vint_2090","GHG Emissions by Group (MTCO2 Eq.)","sum","ExampleScen1","X","MTC",2090,958.818823240667
"Eg1","Japan","ghgEmissByGHGGROUPS","Sources",2095,"Year","Vint_2095","GHG Emissions by Group (MTCO2 Eq.)","sum","ExampleScen1","X","Gg",2095,0.07789680414972
"Eg1","Japan","ghgEmissByGHGGROUPS","Sources",2095,"Year","Vint_2095","GHG Emissions by Group (MTCO2 Eq.)","sum","ExampleScen1","X","MTC",2095,914.352416508667
"Eg1","Japan","ghgEmissByGHGGROUPS","Sources",2100,"Year","Vint_2100","GHG Emissions by Group (MTCO2 Eq.)","sum","ExampleScen1","X","Gg",2100,0.074646826718
"Eg1","Japan","ghgEmissByGHGGROUPS","Sources",2100,"Year","Vint_2100","GHG Emissions by Group (MTCO2 Eq.)","sum","ExampleScen1","X","MTC",2100,881.597451493
"Eg1","Japan","ghgEmissionByGHG","Sources",1975,"Year","Vint_1975","GHG Emissions (MTCO2 Eq.)","sum","ExampleScen1","GHG emissions by subsector","Gg",1975,0.0140342326
"Eg1","Japan","ghgEmissionByGHG","Sources",1975,"Year","Vint_1975","GHG Emissions (MTCO2 Eq.)","sum","ExampleScen1","GHG emissions by subsector","MTC",1975,579.682756766667
"Eg1","Japan","ghgEmissionByGHG","Sources",1975,"Year","Vint_1975","GHG Emissions (MTCO2 Eq.)","sum","ExampleScen1","GHG emissions by subsector","Tg",1975,21.78817578
"Eg1","Japan","ghgEmissionByGHG","Sources",1990,"Year","Vint_1990","GHG Emissions (MTCO2 Eq.)","sum","ExampleScen1","GHG emissions by subsector","Gg",1990,0.02875425234571
"Eg1","Japan","ghgEmissionByGHG","Sources",1990,"Year","Vint_1990","GHG Emissions (MTCO2 Eq.)","sum","ExampleScen1","GHG emissions by subsector","MTC",1990,1148.1526485
"Eg1","Japan","ghgEmissionByGHG","Sources",1990,"Year","Vint_1990","GHG Emissions (MTCO2 Eq.)","sum","ExampleScen1","GHG emissions by subsector","Tg",1990,25.4247074025
"Eg1","Japan","ghgEmissionByGHG","Sources",2005,"Year","Vint_2005","GHG Emissions (MTCO2 Eq.)","sum","ExampleScen1","GHG emissions by subsector","Gg",2005,0.04733965923944
"Eg1","Japan","ghgEmissionByGHG","Sources",2005,"Year","Vint_2005","GHG Emissions (MTCO2 Eq.)","sum","ExampleScen1","GHG emissions by subsector","MTC",2005,1304.89414997333
"Eg1","Japan","ghgEmissionByGHG","Sources",2005,"Year","Vint_2005","GHG Emissions (MTCO2 Eq.)","sum","ExampleScen1","GHG emissions by subsector","Tg",2005,12.9004903675
"Eg1","Japan","ghgEmissionByGHG","Sources",2010,"Year","Vint_2010","GHG Emissions (MTCO2 Eq.)","sum","ExampleScen1","GHG emissions by subsector","Gg",2010,0.06483159434446
"Eg1","Japan","ghgEmissionByGHG","Sources",2010,"Year","Vint_2010","GHG Emissions (MTCO2 Eq.)","sum","ExampleScen1","GHG emissions by subsector","MTC",2010,1197.38701316667
"Eg1","Japan","ghgEmissionByGHG","Sources",2010,"Year","Vint_2010","GHG Emissions (MTCO2 Eq.)","sum","ExampleScen1","GHG emissions by subsector","Tg",2010,12.8408289125
"Eg1","Japan","ghgEmissionByGHG","Sources",2015,"Year","Vint_2015","GHG Emissions (MTCO2 Eq.)","sum","ExampleScen1","GHG emissions by subsector","Gg",2015,0.06550768382882
"Eg1","Japan","ghgEmissionByGHG","Sources",2015,"Year","Vint_2015","GHG Emissions (MTCO2 Eq.)","sum","ExampleScen1","GHG emissions by subsector","MTC",2015,1257.92638022333
"Eg1","Japan","ghgEmissionByGHG","Sources",2015,"Year","Vint_2015","GHG Emissions (MTCO2 Eq.)","sum","ExampleScen1","GHG emissions by subsector","Tg",2015,12.473057245
"Eg1","Japan","ghgEmissionByGHG","Sources",2020,"Year","Vint_2020","GHG Emissions (MTCO2 Eq.)","sum","ExampleScen1","GHG emissions by subsector","Gg",2020,0.09129475810024
"Eg1","Japan","ghgEmissionByGHG","Sources",2020,"Year","Vint_2020","GHG Emissions (MTCO2 Eq.)","sum","ExampleScen1","GHG emissions by subsector","MTC",2020,1255.67178491333
"Eg1","Japan","ghgEmissionByGHG","Sources",2020,"Year","Vint_2020","GHG Emissions (MTCO2 Eq.)","sum","ExampleScen1","GHG emissions by subsector","Tg",2020,12.282670682425
"Eg1","Japan","ghgEmissionByGHG","Sources",2025,"Year","Vint_2025","GHG Emissions (MTCO2 Eq.)","sum","ExampleScen1","GHG emissions by subsector","Gg",2025,0.09107579747208
"Eg1","Japan","ghgEmissionByGHG","Sources",2025,"Year","Vint_2025","GHG Emissions (MTCO2 Eq.)","sum","ExampleScen1","GHG emissions by subsector","MTC",2025,1252.06660674333
"Eg1","Japan","ghgEmissionByGHG","Sources",2025,"Year","Vint_2025","GHG Emissions (MTCO2 Eq.)","sum","ExampleScen1","GHG emissions by subsector","Tg",2025,12.30056695425
"Eg1","Japan","ghgEmissionByGHG","Sources",2030,"Year","Vint_2030","GHG Emissions (MTCO2 Eq.)","sum","ExampleScen1","GHG emissions by subsector","Gg",2030,0.1137394037577
"Eg1","Japan","ghgEmissionByGHG","Sources",2030,"Year","Vint_2030","GHG Emissions (MTCO2 Eq.)","sum","ExampleScen1","GHG emissions by subsector","MTC",2030,1242.77418775767
"Eg1","Japan","ghgEmissionByGHG","Sources",2030,"Year","Vint_2030","GHG Emissions (MTCO2 Eq.)","sum","ExampleScen1","GHG emissions by subsector","Tg",2030,11.88275933015
"Eg1","Japan","ghgEmissionByGHG","Sources",2035,"Year","Vint_2035","GHG Emissions (MTCO2 Eq.)","sum","ExampleScen1","GHG emissions by subsector","Gg",2035,0.11185467822076
"Eg1","Japan","ghgEmissionByGHG","Sources",2035,"Year","Vint_2035","GHG Emissions (MTCO2 Eq.)","sum","ExampleScen1","GHG emissions by subsector","MTC",2035,1222.86355874833
"Eg1","Japan","ghgEmissionByGHG","Sources",2035,"Year","Vint_2035","GHG Emissions (MTCO2 Eq.)","sum","ExampleScen1","GHG emissions by subsector","Tg",2035,13.965978259025
"Eg1","Japan","ghgEmissionByGHG","Sources",2040,"Year","Vint_2040","GHG Emissions (MTCO2 Eq.)","sum","ExampleScen1","GHG emissions by subsector","Gg",2040,0.10969469463326
"Eg1","Japan","ghgEmissionByGHG","Sources",2040,"Year","Vint_2040","GHG Emissions (MTCO2 Eq.)","sum","ExampleScen1","GHG emissions by subsector","MTC",2040,1207.80155946633
"Eg1","Japan","ghgEmissionByGHG","Sources",2040,"Year","Vint_2040","GHG Emissions (MTCO2 Eq.)","sum","ExampleScen1","GHG emissions by subsector","Tg",2040,14.92641329495
"Eg1","Japan","ghgEmissionByGHG","Sources",2045,"Year","Vint_2045","GHG Emissions (MTCO2 Eq.)","sum","ExampleScen1","GHG emissions by subsector","Gg",2045,0.10739232391452
"Eg1","Japan","ghgEmissionByGHG","Sources",2045,"Year","Vint_2045","GHG Emissions (MTCO2 Eq.)","sum","ExampleScen1","GHG emissions by subsector","MTC",2045,1189.27929358333
"Eg1","Japan","ghgEmissionByGHG","Sources",2045,"Year","Vint_2045","GHG Emissions (MTCO2 Eq.)","sum","ExampleScen1","GHG emissions by subsector","Tg",2045,15.233533212575
"Eg1","Japan","ghgEmissionByGHG","Sources",2050,"Year","Vint_2050","GHG Emissions (MTCO2 Eq.)","sum","ExampleScen1","GHG emissions by subsector","Gg",2050,0.10493203846958
"Eg1","Japan","ghgEmissionByGHG","Sources",2050,"Year","Vint_2050","GHG Emissions (MTCO2 Eq.)","sum","ExampleScen1","GHG emissions by subsector","MTC",2050,1168.006231645
"Eg1","Japan","ghgEmissionByGHG","Sources",2050,"Year","Vint_2050","GHG Emissions (MTCO2 Eq.)","sum","ExampleScen1","GHG emissions by subsector","Tg",2050,15.63912657645
"Eg1","Japan","ghgEmissionByGHG","Sources",2055,"Year","Vint_2055","GHG Emissions (MTCO2 Eq.)","sum","ExampleScen1","GHG emissions by subsector","Gg",2055,0.10242896269482
"Eg1","Japan","ghgEmissionByGHG","Sources",2055,"Year","Vint_2055","GHG Emissions (MTCO2 Eq.)","sum","ExampleScen1","GHG emissions by subsector","MTC",2055,1144.83459976233
"Eg1","Japan","ghgEmissionByGHG","Sources",2055,"Year","Vint_2055","GHG Emissions (MTCO2 Eq.)","sum","ExampleScen1","GHG emissions by subsector","Tg",2055,15.990340213975
"Eg1","Japan","ghgEmissionByGHG","Sources",2060,"Year","Vint_2060","GHG Emissions (MTCO2 Eq.)","sum","ExampleScen1","GHG emissions by subsector","Gg",2060,0.09988729235868
"Eg1","Japan","ghgEmissionByGHG","Sources",2060,"Year","Vint_2060","GHG Emissions (MTCO2 Eq.)","sum","ExampleScen1","GHG emissions by subsector","MTC",2060,1122.22024475
"Eg1","Japan","ghgEmissionByGHG","Sources",2060,"Year","Vint_2060","GHG Emissions (MTCO2 Eq.)","sum","ExampleScen1","GHG emissions by subsector","Tg",2060,16.26561033775
"Eg1","Japan","ghgEmissionByGHG","Sources",2065,"Year","Vint_2065","GHG Emissions (MTCO2 Eq.)","sum","ExampleScen1","GHG emissions by subsector","Gg",2065,0.09705102173022
"Eg1","Japan","ghgEmissionByGHG","Sources",2065,"Year","Vint_2065","GHG Emissions (MTCO2 Eq.)","sum","ExampleScen1","GHG emissions by subsector","MTC",2065,1100.65199674833
"Eg1","Japan","ghgEmissionByGHG","Sources",2065,"Year","Vint_2065","GHG Emissions (MTCO2 Eq.)","sum","ExampleScen1","GHG emissions by subsector","Tg",2065,16.310352008625
"Eg1","Japan","ghgEmissionByGHG","Sources",2070,"Year","Vint_2070","GHG Emissions (MTCO2 Eq.)","sum","ExampleScen1","GHG emissions by subsector","Gg",2070,0.0940317450756
"Eg1","Japan","ghgEmissionByGHG","Sources",2070,"Year","Vint_2070","GHG Emissions (MTCO2 Eq.)","sum","ExampleScen1","GHG emissions by subsector","MTC",2070,1078.050190657
"Eg1","Japan","ghgEmissionByGHG","Sources",2070,"Year","Vint_2070","GHG Emissions (MTCO2 Eq.)","sum","ExampleScen1","GHG emissions by subsector","Tg",2070,16.208376457965
"Eg1","Japan","ghgEmissionByGHG","Sources",2075,"Year","Vint_2075","GHG Emissions (MTCO2 Eq.)","sum","ExampleScen1","GHG emissions by subsector","Gg",2075,0.0908872431562
"Eg1","Japan","ghgEmissionByGHG","Sources",2075,"Year","Vint_2075","GHG Emissions (MTCO2 Eq.)","sum","ExampleScen1","GHG emissions by subsector","MTC",2075,1007.99347082867
"Eg1","Japan","ghgEmissionByGHG","Sources",2075,"Year","Vint_2075","GHG Emissions (MTCO2 Eq.)","sum","ExampleScen1","GHG emissions by subsector","Tg",2075,16.104609596275
"Eg1","Japan","ghgEmissionByGHG","Sources",2080,"Year","Vint_2080","GHG Emissions (MTCO2 Eq.)","sum","ExampleScen1","GHG emissions by subsector","Gg",2080,0.08771976888612
"Eg1","Japan","ghgEmissionByGHG","Sources",2080,"Year","Vint_2080","GHG Emissions (MTCO2 Eq.)","sum","ExampleScen1","GHG emissions by subsector","MTC",2080,984.658469725333
"Eg1","Japan","ghgEmissionByGHG","Sources",2080,"Year","Vint_2080","GHG Emissions (MTCO2 Eq.)","sum","ExampleScen1","GHG emissions by subsector","Tg",2080,15.43515144695
"Eg1","Japan","ghgEmissionByGHG","Sources",2085,"Year","Vint_2085","GHG Emissions (MTCO2 Eq.)","sum","ExampleScen1","GHG emissions by subsector","Gg",2085,0.0844346968841
"Eg1","Japan","ghgEmissionByGHG","Sources",2085,"Year","Vint_2085","GHG Emissions (MTCO2 Eq.)","sum","ExampleScen1","GHG emissions by subsector","MTC",2085,996.421943572
"Eg1","Japan","ghgEmissionByGHG","Sources",2085,"Year","Vint_2085","GHG Emissions (MTCO2 Eq.)","sum","ExampleScen1","GHG emissions by subsector","Tg",2085,23.6267420858
"Eg1","Japan","ghgEmissionByGHG","Sources",2090,"Year","Vint_2090","GHG Emissions (MTCO2 Eq.)","sum","ExampleScen1","GHG emissions by subsector","Gg",2090,0.08115890603248
