"scenario","region","param","sources","x","xLabel","vintage","units","aggregate","origScen","origQuery","origUnits","origX","value"
"Eg1","Argentina","aggLandAlloc","Sources",1975,"Year","Vint_1975","Land Allocation (1000 km^2)","sum","ExampleScen1","aggregated land allocation","thous km2",1975,2754.9402735387
"Eg1","Argentina","aggLandAlloc","Sources",1990,"Year","Vint_1990","Land Allocation (1000 km^2)","sum","ExampleScen1","aggregated land allocation","thous km2",1990,2754.94065195954
"Eg1","Argentina","aggLandAlloc","Sources",2005,"Year","Vint_2005","Land Allocation (1000 km^2)","sum","ExampleScen1","aggregated land allocation","thous km2",2005,2754.94175417516
"Eg1","Argentina","aggLandAlloc","Sources",2010,"Year","Vint_2010","Land Allocation (1000 km^2)","sum","ExampleScen1","aggregated land allocation","thous km2",2010,2754.93965017146
"Eg1","Argentina","aggLandAlloc","Sources",2015,"Year","Vint_2015","Land Allocation (1000 km^2)","sum","ExampleScen1","aggregated land allocation","thous km2",2015,2754.93955806019
"Eg1","Argentina","aggLandAlloc","Sources",2020,"Year","Vint_2020","Land Allocation (1000 km^2)","sum","ExampleScen1","aggregated land allocation","thous km2",2020,2754.93959290391
"Eg1","Argentina","aggLandAlloc","Sources",2025,"Year","Vint_2025","Land Allocation (1000 km^2)","sum","ExampleScen1","aggregated land allocation","thous km2",2025,2754.93941140127
"Eg1","Argentina","aggLandAlloc","Sources",2030,"Year","Vint_2030","Land Allocation (1000 km^2)","sum","ExampleScen1","aggregated land allocation","thous km2",2030,2754.939493707
"Eg1","Argentina","aggLandAlloc","Sources",2035,"Year","Vint_2035","Land Allocation (1000 km^2)","sum","ExampleScen1","aggregated land allocation","thous km2",2035,2754.93964026248
"Eg1","Argentina","aggLandAlloc","Sources",2040,"Year","Vint_2040","Land Allocation (1000 km^2)","sum","ExampleScen1","aggregated land allocation","thous km2",2040,2754.93956625299
"Eg1","Argentina","aggLandAlloc","Sources",2045,"Year","Vint_2045","Land Allocation (1000 km^2)","sum","ExampleScen1","aggregated land allocation","thous km2",2045,2754.93951851572
"Eg1","Argentina","aggLandAlloc","Sources",2050,"Year","Vint_2050","Land Allocation (1000 km^2)","sum","ExampleScen1","aggregated land allocation","thous km2",2050,2754.93951260163
"Eg1","Argentina","aggLandAlloc","Sources",2055,"Year","Vint_2055","Land Allocation (1000 km^2)","sum","ExampleScen1","aggregated land allocation","thous km2",2055,2754.9395185394
"Eg1","Argentina","aggLandAlloc","Sources",2060,"Year","Vint_2060","Land Allocation (1000 km^2)","sum","ExampleScen1","aggregated land allocation","thous km2",2060,2754.93935220282
"Eg1","Argentina","aggLandAlloc","Sources",2065,"Year","Vint_2065","Land Allocation (1000 km^2)","sum","ExampleScen1","aggregated land allocation","thous km2",2065,2754.93958004738
"Eg1","Argentina","aggLandAlloc","Sources",2070,"Year","Vint_2070","Land Allocation (1000 km^2)","sum","ExampleScen1","aggregated land allocation","thous km2",2070,2754.93949935786
"Eg1","Argentina","aggLandAlloc","Sources",2075,"Year","Vint_2075","Land Allocation (1000 km^2)","sum","ExampleScen1","aggregated land allocation","thous km2",2075,2754.93975904945
"Eg1","Argentina","aggLandAlloc","Sources",2080,"Year","Vint_2080","Land Allocation (1000 km^2)","sum","ExampleScen1","aggregated land allocation","thous km2",2080,2754.93968846549
"Eg1","Argentina","aggLandAlloc","Sources",2085,"Year","Vint_2085","Land Allocation (1000 km^2)","sum","ExampleScen1","aggregated land allocation","thous km2",2085,2754.93952000785
"Eg1","Argentina","aggLandAlloc","Sources",2090,"Year","Vint_2090","Land Allocation (1000 km^2)","sum","ExampleScen1","aggregated land allocation","thous km2",2090,2754.93935756396
"Eg1","Argentina","aggLandAlloc","Sources",2095,"Year","Vint_2095","Land Allocation (1000 km^2)","sum","ExampleScen1","aggregated land allocation","thous km2",2095,2754.93963257217
"Eg1","Argentina","aggLandAlloc","Sources",2100,"Year","Vint_2100","Land Allocation (1000 km^2)","sum","ExampleScen1","aggregated land allocation","thous km2",2100,2754.93966222516
"Eg1","Argentina","agProdBiomass",NA,2020,"Year","Vint_2020","Biomass Production (TWh)","sum","ExampleScen1","Ag Production by Crop Type","EJ",2020,12.0897636671895
"Eg1","Argentina","agProdBiomass",NA,2025,"Year","Vint_2025","Biomass Production (TWh)","sum","ExampleScen1","Ag Production by Crop Type","EJ",2025,26.1213396740919
"Eg1","Argentina","agProdBiomass",NA,2030,"Year","Vint_2030","Biomass Production (TWh)","sum","ExampleScen1","Ag Production by Crop Type","EJ",2030,47.8368603990307
"Eg1","Argentina","agProdBiomass",NA,2035,"Year","Vint_2035","Biomass Production (TWh)","sum","ExampleScen1","Ag Production by Crop Type","EJ",2035,70.9375938013245
"Eg1","Argentina","agProdBiomass",NA,2040,"Year","Vint_2040","Biomass Production (TWh)","sum","ExampleScen1","Ag Production by Crop Type","EJ",2040,83.1802693553618
"Eg1","Argentina","agProdBiomass",NA,2045,"Year","Vint_2045","Biomass Production (TWh)","sum","ExampleScen1","Ag Production by Crop Type","EJ",2045,95.987247185548
"Eg1","Argentina","agProdBiomass",NA,2050,"Year","Vint_2050","Biomass Production (TWh)","sum","ExampleScen1","Ag Production by Crop Type","EJ",2050,107.922617389356
"Eg1","Argentina","agProdBiomass",NA,2055,"Year","Vint_2055","Biomass Production (TWh)","sum","ExampleScen1","Ag Production by Crop Type","EJ",2055,121.79833047687
"Eg1","Argentina","agProdBiomass",NA,2060,"Year","Vint_2060","Biomass Production (TWh)","sum","ExampleScen1","Ag Production by Crop Type","EJ",2060,138.170094065537
"Eg1","Argentina","agProdBiomass",NA,2065,"Year","Vint_2065","Biomass Production (TWh)","sum","ExampleScen1","Ag Production by Crop Type","EJ",2065,150.936270582865
"Eg1","Argentina","agProdBiomass",NA,2070,"Year","Vint_2070","Biomass Production (TWh)","sum","ExampleScen1","Ag Production by Crop Type","EJ",2070,164.367243395568
"Eg1","Argentina","agProdBiomass",NA,2075,"Year","Vint_2075","Biomass Production (TWh)","sum","ExampleScen1","Ag Production by Crop Type","EJ",2075,177.651137067899
"Eg1","Argentina","agProdBiomass",NA,2080,"Year","Vint_2080","Biomass Production (TWh)","sum","ExampleScen1","Ag Production by Crop Type","EJ",2080,190.052755907032
"Eg1","Argentina","agProdBiomass",NA,2085,"Year","Vint_2085","Biomass Production (TWh)","sum","ExampleScen1","Ag Production by Crop Type","EJ",2085,201.366948524621
"Eg1","Argentina","agProdBiomass",NA,2090,"Year","Vint_2090","Biomass Production (TWh)","sum","ExampleScen1","Ag Production by Crop Type","EJ",2090,211.317779558946
"Eg1","Argentina","agProdBiomass",NA,2095,"Year","Vint_2095","Biomass Production (TWh)","sum","ExampleScen1","Ag Production by Crop Type","EJ",2095,220.111587643343
"Eg1","Argentina","agProdBiomass",NA,2100,"Year","Vint_2100","Biomass Production (TWh)","sum","ExampleScen1","Ag Production by Crop Type","EJ",2100,231.026681255996
"Eg1","Argentina","agProdByCrop",NA,1975,"Year","Vint_1975","Agricultural Production (Mt)","sum","ExampleScen1","Ag Production by Crop Type","Mt",1975,168.055267485397
"Eg1","Argentina","agProdByCrop",NA,1990,"Year","Vint_1990","Agricultural Production (Mt)","sum","ExampleScen1","Ag Production by Crop Type","Mt",1990,258.123873431045
"Eg1","Argentina","agProdByCrop",NA,2005,"Year","Vint_2005","Agricultural Production (Mt)","sum","ExampleScen1","Ag Production by Crop Type","Mt",2005,236.381143108008
"Eg1","Argentina","agProdByCrop",NA,2010,"Year","Vint_2010","Agricultural Production (Mt)","sum","ExampleScen1","Ag Production by Crop Type","Mt",2010,249.732920938911
"Eg1","Argentina","agProdByCrop",NA,2015,"Year","Vint_2015","Agricultural Production (Mt)","sum","ExampleScen1","Ag Production by Crop Type","Mt",2015,261.514243151504
"Eg1","Argentina","agProdByCrop",NA,2020,"Year","Vint_2020","Agricultural Production (Mt)","sum","ExampleScen1","Ag Production by Crop Type","Mt",2020,282.193183291615
"Eg1","Argentina","agProdByCrop",NA,2025,"Year","Vint_2025","Agricultural Production (Mt)","sum","ExampleScen1","Ag Production by Crop Type","Mt",2025,305.2328798793
"Eg1","Argentina","agProdByCrop",NA,2030,"Year","Vint_2030","Agricultural Production (Mt)","sum","ExampleScen1","Ag Production by Crop Type","Mt",2030,328.495393130755
"Eg1","Argentina","agProdByCrop",NA,2035,"Year","Vint_2035","Agricultural Production (Mt)","sum","ExampleScen1","Ag Production by Crop Type","Mt",2035,349.967267240071
"Eg1","Argentina","agProdByCrop",NA,2040,"Year","Vint_2040","Agricultural Production (Mt)","sum","ExampleScen1","Ag Production by Crop Type","Mt",2040,370.367896856469
"Eg1","Argentina","agProdByCrop",NA,2045,"Year","Vint_2045","Agricultural Production (Mt)","sum","ExampleScen1","Ag Production by Crop Type","Mt",2045,389.879227753522
"Eg1","Argentina","agProdByCrop",NA,2050,"Year","Vint_2050","Agricultural Production (Mt)","sum","ExampleScen1","Ag Production by Crop Type","Mt",2050,408.134723606719
"Eg1","Argentina","agProdByCrop",NA,2055,"Year","Vint_2055","Agricultural Production (Mt)","sum","ExampleScen1","Ag Production by Crop Type","Mt",2055,416.523848515151
"Eg1","Argentina","agProdByCrop",NA,2060,"Year","Vint_2060","Agricultural Production (Mt)","sum","ExampleScen1","Ag Production by Crop Type","Mt",2060,422.663256159442
"Eg1","Argentina","agProdByCrop",NA,2065,"Year","Vint_2065","Agricultural Production (Mt)","sum","ExampleScen1","Ag Production by Crop Type","Mt",2065,426.391179372636
"Eg1","Argentina","agProdByCrop",NA,2070,"Year","Vint_2070","Agricultural Production (Mt)","sum","ExampleScen1","Ag Production by Crop Type","Mt",2070,428.361088260153
"Eg1","Argentina","agProdByCrop",NA,2075,"Year","Vint_2075","Agricultural Production (Mt)","sum","ExampleScen1","Ag Production by Crop Type","Mt",2075,428.738371827211
"Eg1","Argentina","agProdByCrop",NA,2080,"Year","Vint_2080","Agricultural Production (Mt)","sum","ExampleScen1","Ag Production by Crop Type","Mt",2080,427.609120590943
"Eg1","Argentina","agProdByCrop",NA,2085,"Year","Vint_2085","Agricultural Production (Mt)","sum","ExampleScen1","Ag Production by Crop Type","Mt",2085,425.192516094057
"Eg1","Argentina","agProdByCrop",NA,2090,"Year","Vint_2090","Agricultural Production (Mt)","sum","ExampleScen1","Ag Production by Crop Type","Mt",2090,420.96416355133
"Eg1","Argentina","agProdByCrop",NA,2095,"Year","Vint_2095","Agricultural Production (Mt)","sum","ExampleScen1","Ag Production by Crop Type","Mt",2095,415.993480828198
"Eg1","Argentina","agProdByCrop",NA,2100,"Year","Vint_2100","Agricultural Production (Mt)","sum","ExampleScen1","Ag Production by Crop Type","Mt",2100,410.678381589038
"Eg1","Argentina","agProdbyIrrRfd","Sources",1975,"Year","Vint_1975","Ag Production (Mt)","sum","ExampleScen1","ag production by tech","Mt",1975,168.055267485397
"Eg1","Argentina","agProdbyIrrRfd","Sources",1990,"Year","Vint_1990","Ag Production (Mt)","sum","ExampleScen1","ag production by tech","Mt",1990,258.123873431045
"Eg1","Argentina","agProdbyIrrRfd","Sources",2005,"Year","Vint_2005","Ag Production (Mt)","sum","ExampleScen1","ag production by tech","Mt",2005,236.381143108008
"Eg1","Argentina","agProdbyIrrRfd","Sources",2010,"Year","Vint_2010","Ag Production (Mt)","sum","ExampleScen1","ag production by tech","Mt",2010,249.732920938911
"Eg1","Argentina","agProdbyIrrRfd","Sources",2015,"Year","Vint_2015","Ag Production (Mt)","sum","ExampleScen1","ag production by tech","Mt",2015,261.514243151504
"Eg1","Argentina","agProdbyIrrRfd","Sources",2020,"Year","Vint_2020","Ag Production (Mt)","sum","ExampleScen1","ag production by tech","Mt",2020,282.193183291615
