"scenario","region","param","sources","x","xLabel","vintage","units","aggregate","origScen","origQuery","origUnits","origX","value"
"Eg1","Argentina","agProdbyIrrRfd","Sources",2025,"Year","Vint_2025","Ag Production (Mt)","sum","ExampleScen1","ag production by tech","Mt",2025,305.2328798793
"Eg1","Argentina","agProdbyIrrRfd","Sources",2030,"Year","Vint_2030","Ag Production (Mt)","sum","ExampleScen1","ag production by tech","Mt",2030,328.495393130755
"Eg1","Argentina","agProdbyIrrRfd","Sources",2035,"Year","Vint_2035","Ag Production (Mt)","sum","ExampleScen1","ag production by tech","Mt",2035,349.967267240071
"Eg1","Argentina","agProdbyIrrRfd","Sources",2040,"Year","Vint_2040","Ag Production (Mt)","sum","ExampleScen1","ag production by tech","Mt",2040,370.367896856469
"Eg1","Argentina","agProdbyIrrRfd","Sources",2045,"Year","Vint_2045","Ag Production (Mt)","sum","ExampleScen1","ag production by tech","Mt",2045,389.879227753522
"Eg1","Argentina","agProdbyIrrRfd","Sources",2050,"Year","Vint_2050","Ag Production (Mt)","sum","ExampleScen1","ag production by tech","Mt",2050,408.134723606719
"Eg1","Argentina","agProdbyIrrRfd","Sources",2055,"Year","Vint_2055","Ag Production (Mt)","sum","ExampleScen1","ag production by tech","Mt",2055,416.523848515151
"Eg1","Argentina","agProdbyIrrRfd","Sources",2060,"Year","Vint_2060","Ag Production (Mt)","sum","ExampleScen1","ag production by tech","Mt",2060,422.663256159442
"Eg1","Argentina","agProdbyIrrRfd","Sources",2065,"Year","Vint_2065","Ag Production (Mt)","sum","ExampleScen1","ag production by tech","Mt",2065,426.391179372636
"Eg1","Argentina","agProdbyIrrRfd","Sources",2070,"Year","Vint_2070","Ag Production (Mt)","sum","ExampleScen1","ag production by tech","Mt",2070,428.361088260153
"Eg1","Argentina","agProdbyIrrRfd","Sources",2075,"Year","Vint_2075","Ag Production (Mt)","sum","ExampleScen1","ag production by tech","Mt",2075,428.738371827211
"Eg1","Argentina","agProdbyIrrRfd","Sources",2080,"Year","Vint_2080","Ag Production (Mt)","sum","ExampleScen1","ag production by tech","Mt",2080,427.609120590943
"Eg1","Argentina","agProdbyIrrRfd","Sources",2085,"Year","Vint_2085","Ag Production (Mt)","sum","ExampleScen1","ag production by tech","Mt",2085,425.192516094057
"Eg1","Argentina","agProdbyIrrRfd","Sources",2090,"Year","Vint_2090","Ag Production (Mt)","sum","ExampleScen1","ag production by tech","Mt",2090,420.96416355133
"Eg1","Argentina","agProdbyIrrRfd","Sources",2095,"Year","Vint_2095","Ag Production (Mt)","sum","ExampleScen1","ag production by tech","Mt",2095,415.993480828198
"Eg1","Argentina","agProdbyIrrRfd","Sources",2100,"Year","Vint_2100","Ag Production (Mt)","sum","ExampleScen1","ag production by tech","Mt",2100,410.678381589038
"Eg1","Argentina","agProdForest",NA,1975,"Year","Vint_1975","Agricultural Production (billion m3)","sum","ExampleScen1","Ag Production by Crop Type","billion m3",1975,0.014283612211
"Eg1","Argentina","agProdForest",NA,1990,"Year","Vint_1990","Agricultural Production (billion m3)","sum","ExampleScen1","Ag Production by Crop Type","billion m3",1990,0.019353915211
"Eg1","Argentina","agProdForest",NA,2005,"Year","Vint_2005","Agricultural Production (billion m3)","sum","ExampleScen1","Ag Production by Crop Type","billion m3",2005,0.028024803111
"Eg1","Argentina","agProdForest",NA,2010,"Year","Vint_2010","Agricultural Production (billion m3)","sum","ExampleScen1","Ag Production by Crop Type","billion m3",2010,0.029243603111
"Eg1","Argentina","agProdForest",NA,2015,"Year","Vint_2015","Agricultural Production (billion m3)","sum","ExampleScen1","Ag Production by Crop Type","billion m3",2015,0.031148087722
"Eg1","Argentina","agProdForest",NA,2020,"Year","Vint_2020","Agricultural Production (billion m3)","sum","ExampleScen1","Ag Production by Crop Type","billion m3",2020,0.032945587011
"Eg1","Argentina","agProdForest",NA,2025,"Year","Vint_2025","Agricultural Production (billion m3)","sum","ExampleScen1","Ag Production by Crop Type","billion m3",2025,0.034478366744
"Eg1","Argentina","agProdForest",NA,2030,"Year","Vint_2030","Agricultural Production (billion m3)","sum","ExampleScen1","Ag Production by Crop Type","billion m3",2030,0.035977644114
"Eg1","Argentina","agProdForest",NA,2035,"Year","Vint_2035","Agricultural Production (billion m3)","sum","ExampleScen1","Ag Production by Crop Type","billion m3",2035,0.03768418935
"Eg1","Argentina","agProdForest",NA,2040,"Year","Vint_2040","Agricultural Production (billion m3)","sum","ExampleScen1","Ag Production by Crop Type","billion m3",2040,0.039224453735
"Eg1","Argentina","agProdForest",NA,2045,"Year","Vint_2045","Agricultural Production (billion m3)","sum","ExampleScen1","Ag Production by Crop Type","billion m3",2045,0.040737969797
"Eg1","Argentina","agProdForest",NA,2050,"Year","Vint_2050","Agricultural Production (billion m3)","sum","ExampleScen1","Ag Production by Crop Type","billion m3",2050,0.042164846128
"Eg1","Argentina","agProdForest",NA,2055,"Year","Vint_2055","Agricultural Production (billion m3)","sum","ExampleScen1","Ag Production by Crop Type","billion m3",2055,0.043160264738
"Eg1","Argentina","agProdForest",NA,2060,"Year","Vint_2060","Agricultural Production (billion m3)","sum","ExampleScen1","Ag Production by Crop Type","billion m3",2060,0.043905040986
"Eg1","Argentina","agProdForest",NA,2065,"Year","Vint_2065","Agricultural Production (billion m3)","sum","ExampleScen1","Ag Production by Crop Type","billion m3",2065,0.044467115798
"Eg1","Argentina","agProdForest",NA,2070,"Year","Vint_2070","Agricultural Production (billion m3)","sum","ExampleScen1","Ag Production by Crop Type","billion m3",2070,0.044792207531
"Eg1","Argentina","agProdForest",NA,2075,"Year","Vint_2075","Agricultural Production (billion m3)","sum","ExampleScen1","Ag Production by Crop Type","billion m3",2075,0.04498778461
"Eg1","Argentina","agProdForest",NA,2080,"Year","Vint_2080","Agricultural Production (billion m3)","sum","ExampleScen1","Ag Production by Crop Type","billion m3",2080,0.0450931834
"Eg1","Argentina","agProdForest",NA,2085,"Year","Vint_2085","Agricultural Production (billion m3)","sum","ExampleScen1","Ag Production by Crop Type","billion m3",2085,0.04508029497
"Eg1","Argentina","agProdForest",NA,2090,"Year","Vint_2090","Agricultural Production (billion m3)","sum","ExampleScen1","Ag Production by Crop Type","billion m3",2090,0.04492147475
"Eg1","Argentina","agProdForest",NA,2095,"Year","Vint_2095","Agricultural Production (billion m3)","sum","ExampleScen1","Ag Production by Crop Type","billion m3",2095,0.0446643731
"Eg1","Argentina","agProdForest",NA,2100,"Year","Vint_2100","Agricultural Production (billion m3)","sum","ExampleScen1","Ag Production by Crop Type","billion m3",2100,0.04432199469
"Eg1","Argentina","co2emission","Sources",1975,"Year","Vint_1975","CO2 Emissions by Sector (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions","MTC",1975,53.850988906
"Eg1","Argentina","co2emission","Sources",1990,"Year","Vint_1990","CO2 Emissions by Sector (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions","MTC",1990,105.016451976333
"Eg1","Argentina","co2emission","Sources",2005,"Year","Vint_2005","CO2 Emissions by Sector (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions","MTC",2005,153.969816407
"Eg1","Argentina","co2emission","Sources",2010,"Year","Vint_2010","CO2 Emissions by Sector (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions","MTC",2010,177.53014059
"Eg1","Argentina","co2emission","Sources",2015,"Year","Vint_2015","CO2 Emissions by Sector (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions","MTC",2015,198.850235774667
"Eg1","Argentina","co2emission","Sources",2020,"Year","Vint_2020","CO2 Emissions by Sector (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions","MTC",2020,209.042711507667
"Eg1","Argentina","co2emission","Sources",2025,"Year","Vint_2025","CO2 Emissions by Sector (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions","MTC",2025,230.236312826667
"Eg1","Argentina","co2emission","Sources",2030,"Year","Vint_2030","CO2 Emissions by Sector (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions","MTC",2030,248.998796559333
"Eg1","Argentina","co2emission","Sources",2035,"Year","Vint_2035","CO2 Emissions by Sector (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions","MTC",2035,264.6028000253
"Eg1","Argentina","co2emission","Sources",2040,"Year","Vint_2040","CO2 Emissions by Sector (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions","MTC",2040,276.6629399996
"Eg1","Argentina","co2emission","Sources",2045,"Year","Vint_2045","CO2 Emissions by Sector (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions","MTC",2045,287.3225228335
"Eg1","Argentina","co2emission","Sources",2050,"Year","Vint_2050","CO2 Emissions by Sector (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions","MTC",2050,297.8096670868
"Eg1","Argentina","co2emission","Sources",2055,"Year","Vint_2055","CO2 Emissions by Sector (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions","MTC",2055,308.791855938317
"Eg1","Argentina","co2emission","Sources",2060,"Year","Vint_2060","CO2 Emissions by Sector (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions","MTC",2060,311.017320621587
"Eg1","Argentina","co2emission","Sources",2065,"Year","Vint_2065","CO2 Emissions by Sector (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions","MTC",2065,320.342411550873
"Eg1","Argentina","co2emission","Sources",2070,"Year","Vint_2070","CO2 Emissions by Sector (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions","MTC",2070,327.063326862532
"Eg1","Argentina","co2emission","Sources",2075,"Year","Vint_2075","CO2 Emissions by Sector (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions","MTC",2075,331.811015256154
"Eg1","Argentina","co2emission","Sources",2080,"Year","Vint_2080","CO2 Emissions by Sector (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions","MTC",2080,340.959067935644
"Eg1","Argentina","co2emission","Sources",2085,"Year","Vint_2085","CO2 Emissions by Sector (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions","MTC",2085,393.42788539692
"Eg1","Argentina","co2emission","Sources",2090,"Year","Vint_2090","CO2 Emissions by Sector (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions","MTC",2090,394.56996585439
"Eg1","Argentina","co2emission","Sources",2095,"Year","Vint_2095","CO2 Emissions by Sector (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions","MTC",2095,385.980596187487
"Eg1","Argentina","co2emission","Sources",2100,"Year","Vint_2100","CO2 Emissions by Sector (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions","MTC",2100,371.071880535767
"Eg1","Argentina","co2emissionByEndUse","Sources",1975,"Year","Vint_1975","CO2 Emission by Enduse (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions by enduse","MTC",1975,53.850988906
"Eg1","Argentina","co2emissionByEndUse","Sources",1980,"Year","Vint_1980","CO2 Emission by Enduse (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions by enduse","MtC/yr",1980,19.369745484892
"Eg1","Argentina","co2emissionByEndUse","Sources",1985,"Year","Vint_1985","CO2 Emission by Enduse (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions by enduse","MtC/yr",1985,10.8387342576209
"Eg1","Argentina","co2emissionByEndUse","Sources",1990,"Year","Vint_1990","CO2 Emission by Enduse (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions by enduse","MTC",1990,105.016228719685
"Eg1","Argentina","co2emissionByEndUse","Sources",1990,"Year","Vint_1990","CO2 Emission by Enduse (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions by enduse","MtC/yr",1990,5.58270057011333
"Eg1","Argentina","co2emissionByEndUse","Sources",1995,"Year","Vint_1995","CO2 Emission by Enduse (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions by enduse","MtC/yr",1995,18.0834115824186
"Eg1","Argentina","co2emissionByEndUse","Sources",2000,"Year","Vint_2000","CO2 Emission by Enduse (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions by enduse","MtC/yr",2000,16.6021917938756
"Eg1","Argentina","co2emissionByEndUse","Sources",2005,"Year","Vint_2005","CO2 Emission by Enduse (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions by enduse","MTC",2005,153.96964495121
"Eg1","Argentina","co2emissionByEndUse","Sources",2005,"Year","Vint_2005","CO2 Emission by Enduse (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions by enduse","MtC/yr",2005,14.3972191972327
"Eg1","Argentina","co2emissionByEndUse","Sources",2010,"Year","Vint_2010","CO2 Emission by Enduse (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions by enduse","MTC",2010,177.529960247988
"Eg1","Argentina","co2emissionByEndUse","Sources",2010,"Year","Vint_2010","CO2 Emission by Enduse (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions by enduse","MtC/yr",2010,205.715550897553
"Eg1","Argentina","co2emissionByEndUse","Sources",2015,"Year","Vint_2015","CO2 Emission by Enduse (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions by enduse","MTC",2015,198.850120447646
"Eg1","Argentina","co2emissionByEndUse","Sources",2015,"Year","Vint_2015","CO2 Emission by Enduse (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions by enduse","MtC/yr",2015,-2.9132547242073
"Eg1","Argentina","co2emissionByEndUse","Sources",2020,"Year","Vint_2020","CO2 Emission by Enduse (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions by enduse","MTC",2020,209.042595943569
"Eg1","Argentina","co2emissionByEndUse","Sources",2020,"Year","Vint_2020","CO2 Emission by Enduse (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions by enduse","MtC/yr",2020,4.75386602101667
"Eg1","Argentina","co2emissionByEndUse","Sources",2025,"Year","Vint_2025","CO2 Emission by Enduse (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions by enduse","MTC",2025,230.236205489281
"Eg1","Argentina","co2emissionByEndUse","Sources",2025,"Year","Vint_2025","CO2 Emission by Enduse (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions by enduse","MtC/yr",2025,12.3347810595977
"Eg1","Argentina","co2emissionByEndUse","Sources",2030,"Year","Vint_2030","CO2 Emission by Enduse (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions by enduse","MTC",2030,248.99870689736
"Eg1","Argentina","co2emissionByEndUse","Sources",2030,"Year","Vint_2030","CO2 Emission by Enduse (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions by enduse","MtC/yr",2030,12.5203030066979
"Eg1","Argentina","co2emissionByEndUse","Sources",2035,"Year","Vint_2035","CO2 Emission by Enduse (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions by enduse","MTC",2035,264.602739647258
"Eg1","Argentina","co2emissionByEndUse","Sources",2035,"Year","Vint_2035","CO2 Emission by Enduse (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions by enduse","MtC/yr",2035,10.7941693216247
"Eg1","Argentina","co2emissionByEndUse","Sources",2040,"Year","Vint_2040","CO2 Emission by Enduse (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions by enduse","MTC",2040,276.662915857113
"Eg1","Argentina","co2emissionByEndUse","Sources",2040,"Year","Vint_2040","CO2 Emission by Enduse (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions by enduse","MtC/yr",2040,7.70801056783156
"Eg1","Argentina","co2emissionByEndUse","Sources",2045,"Year","Vint_2045","CO2 Emission by Enduse (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions by enduse","MTC",2045,287.322538771922
"Eg1","Argentina","co2emissionByEndUse","Sources",2045,"Year","Vint_2045","CO2 Emission by Enduse (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions by enduse","MtC/yr",2045,3.41820759362086
"Eg1","Argentina","co2emissionByEndUse","Sources",2050,"Year","Vint_2050","CO2 Emission by Enduse (MTCO2 Eq.)","sum","ExampleScen1","CO2 Emissions by enduse","MTC",2050,297.809722662698
