"X1990","X1995","X2000","X2005","X2010","X2015"
56.89767,70.6722,86.34724,92.90652,98.86035,104.9992
784.4934,974.4136,1190.538,1280.976,1363.066,1447.706
38.24872,41.90156,45.15074,48.57654,51.68951,54.9034
114.8745,125.8453,135.6037,145.8926,155.2419,164.8944
3.35494,3.65121,3.908534,4.2055,4.474644,4.752832
49.89434,54.3004,58.12732,62.54376,66.54643,70.68362
102.0679,111.0813,118.9097,127.9446,136.1328,144.5961
10.88881,11.85039,12.68556,13.6494,14.52293,15.42582
0,0.6234533,1.558633,1.558633,1.558633,1.558633
249.4089,309.3305,377.4538,406.1265,432.1526,458.9875
73.85728,80.91081,87.18491,93.80006,99.8111,106.017
148.6158,162.8088,175.4335,188.7446,200.84,213.3278
0.4709126,0.518448,0.5613015,0.6039172,0.6425647,0.682561
21.42464,23.58731,25.53698,27.47582,29.23412,31.0538
297.5605,304.536,306.9815,330.2991,351.4232,373.2324
96.38421,104.8957,112.2884,120.8201,128.5522,136.5443
105.8539,115.2017,123.3205,132.6905,141.1823,149.9597
32.33165,35.18682,37.66665,40.52852,43.12223,45.80317
6.12373,6.681725,7.16855,7.712312,8.20483,8.717275
5.272897,5.753364,6.172547,6.640759,7.064847,7.50609
642.9966,753.9959,738.9961,669.9965,589.9969,507.9973
51.91865,56.19921,59.88408,64.42944,68.55555,72.81407
35.9321,39.36369,42.41608,45.63438,48.5588,51.57803
81.52655,89.31253,96.23812,103.5402,110.1754,117.0257
73.36596,80.77175,87.44814,94.08746,100.1085,106.3398
137.0917,150.9301,163.4055,175.8119,187.063,198.7066
33.2776,36.63674,39.66504,42.67654,45.40759,48.234
1330.428,1339.108,1326.277,1427.01,1518.255,1612.426
91.88849,100.003,107.0508,115.1844,122.5561,130.1753
105.8539,115.2017,123.3205,132.6905,141.1823,149.9597
47.01647,51.16842,54.77458,58.93631,62.70811,66.60667
12.92993,14.10809,15.13602,16.28413,17.32406,18.40608
11.44299,12.48569,13.39538,14.41146,15.33182,16.28939
17.24765,18.66967,19.89381,21.4038,22.77452,24.18922
7.712457,8.449015,9.104179,9.794955,10.42265,11.0707
49.20601,53.95116,58.18216,62.59719,66.60769,70.74993
151.3967,166.6792,180.4564,194.1572,206.5822,219.4409
187.1749,206.0688,223.1021,240.0405,255.4018,271.2992
154.5798,170.1834,184.2502,198.2394,210.9256,224.0546
150.9699,151.4635,149.4889,160.8425,171.1266,181.7397
1777.078,1786.256,1766.572,1900.745,2022.28,2147.707
105.4305,114.7409,122.8274,132.1597,140.6177,149.3599
105.8539,115.2017,123.3205,132.6905,141.1823,149.9597
88.49123,96.30566,103.0929,110.9258,118.025,125.3624
4.239023,4.599718,4.908983,5.281861,5.620224,5.969416
16.63403,18.14238,19.45681,20.93282,22.26993,23.66032
11.63463,12.69479,13.61972,14.65281,15.58858,16.56219
40.48182,43.81945,46.69258,50.23668,53.4539,56.77434
83.28966,90.15667,96.06802,103.3599,109.9791,116.8108
85.97525,94.1861,101.4896,109.1901,116.1874,123.4115
175.8193,192.6881,207.71,223.4709,237.7901,252.5763
190.158,209.3532,226.6577,243.8661,259.4724,275.6232
187.0639,205.9466,222.9698,239.8981,255.2504,271.1383
168.7532,185.7874,201.1443,216.4158,230.265,244.5981
123.0313,135.4503,146.6463,157.7802,167.8772,178.3268
80.07993,80.41957,79.45431,85.48885,90.95496,96.59612
289.2034,298.6243,303.7896,326.8657,347.7725,369.3609
107.9005,117.429,125.705,135.256,143.9121,152.8591
105.8539,115.2017,123.3205,132.6905,141.1823,149.9597
100.2686,109.1231,116.8135,125.689,133.733,142.047
29.88728,32.43033,34.61083,37.2398,39.62544,42.08742
17.96346,19.58706,21.00079,22.59402,24.03746,25.53782
12.79121,13.95677,14.97364,16.10943,17.13824,18.20862
168.9604,182.891,194.8829,209.6749,223.1026,236.9611
24.56898,26.91537,29.00248,31.20303,33.20263,35.26707
165.6688,181.4905,195.5639,210.4024,223.8857,237.8061
139.2964,152.6333,164.504,176.9859,188.3271,200.0373
189.2037,208.1853,225.2727,242.3748,257.8879,273.9381
187.1617,206.0543,223.0864,240.0235,255.3838,271.28
184.1279,202.7141,219.47,236.1329,251.244,266.8829
181.0669,199.3442,215.8215,232.207,247.0674,262.446
84.63396,93.17718,100.8789,108.5379,115.4837,122.6721
97.68696,106.3135,113.806,122.453,130.2897,138.3897
107.9005,117.429,125.705,135.256,143.9121,152.8591
101.5485,110.4585,118.18,127.159,135.2982,143.7089
89.97336,97.75159,104.4583,112.3936,119.5908,127.023
14.70323,15.9653,17.05077,18.346,19.521,20.73404
56.14155,60.91856,65.01447,69.95284,74.43414,79.05881
41.93795,45.56291,48.6838,52.38062,55.73382,59.20076
13.96583,15.23842,16.34868,17.58877,18.71205,19.88072
140.426,152.0039,161.9704,174.2644,185.4244,196.9425
81.48044,89.26202,96.18365,103.4816,110.1131,116.9595
152.7444,167.3317,180.3072,193.9881,206.4195,219.254
109.1088,119.5289,128.7976,138.5701,147.4501,156.6182
172.9099,189.7273,204.754,220.2929,234.4036,248.9833
174.0889,191.6619,207.5043,223.2583,237.5457,252.3317
184.1279,202.7141,219.47,236.1329,251.244,266.8829
181.0669,199.3442,215.8215,232.207,247.0674,262.446
66.14764,72.8248,78.84428,84.83039,90.25902,95.87725
95.75962,104.216,111.5607,120.037,127.7191,135.6593
106.5734,115.967,124.1205,133.5509,142.0984,150.9323
87.98826,95.51911,101.9896,109.7369,116.7658,124.0213
33.93716,36.82484,39.30079,42.28599,44.99488,47.79048
7.691266,8.345709,8.906837,9.583385,10.19731,10.83088
36.69,39.81192,42.48869,45.71606,48.64471,51.66707
78.5219,85.20329,90.9319,97.83888,104.1066,110.5748
41.9503,45.57629,48.69806,52.39596,55.75014,59.21809
15.82517,17.26719,18.52527,19.93047,21.20326,22.52753
2.065987,2.254241,2.418483,2.601933,2.768096,2.940981
48.00018,48.00018,51.00019,53.00021,54.00021,53.00021
78.18762,84.63399,90.18326,97.02841,103.2422,109.6554
26.81439,29.02517,30.92828,33.27581,35.40684,37.60624
66.76548,73.14176,78.8134,84.79334,90.2272,95.83725
202.2961,221.6157,238.8005,256.9196,273.3839,290.3819
192.7744,211.1849,227.5609,244.827,260.5165,276.7146
196.1728,214.9879,231.7417,249.3261,265.3021,281.7991
187.1749,206.0688,223.1021,240.0405,255.4018,271.2992
184.1279,202.7141,219.47,236.1329,251.244,266.8829
181.0669,199.3442,215.8215,232.207,247.0674,262.446
20.73288,22.82572,24.71244,26.58868,28.29021,30.05113
7.366601,8.017135,8.582152,9.234215,9.825186,10.43602
95.02238,103.4136,110.7018,119.1128,126.7358,134.6149
105.3462,114.6149,122.6552,131.9742,140.4212,149.1505
80.55696,87.4114,93.28861,100.3745,106.8048,113.4408
12.43366,13.49163,14.39875,15.49245,16.48492,17.50915
70.81084,76.83612,82.00226,88.23094,93.88315,99.71621
78.67405,85.36839,91.10809,98.02846,104.3083,110.789
41.95338,45.57963,48.70162,52.39979,55.75422,59.22243
15.87654,17.32324,18.58541,19.99516,21.27208,22.60066
9.931637,10.83661,11.62616,12.50805,13.30683,14.13792
0.729107,0.7955436,0.8535061,0.9182473,0.9768881,1.037901
15.7758,17.07648,18.19614,19.57728,20.83103,22.125
99.11353,107.2851,114.3197,122.9968,130.8736,139.0032
19.33272,21.17904,22.82134,24.5529,26.12633,27.75078
204.2582,223.7651,241.1165,259.4114,276.0354,293.1982
180.1575,197.363,212.6671,228.8033,243.4659,258.6038
178.4053,195.4514,210.6154,226.5961,241.1169,256.1091
187.5976,206.4756,223.4823,240.449,255.8377,271.7612
184.1279,202.7141,219.47,236.1329,251.244,266.8829
181.0669,199.3442,215.8215,232.207,247.0674,262.446
74.28842,81.76897,88.50848,95.22839,101.3225,107.6293
13.51337,14.70672,15.74319,16.93934,18.02342,19.14394
107.2329,116.7024,124.9271,134.4191,143.0215,151.9132
105.3384,114.6064,122.6459,131.9643,140.4106,149.1393
85.3379,92.59915,98.82516,106.3316,113.1436,120.1733
12.19671,13.23452,14.12435,15.19721,16.17076,17.17547
3.348075,3.63296,3.877224,4.171731,4.438978,4.714777
75.5524,81.98115,87.4932,94.13901,100.1697,106.3933
78.67405,85.36839,91.10809,98.02846,104.3083,110.789
45.73206,49.67372,53.06482,57.09453,60.74997,64.52811
15.87654,17.32324,18.58541,19.99516,21.27208,22.60066
15.51959,16.93375,18.16751,19.54557,20.79381,22.0925
10.82157,11.80763,12.66792,13.62882,14.49919,15.40475
194.3844,210.411,224.2072,241.2251,256.6733,272.6175
77.77584,84.18828,89.70831,96.51743,102.6985,109.0779
13.29852,14.56855,15.69825,16.88935,17.97168,19.0891
193.6205,212.1115,228.5594,245.9014,261.6596,277.9286
184.7068,202.3469,218.0375,234.5811,249.6139,265.1341
195.0748,213.7118,230.2907,247.7642,263.6417,280.0341
187.3043,206.1933,223.2184,240.1655,255.5352,271.4405
184.1279,202.7141,219.47,236.1329,251.244,266.8829
181.0669,199.3442,215.8215,232.207,247.0674,262.446
127.8734,139.9634,150.6743,162.1183,172.4932,183.2238
81.29564,88.47467,94.71003,101.906,108.4278,115.1687
105.3658,114.6366,122.6787,131.9995,140.448,149.1791
85.3379,92.59915,98.82516,106.3316,113.1436,120.1733
29.62468,32.14542,34.30674,36.91263,39.27729,41.71764
78.14368,84.7929,90.494,97.36777,103.6052,110.0424
78.67405,85.36839,91.10809,98.02846,104.3083,110.789
50.07337,54.37743,58.07769,62.4883,66.48959,70.62383
15.87654,17.32324,18.58541,19.99516,21.27208,22.60066
15.51959,16.93375,18.16751,19.54557,20.79381,22.0925
15.11086,16.48776,17.68905,19.03084,20.24615,21.51065
3.707798,4.045656,4.340417,4.669653,4.967865,5.278141
87.26963,94.46478,100.6586,108.2989,115.2345,122.3926
160.1677,173.3733,184.741,198.7633,211.4924,224.6296
109.1604,119.5855,128.8587,138.6357,147.52,156.6924
154.8657,169.6558,182.8115,196.6822,209.2863,222.299
170.9875,187.3172,201.8425,217.1571,231.0732,245.4408
204.2622,223.7695,241.1213,259.4165,276.0408,293.204
5010.773,5413.841,5753.247,6190.376,6587.203,6995.47
197.9378,216.8488,233.6716,251.4017,267.5123,284.1453
187.459,206.3423,223.3576,240.3151,255.6947,271.6097
184.1279,202.7141,219.47,236.1329,251.244,266.8829
181.0669,199.3442,215.8215,232.207,247.0674,262.446
107.4442,117.0035,125.325,134.8467,143.4766,152.3972
54.45747,59.26651,63.44342,68.26379,72.63254,77.14808
105.3739,114.6455,122.6883,132.0099,140.4591,149.1908
85.3379,92.59915,98.82516,106.3316,113.1436,120.1733
30.22778,32.79982,35.00513,37.66405,40.07685,42.5669
35.37119,38.38091,40.96148,44.07283,46.89619,49.80992
76.09521,82.57012,88.12179,94.81532,100.8893,107.1577
78.67405,85.36839,91.10809,98.02846,104.3083,110.789
42.46432,46.13321,49.2916,53.03459,56.42972,59.93984
15.87654,17.32324,18.58541,19.99516,21.27208,22.60066
15.51959,16.93375,18.16751,19.54557,20.79381,22.0925
15.16143,16.54294,17.74825,19.09452,20.3139,21.58264
7.398189,8.072316,8.660458,9.317384,9.9124,10.53149
916.9991,915.9992,781.9993,620.9996,480.9997,364.9997
56.61296,61.28056,65.29859,70.25491,74.75414,79.39769
195.8512,211.9987,225.8989,243.0452,258.6101,274.6744
101.7344,111.4877,120.1719,129.2899,137.5746,146.1267
210.3525,230.4418,248.3113,267.1516,284.2717,301.9464
207.3731,227.1776,244.7938,263.3673,280.2445,297.6697
204.2622,223.7695,241.1213,259.4165,276.0408,293.204
201.1355,220.3445,237.4308,255.4458,271.8159,288.7164
197.9935,216.9024,233.7218,251.4555,267.5697,284.2062
185.7594,204.3125,220.9969,237.7732,252.9937,268.7378
175.8545,193.3878,209.1727,225.054,239.456,254.361
179.6688,197.7682,214.0814,230.3348,245.0754,260.3299
114.0221,124.1545,132.9717,143.0744,152.2309,161.6958
29.64588,32.26386,34.5377,37.16183,39.54012,41.99834
36.95327,40.21657,43.05089,46.32184,49.28634,52.35049
105.3696,114.6408,122.6832,132.0044,140.4532,149.1846
85.3379,92.59915,98.82516,106.3316,113.1436,120.1733
60.7012,65.86624,70.29473,75.63422,80.47948,85.47982
68.65652,74.49842,79.50735,85.54663,91.02683,96.68248
80.34928,87.18616,93.04819,100.116,106.5295,113.1483
78.67405,85.36839,91.10809,98.02846,104.3083,110.789
48.42257,52.58882,56.17152,60.4373,64.30707,68.30591
15.87654,17.32324,18.58541,19.99516,21.27208,22.60066
15.51959,16.93375,18.16751,19.54557,20.79381,22.0925
15.16143,16.54294,17.74825,19.09452,20.3139,21.58264
8.211827,8.960093,9.612917,10.34209,11.00255,11.68973
0,0,0,0,0,0
68.66718,74.32861,79.20221,85.21386,90.67104,96.30333
145.8859,157.9138,168.268,181.04,192.634,204.5999
21.536,23.71492,25.68158,27.63019,29.39884,31.22055
154.3135,169.1614,182.3942,196.2335,208.8069,221.7842
207.3731,227.1776,244.7938,263.3673,280.2445,297.6697
204.2622,223.7695,241.1213,259.4165,276.0408,293.204
201.1355,220.3445,237.4308,255.4458,271.8159,288.7164
150.5367,163.5249,174.8025,188.0698,200.1145,212.555
174.4814,191.1756,206.0727,221.7136,235.9116,250.5875
36.45209,36.24511,35.66998,38.37963,40.83461,43.37524
28.39391,27.24198,25.80182,27.76233,29.53779,31.37523
66.60397,70.47041,73.5842,79.17522,84.24168,89.4794
81.97388,89.10646,95.28835,102.5283,109.0899,115.8721
105.7615,115.1013,123.2132,132.5748,141.0593,149.829
89.01885,96.87997,103.7077,111.5873,118.7287,126.11
105.4147,114.6904,122.737,132.0623,140.5148,149.25
85.3379,92.59915,98.82516,106.3316,113.1436,120.1733
64.01227,69.45908,74.12912,79.75984,84.86942,90.14252
61.46776,66.698,71.18244,76.5894,81.49577,86.55925
80.34928,87.18616,93.04819,100.116,106.5295,113.1483
78.67405,85.36839,91.10809,98.02846,104.3083,110.789
41.98519,45.61409,48.73835,52.43931,55.79626,59.26709
15.87654,17.32324,18.58541,19.99516,21.27208,22.60066
15.51959,16.93375,18.16751,19.54557,20.79381,22.0925
15.16143,16.54294,17.74825,19.09452,20.3139,21.58264
11.3931,12.43125,13.33697,14.34863,15.26495,16.21834
928.0002,973.0001,1066,1119,1160,1188
141.8539,153.5494,163.6173,176.0363,187.3098,198.945
141.3166,152.9679,162.9976,175.3695,186.6003,198.1916
10.22765,11.264,12.19973,13.1254,13.96555,14.83085
71.40763,78.58984,85.06285,91.51708,97.37592,103.412
161.0265,176.5339,190.3578,204.8012,217.9233,231.4667
204.2622,223.7695,241.1213,259.4165,276.0408,293.204
201.1355,220.3445,237.4308,255.4458,271.8159,288.7164
76.70834,80.69136,83.5708,89.92164,95.66615,101.6098
74.1494,78.10191,81.0366,87.19454,92.76562,98.53102
24.56321,22.84327,20.87285,22.45923,23.89527,25.38142
24.15488,22.46351,20.52588,22.08585,23.49801,24.95949
23.74467,22.08204,20.17731,21.71081,23.099,24.53562
90.11324,97.09811,103.0454,110.8748,117.9703,125.3046
111.9689,121.8568,130.4448,140.3559,149.3385,158.6228
109.939,119.6475,128.0798,137.8112,146.6308,155.7468
105.3503,114.6194,122.6601,131.9795,140.4268,149.1565
85.3379,92.59915,98.82516,106.3316,113.1436,120.1733
70.06448,76.02623,81.13786,87.30089,92.89359,98.66525
69.59885,75.52088,80.59857,86.72075,92.27619,98.00945
80.34928,87.18616,93.04819,100.116,106.5295,113.1483
78.67405,85.36839,91.10809,98.02846,104.3083,110.789
44.26279,48.08181,51.36827,55.26907,58.80746,62.4651
15.87654,17.32324,18.58541,19.99516,21.27208,22.60066
15.51959,16.93375,18.16751,19.54557,20.79381,22.0925
15.16143,16.54294,17.74825,19.09452,20.3139,21.58264
14.23294,15.52986,16.66134,17.92514,19.06989,20.26093
1.397923,1.525302,1.636435,1.760564,1.872996,1.989977
10706.01,11136.01,12930.01,14947.01,16772.01,18396.01
2325.999,2378,2186,1896,1597,1313
7234.812,7642.305,7955.692,8525.059,9179.257,9866.594
9956.231,10351.05,10686.04,11451.18,12329.47,13252.43
33.4646,36.22366,38.59877,41.52853,44.18805,46.93292
69.47752,74.81943,79.32671,85.34704,90.81696,96.45601
102.7866,110.0477,116.0118,124.8151,132.8215,141.0648
22.573,24.37931,25.92131,27.8887,29.67531,31.51836
20.77951,22.88505,24.78618,26.66686,28.37378,30.13181
68.03905,74.93338,81.1582,87.3162,92.90531,98.66164
72.31477,79.59706,86.16213,92.6998,98.6342,104.7478
162.5351,178.1738,192.1113,206.688,219.931,233.5998
137.4551,148.7197,158.3696,170.3914,181.3006,192.5709
84.12966,88.95309,92.60612,99.64214,106.0102,112.5973
50.64279,51.34995,51.19886,55.09491,58.60535,62.24432
24.56321,22.84327,20.87285,22.45923,23.89527,25.38142
24.15488,22.46351,20.52588,22.08585,23.49801,24.95949
23.74467,22.08204,20.17731,21.71081,23.099,24.53562
44.98853,46.1497,46.81358,50.37073,53.59337,56.92571
88.25973,83.83639,78.69275,84.68421,90.14368,95.73425
94.76344,93.22505,90.83617,97.74825,104.0368,110.4935
99.39336,108.0978,115.6414,124.428,132.3916,140.6221
74.48396,80.7225,86.05064,92.58755,98.51891,104.6403
73.92977,80.22037,85.614,92.11703,98.01827,104.1083
