"X1990","X1995","X2000","X2005","X2010","X2015"
1595197,1699833,1780240,1839444,1879177,1906450
50037.22,55974.27,61633.98,67025.76,72099.69,77003.35
12660.55,13707.22,14595.89,15342.67,15951.21,16472.31
3893.737,4097.212,4245.773,4346.647,4401.474,4423.855
2699.322,2846.879,2959.828,3042.149,3093.573,3121.671
8888.521,9323.758,9621,9801.086,9876.226,9884.09
9583.165,10164.6,10605.65,10926.7,11139.5,11284.24
7869.945,8455.936,8928.903,9302.656,9581.844,9801.067
1808.287,1870.474,1901.925,1907.542,1891.437,1862.343
7591.787,7834.463,7945.636,7949.193,7862.25,7721.424
15170.92,16124.16,16881.61,17479,17937.9,18328.12
8878.54,10106.86,11313.31,12499.94,13661.46,14833.62
13600.74,15647.32,17691.05,19731.45,21756.57,23820.64
8680.426,9378.069,10012.41,10599.89,11147.78,11693.74
5581.738,5422.092,5202.752,4947.23,4669.544,4391.945
3513.877,3526.376,3485.326,3404.382,3292.774,3166.701
1545.61,1599.473,1626.548,1631.675,1618.283,1593.631
3380.805,3745.414,4091.878,4424.976,4746.475,5071.547
22376.68,26103.57,29925.53,33843.55,37838.69,42007.5
20363.3,23754.87,27233.01,30798.44,34434.12,38227.88
12756.1,14916.09,17140.97,19431.94,21779.15,24238.55
3439.094,3889.785,4351.209,4827.583,5319.749,5843.429
7671.938,7695.179,7585.822,7377.748,7094.544,6775.025
4797.357,4809.495,4738.369,4605.22,4424.842,4221.515
23749.38,28941.61,34677.92,41007.58,47957.18,55705.43
44197.96,54022.09,64889.91,76891.89,90076.63,104779.2
34551.46,42235.88,50738.52,60130.75,70451.33,81963.3
794.0854,963.2409,1148.57,1351.296,1572.115,1816.531
267.5821,316.3177,367.6789,421.6436,478.1619,538.6552
54499.44,58331.92,61360.15,63677.91,65335.93,66571.84
97305.23,109354.8,122261.4,135626.5,149225.1,163051.5
86809.96,99800.97,114540.2,130430.2,147133,164465.1
11566.27,13275,15210.5,17291.96,19476.24,21739.46
8987.273,9974.315,11054.86,12163.64,13264.42,14340.01
16675.94,18553.34,20609.22,22716.55,24808.8,26849.3
136010.5,151903.2,169356.2,187346.4,205310.8,222945.2
170744.9,190693.6,212605,235190,257739.4,279877.5
68012.93,75959.97,84685.68,93681.34,102661.1,111479
21597.18,24120.95,26893.17,29750.54,32603.84,35404.24
10574.45,11809.27,13165.33,14563.94,15959.3,17330.18
5482.023,6209.829,7029.976,7907.365,8822.032,9766.028
2985.058,3617.775,4376.639,5253.578,6246.991,7360.564
3601.644,4364.829,5280.185,6337.851,7536.168,8879.509
3061.666,3710.157,4488.137,5387,6405.427,7547.112
724.1279,858.0417,1013.875,1190.438,1386.527,1603.074
2915.305,3237.672,3545.433,3841.482,4118.412,4370.159
2084.337,2389.045,2703.015,3029.226,3362.946,3699.099
1201.815,1452.587,1733.396,2049.735,2401.79,2789.761
919.4286,1149.801,1419.156,1734.93,2100.862,2520.894
2136.003,2681.249,3319.044,4064.665,4925.866,5907.826
2824.701,3286.596,3789.812,4344.952,4953.766,5616.553
3725.195,4060.812,4365.378,4642.766,4886.349,5089.722
3848.524,4365.517,4885.478,5411.375,5933.986,6442.375
3208.507,3696.41,4200.947,4725.271,5261.967,5801.665
1870.206,2237.508,2647.724,3109.119,3623.803,4192.656
3490.523,4104.548,4772.608,5505.891,6304.369,7166.184
2709.47,3148.96,3615.912,4116.284,4647.251,5204.794
2474.498,2823.565,3177.244,3537.089,3896.528,4248.207
2484.317,2859.735,3263.709,3689.657,4138.07,4598.864
11888.02,13707.43,15658.77,17708.37,19922.22,22223.92
4541.107,5234.694,5976.505,6754.022,7594.529,8467.882
397.052,460.2227,531.485,608.7545,691.4927,778.3019
281.5527,324.6479,370.5718,418.6545,470.8113,524.7835
143.7237,165.6286,189.0251,213.4946,239.9402,267.4114
335.179,391.4462,453.5266,521.2519,597.2125,680.0593
443.05,556.8029,696.1292,864.9061,1072.943,1325.076
473.3695,616.4705,797.994,1024.692,1311.418,1667.037
1091.141,1428.271,1853.548,2383.522,3052.172,3878.854
1990.926,2628.451,3435.977,4446.238,5725.291,7311.031
2181.963,2881.922,3768.848,4878.743,6284.368,8027.207
920.5222,1199.447,1548.295,1979.793,2521.268,3185.09
1944.861,2450.527,3060.74,3787.627,4669.378,5713.866
339.9208,435.0206,552.149,694.3002,869.7929,1081.678
737.6475,912.2291,1117.178,1354.49,1634.565,1956.323
975.9165,1203.898,1470.323,1777.502,2138.45,2550.985
1062.698,1310.931,1601.115,1935.621,2328.654,2777.903
1027.412,1267.527,1548.055,1871.401,2251.397,2685.719
926.4152,1142.414,1394.429,1684.793,2025.938,2415.606
4024.658,4804.466,5679.322,6644.887,7737.245,8933.53
2710.745,3314.985,4018.059,4825.049,5771.468,6851.657
15665.92,19789.18,24753.3,30656.63,37786.5,46197.23
15010.95,17524.32,20115.06,22789.3,25495.25,28176.31
19409.68,23903.3,29550.21,35397.75,41904.41,49048.15
61424.55,74325.59,88517.9,103836,120220.5,137446.1
95799.32,113399.7,132037.1,151812.1,172436.8,193577.1
162113.3,176652.3,189282.4,200220.9,209185.6,215971
95511.98,103329.3,110114.2,116040.1,120971.3,124805.6
64281.54,69737.77,74331.44,78146.45,81076.47,83048.82
20471.23,21841.8,22902.18,23693.61,24197.32,24404.85
51601.66,57467.94,62911.13,67962.4,72486.4,76363.43
119448.8,137653.9,155982.3,174484,192780.9,210483
8303.976,9335.321,10282.9,11178.77,11997.61,12716.73
340366.5,380027.6,421755.8,462019.5,498540.7,529758.9
879305.8,982326.4,1092623,1201451,1303164,1393782
490295.2,495038.4,497010.9,492745.6,481401.9,463368.5
195063.8,203234.6,210491.7,215203.8,216732.8,214952.6
6539.433,8045.769,9845.381,10058.36,10277.17,10480.68
119262.8,130786.3,141504,144575.5,147702.1,150636.2
4868.384,4882.542,4829.82,4933.806,5040.074,5140.647
27352.31,27762.91,27769.29,28449.22,29316.34,30157.34
228855.7,238902.1,246205.9,252230.1,259920.5,267358.7
123516,123219.3,121342.9,124305.9,128095.9,131767.6
28668.71,28844.64,28565.85,29264.74,30158.12,31020.94
2574.879,2604.275,2599.232,2663.448,2744.481,2822.248
1614.154,1560.005,1541.813,1583.501,1623.397,1656.886
13942.05,13890.35,13641.35,13260.25,12813.54,12322.57
13486.21,13474.71,13350.86,13094.59,12761.69,12369.74
24719.85,25031.94,24615.33,23957.62,23164.87,22281.66
17898.51,17643.4,17448.27,17074.71,16601.95,16057.68
2726.406,2605.42,2541.618,2453.975,2354.338,2246.355
0.2735361,0.1170682,0.1208951,0.1208951,0.1208951,0.1208951
0.2667373,0.1157915,0.1203397,0.1203397,0.1203397,0.1203397
0.2089002,0.09638153,0.1027919,0.1027918,0.1027918,0.1027917
0.3499914,0.2805016,0.2688682,0.2572119,0.2455555,0.2309851
0.3447741,0.278352,0.266697,0.2550421,0.2433872,0.2288185
0.3401516,0.26919,0.2581418,0.2470937,0.2360456,0.2222356
0.215492,0.1029641,0.1015726,0.1001812,0.09878968,0.09705033
3.224255,2.032745,2.056839,2.060693,2.052019,2.032745
15.72966,10.15503,10.28029,10.30033,10.25524,10.15503
17.84443,11.5263,11.66861,11.69136,11.64014,11.5263
17.64633,11.39836,11.53907,11.56158,11.51094,11.39836
17.42606,11.25605,11.39502,11.41725,11.36722,11.25605
17.21412,11.11917,11.25645,11.27841,11.22899,11.11917
0.003736449,0.002413495,0.002443292,0.002448059,0.002437333,0.002413495
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
241.5791,271.9452,275.3192,275.994,274.6444,271.9452
0.0003733122,0.0007466242,0.0007466242,0.0007466242,0.0007466242,0.0007466242
0.0001209264,0.0002418527,0.0002418527,0.0002418527,0.0002418527,0.0002418527
0.2060138,0.2280867,0.2501595,0.2707609,0.2913623,0.3134353
0.3341537,0.3699554,0.4057578,0.4391725,0.4725882,0.5083901
0.3283554,0.3635362,0.3987168,0.4315526,0.4643879,0.4995691
0.3225321,0.3570892,0.3916464,0.4238992,0.4561526,0.4907099
0.2928093,0.324182,0.3555542,0.3848355,0.4141163,0.4454886
0.3108129,0.3441143,0.3774157,0.4084965,0.439578,0.4728795
0.3049172,0.3375869,0.3702569,0.4007486,0.4312402,0.4639099
0.1317884,0.1459086,0.1600288,0.1732077,0.1863866,0.2005066
0.1875531,0.2076482,0.2277432,0.2464984,0.2652537,0.2853487
0.2870923,0.3178528,0.3486125,0.3773222,0.4060313,0.4367913
0.2811067,0.3112252,0.3413439,0.3694548,0.3975652,0.4276843
0.2750989,0.3045739,0.3340487,0.3615589,0.3890685,0.4185435
0.2690702,0.2978991,0.3267283,0.3536347,0.3805425,0.4093712
0.2524489,0.2794973,0.3065452,0.3317904,0.3570354,0.3840833
0.202528,0.2242275,0.2459269,0.2661797,0.2864326,0.308132
0.1227456,0.1358969,0.1490483,0.1613228,0.1735974,0.1867487
0.1135086,0.1256702,0.1378318,0.1491826,0.1605335,0.1726952
1.014133,1.056039,1.036882,1.026106,1.027303,1.027303
0.7394547,0.7700109,0.7560425,0.7481851,0.7490583,0.7490583
1.829247,1.904836,1.870281,1.850844,1.853003,1.853003
1.86106,1.937964,1.902808,1.883033,1.88523,1.88523
2.422296,2.522392,2.476634,2.450896,2.453755,2.453755
0.04947384,0.05389115,0.06007538,0.06449269,0.06979348,0.07421076
0.1109124,0.1208153,0.1346792,0.1445824,0.1564657,0.1663686
0.105003,0.1143781,0.1275036,0.1368787,0.1481292,0.1575042
0.09902029,0.1078615,0.1202389,0.12908,0.1396893,0.1485304
0.09305689,0.1013656,0.1129977,0.1213062,0.1312767,0.1395853
0.08708629,0.09486192,0.1057476,0.1135233,0.122854,0.1306296
0.01228292,0.01337961,0.01491497,0.01601166,0.01732769,0.01842437
78.21905,91.20927,104.5569,118.2224,132.166,146.7054
76.61586,89.33984,102.4139,115.7993,129.4571,143.6985
112.2909,130.9395,150.1013,169.7195,189.7367,210.6095
145.8033,168.0095,190.5004,213.245,236.2157,260.0024
905.5477,937.1218,957.9377,969.5998,973.5817,972.9846
513.1284,444.1107,383.0817,331.0002,287.4127,252.2275
3302.758,3500.04,3654.61,3772.605,3855.317,3913.088
4463.187,4916.248,5378.032,5844.831,6295.79,6717.85
4512.451,4970.515,5437.394,5909.349,6365.284,6792.006
2488.766,2735.324,2985.766,3238.057,3480.635,3706.359
525.892,567.298,607.8028,647.0326,682.6625,713.4156
531.393,573.2309,614.1596,653.7994,689.8023,720.8787
454.6023,498.2494,542.5443,587.2621,630.3685,670.5491
340.811,379.1751,419.0491,460.3542,501.5764,541.5621
811.9606,927.3686,1052.202,1186.414,1326.26,1469.085
1018.897,1169.507,1333.221,1509.977,1694.993,1884.928
969.1219,1111.987,1267.21,1434.728,1609.976,1789.782
904.3141,1037.114,1181.311,1336.826,1499.394,1666.058
871.5838,998.5918,1136.384,1284.872,1439.952,1598.781
776.1964,813.5456,847.7175,878.4084,903.0209,920.5594
772.8587,809.0444,841.9782,871.377,894.6739,910.913
617.1953,644.793,669.5847,691.3517,708.0823,719.0107
615.1912,646.6135,675.1245,700.3655,720.0942,733.3135
583.6009,591.6598,596.8175,599.1174,597.0764,590.4073
490.9821,474.8175,456.1633,435.4524,412.0978,386.5093
1011.882,1087.857,1167.388,1250.238,1332.899,1413.402
1953.013,2203.28,2468.866,2748.221,3032.385,3314.817
752.8714,733.2435,710.1385,684.4949,654.7627,621.053
1055.656,1093.664,1125.348,1150.636,1166.047,1170.835
990.9741,1054.662,1116.406,1176.036,1229.716,1276.025
698.1578,770.7173,847.4414,932.7657,1020.209,1107.559
2108.414,1957.022,1802.367,1775.272,1784.55,1822.79
8050.871,8821.117,9601.255,10385.84,11138.83,11838.63
14894.99,16261.61,17632.32,18994.72,20282.22,21454.55
1747.656,2009.131,2307.168,2647.925,3030.655,3457.841
1476.923,1862.109,2695.52,3386.874,4228.218,5240.378
1638.633,2096.093,3363.953,4285.239,5421.464,6805.214
1417.903,1570.533,1903.944,2151.637,2439.129,2772.77
1358.032,1419.84,1474.227,1520.816,1554.808,1574.704
1366.67,1428.871,1483.604,1530.491,1564.698,1584.72
2183.265,2299.487,2405.396,2500.065,2575.445,2628.476
10635.22,11325.3,11977.8,12585.87,13107.9,13524.19
6222.938,6778.434,7325.842,7861.117,8360.59,8812.432
17182.96,18949.31,20738.81,22539.73,24277.12,25907.18
27437.34,31575.46,36089.64,40986.8,46148.35,51491.91
41635.02,46774.43,52227.1,57978.76,63841.83,69692.54
11621.96,12730.94,13851.52,14974.11,16045.74,17034.64
789.5918,828.5981,863.3837,893.8488,917.1075,932.2374
800.6227,840.1729,875.4466,906.3351,929.92,945.2603
862.8784,910.1144,953.423,992.6492,1024.558,1048.007
1811.24,1963.614,2098.924,2219.027,2322.106,2412.446
1959.022,2128.416,2281.448,2419.971,2541.664,2650.453
939.5608,1016.188,1088.898,1158.268,1222.345,1281.231
2411.486,2541.442,2638.827,2708.775,2753.491,2781.564
3573.635,3804.213,3981.776,4113.284,4202.784,4265.405
5490.417,6130.615,6735.12,7307.793,7848.163,8378.729
13570.71,15612.08,17650.47,19685.43,21705.04,23763.43
6189.405,6192.474,6227.393,6308.203,6435.565,6623.781
3963.682,3347.087,2779.745,2279.539,1850.08,1492.818
3110.445,2731.435,2374.916,2054.107,1772.523,1533.632
1646.862,1704.253,1733.102,1738.564,1724.295,1698.028
4521.695,5087.29,5641.379,6188.538,6729.316,7283.78
22388.03,26116.8,29940.71,33860.71,37857.88,42028.81
15652.04,18272.05,20964.36,23730.71,26559.38,29519.67
633.5683,781.2721,950.3951,1144.456,1367.537,1628.154
2527.742,2182.752,1939.046,1788.504,1718.167,1719.571
7277.108,6800.174,6330.446,5881.371,5454.48,5062.874
7344.369,6837.823,6344.632,5877.512,5437.056,5035.343
20854.86,25134.38,29901.86,35210.57,41095.37,47722.8
4387.792,5520.886,6840.647,8379.04,10169.65,12284.84
18606.92,22868.53,27635.91,32965.37,38900.4,45612.71
508.8922,584.6808,662.6006,742.7196,825.2988,912.6345
820.2495,842.8508,858.2127,869.0311,877.7183,888.898
31758.04,34002.92,35793.91,37186.02,38208.49,39000.81
67544.51,73487.62,79032.55,84151.59,88827.63,93241.49
5940.999,6770.969,7695.453,8680.203,9704.497,10763.02
8820.487,9994.416,11305.94,12689.46,14112.34,15559.29
8502.213,9495.993,10587.14,11711.07,12833.9,13936.6
86054.84,96110.94,107155.9,118538.8,129906.1,141065
53107.08,59311.28,66125.97,73148.78,80163.35,87049.35
84411.09,94275.16,105107,116272.1,127422.8,138365.9
29924.54,33421.96,37260.39,41218.43,45171.58,49049.97
19464.43,21738.94,24237.09,26811.93,29383.82,31907.54
6449.091,7202.335,8028.96,8881.891,9732.537,10567.82
4374.896,5102.645,5950.399,6896.97,7931.437,9052.704
4203.942,5094.714,6163.366,7398.113,8796.984,10365.13
4637.126,5619.471,6797.969,8159.571,9702.32,11431.74
2435.371,2951.071,3569.856,4284.943,5095.135,6003.724
2056.743,2494.397,3019.701,3627.25,4315.616,5088.48
3867.86,4316.117,4751.399,5177.151,5583.627,5962.888
2888.333,3221.036,3542.333,3854.036,4149.422,4421.407
2783.097,3112.484,3433.283,3747.444,4048.513,4329.671
1832.291,2121.57,2426.501,2750.963,3091.916,3446.1
1857.62,2282.834,2770.537,3331.249,3968.261,4683.242
2250.294,2431.099,2600.436,2763.486,2919.21,3066.345
2892.19,3116.466,3314.254,3489.554,3638.374,3756.848
3727.494,4145.444,4549.787,4943.97,5320.265,5670.175
3724.182,4276.968,4844.031,5428.165,6019.981,6607.859
872.2302,1066.255,1287.647,1541.134,1828.307,2149.986
739.1013,934.5916,1165.465,1438.045,1756.005,2122.233
1227.703,1569.273,1978.392,2468.076,3047.389,3724.047
3120.515,3711.876,4368.186,5102.663,5918.542,6817.171
17608.6,20755.88,24139.12,27782.63,31661.63,35721.95
17280.43,20463.72,23946.69,27751.67,31903.44,36348.05
5969.474,7176.54,8552.104,10112.43,11898.57,13902.56
1652.852,2098.504,2631.235,3267.196,4019.657,4898.295
427.8291,494.0929,568.3654,651.7622,746.9517,853.0971
129.3705,147.5672,166.9266,187.1056,208.8796,231.499
239.785,299.8481,373.0884,461.361,569.8232,700.8751
526.5738,665.0703,840.5104,1059.998,1337.918,1683.931
643.5281,707.2042,777.0926,856.0803,947.0627,1051.832
765.1202,883.0696,1005.193,1132.014,1261.582,1391.461
1131.337,1463.284,1876.978,2388.147,3027.536,3813.29
1217.887,1530.873,1910.702,2370.085,2932.802,3611.749
638.7141,800.895,997.049,1233.865,1523.323,1871.734
913.5268,1206.53,1577.894,2042.456,2631.09,3360.648
410.4669,542.0192,708.9796,917.7229,1182.192,1510.005
163.2568,209.0976,265.8333,334.6837,419.76,522.6384
913.8944,1127.999,1378.46,1667.507,2007.478,2396.489
1145.843,1413.477,1726.431,2087.119,2510.883,2995.316
1103.522,1361.274,1662.637,2009.996,2418.084,2884.606
882.6141,1088.791,1329.656,1607.432,1933.743,2306.796
1139.887,1393.495,1686.946,2021.974,2412.272,2854.388
2277.458,2743.783,3290.218,3928.071,4689.152,5578.05
7381.938,8599.457,9984.351,11573.58,13445.69,15618.54
10263.99,11597.19,12913.2,14223.9,15503.92,16728.07
16761.88,19394.16,22130.54,24996.79,27953.48,30955.78
98523.21,118526,140125,163436.4,188159.4,213917.1
55000.57,62529.07,69871.33,77043.35,83872.35,90189.08
145850.4,164582.6,182538.6,199766.2,215819.5,230284.3
145779.8,164827.1,183204.2,200965,217670.8,232910.8
221984.5,250303.2,277413.2,303398.6,327594.9,349384.3
43372.81,46612.96,49242.83,51338.48,52845.07,53730.63
117865,131395.1,144125.1,156148.4,167170.2,176920.2
93778.84,106737.6,119371.6,131692.5,143387.6,154154.7
413492.3,479343.8,551988.4,627043.1,701203.8,771739.6
1319615,1515460,1730466,1950960,2167011,2370668
215231.7,223659.4,231372.6,236658.1,238876.3,237917.5
21009.03,21693.47,22250.59,22512.83,22422.33,21978.59
285.4315,395.0834,538.1727,549.7543,561.7096,572.9176
15628.16,16351.64,16857.36,17223.72,17594.13,17945.05
57404.14,58208.45,58101.75,59526.99,61341.69,63097.44
88347.77,89708.4,89950.61,92151.07,94960.82,97681.35
72296.13,72272.12,71217.3,72959.31,75183.99,77335.19
5602.978,5432.098,5188.116,5314.516,5477.269,5633.14
704.498,667.7551,625.1485,640.1451,660.2491,678.8017
41.95127,46.41425,52.31901,53.59713,55.13119,56.66536
3807.974,3771.097,3706.679,3615.063,3505.146,3381.026
11562.28,11428.59,11186.5,10838.99,10433.8,9989.668
29930.78,30400.53,30146.85,29589.02,28857.91,27999.81
4786.3,4892.275,4738.205,4543.228,4329.524,4103.462
47.66793,46.60202,45.27355,43.34757,41.25412,39.05599
0,0.3810911,0.571637,0.571637,0.571637,0.571637
0.007312404,0.3997424,0.5917303,0.5908163,0.5899022,0.5887596
1.844739,3.516639,3.286097,3.055506,2.824914,2.536675
1.825796,3.480427,3.252199,3.023973,2.79575,2.510472
1.806214,3.443097,3.21732,2.991538,2.765764,2.483544
0.232285,0.4427935,0.4137576,0.3847221,0.3556865,0.319392
0,0,0,0,0,0
3.361129e-06,2.171064e-06,2.197867e-06,2.202155e-06,2.192506e-06,2.171064e-06
4.987869e-05,3.22183e-05,3.261605e-05,3.267969e-05,3.25365e-05,3.22183e-05
8.333451e-05,5.382851e-05,5.449306e-05,5.459938e-05,5.436015e-05,5.382851e-05
6.19818e-05,4.003609e-05,4.053036e-05,4.060944e-05,4.043151e-05,4.003609e-05
6.796894e-05,4.390338e-05,4.444539e-05,4.453211e-05,4.433699e-05,4.390338e-05
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
155.0044,195.0055,198.0056,198.0056,198.0056,196.0056
133,162,165,165,165,164
0,0,0,0,0,0
116.4195,131.0532,132.6792,133.0044,132.354,131.0532
0.002187623,0.004375245,0.004375245,0.004375245,0.004375245,0.004375245
366.141,399.156,438.1711,475.1853,511.1993,548.2145
0.3341537,0.3699554,0.4057578,0.4391725,0.4725882,0.5083901
0.3283554,0.3635362,0.3987168,0.4315526,0.4643879,0.4995691
0.3207023,0.3550633,0.3894245,0.4214944,0.4535648,0.487926
0.3166844,0.3506152,0.3845453,0.4162141,0.4478825,0.4818128
0.3108129,0.3441143,0.3774157,0.4084965,0.439578,0.4728795
0.3049172,0.3375869,0.3702569,0.4007486,0.4312402,0.4639099
0.1851644,0.2050036,0.2248428,0.243359,0.2618756,0.2817145
0.2299711,0.254611,0.2792507,0.3022476,0.3252449,0.3498846
0.2870923,0.3178528,0.3486125,0.3773222,0.4060313,0.4367913
0.2811067,0.3112252,0.3413439,0.3694548,0.3975652,0.4276843
0.2750989,0.3045739,0.3340487,0.3615589,0.3890685,0.4185435
0.2480118,0.2745843,0.3011574,0.3259583,0.35076,0.3773324
0.1524507,0.1687848,0.1851187,0.2003638,0.2156089,0.2319429
0.1393109,0.154237,0.1691633,0.1830944,0.1970254,0.2119516
0.1539294,0.1704218,0.1869142,0.2023071,0.2177001,0.2341925
0.1211706,0.1341531,0.1471356,0.1592528,0.1713699,0.1843525
0.3252039,0.338642,0.3324989,0.3290433,0.3294272,0.3294272
3.408696,3.549553,3.485162,3.448942,3.452966,3.452966
0.8673574,0.9031984,0.8868138,0.8775976,0.8786216,0.8786216
2.35877,2.456239,2.411681,2.386617,2.389402,2.389402
2.318369,2.41417,2.370374,2.345739,2.348477,2.348477
3.050564,3.176624,3.118997,3.086582,3.090184,3.090184
0.03246312,0.03536161,0.0394195,0.04231799,0.04579619,0.04869467
0.1109124,0.1208153,0.1346792,0.1445824,0.1564657,0.1663686
0.105003,0.1143781,0.1275036,0.1368787,0.1481292,0.1575042
0.09902029,0.1078615,0.1202389,0.12908,0.1396893,0.1485304
0.09305689,0.1013656,0.1129977,0.1213062,0.1312767,0.1395853
0.08595775,0.09363262,0.1043773,0.1120522,0.121262,0.1289368
0.008296076,0.009036797,0.0100738,0.01081453,0.01170339,0.01244411
112.1234,130.7442,149.8775,169.4664,189.4538,210.2955
98.11151,114.4054,131.1476,148.2885,165.778,184.0151
140.1113,163.3802,187.2894,211.7678,236.7445,262.7884
620.7893,668.4918,708.5016,741.6883,769.0176,792.9568
1109.743,1147.608,1172.425,1186.161,1190.61,1189.553
559.1186,451.7752,358.7446,280.9594,217.4868,167.3934
1940.31,2109.076,2272.96,2431.988,2580.163,2715.456
4264.681,4697.593,5138.838,5584.872,6015.775,6419.062
3846.605,4237.082,4635.071,5037.385,5426.042,5789.799
1732.37,1903.14,2076.476,2250.967,2418.572,2574.34
525.2828,566.6409,607.0988,646.2831,681.8717,712.5892
531.393,573.2309,614.1596,653.7994,689.8023,720.8787
526.2246,583.6425,643.0612,704.2779,764.8503,823.1085
525.3942,592.1456,662.6063,736.6741,811.8455,886.2145
1633.199,1877.5,2143.551,2431.387,2733.412,3044.239
1844.65,2122.703,2425.906,2754.332,3099.397,3455.059
1862.307,2143.017,2449.124,2780.693,3129.057,3488.125
1879.816,2163.17,2472.159,2806.842,3158.488,3520.926
1888.227,2171.777,2480.836,2815.465,3166.875,3528.904
1173.226,1271.945,1369.586,1464.916,1553.162,1631.244
1064.717,1154.305,1242.916,1329.429,1409.513,1480.372
858.4137,926.351,993.0876,1057.794,1117.115,1168.902
189.0892,193.2822,196.1775,197.7746,197.6751,195.6784
190.6895,194.918,197.838,199.4489,199.3481,197.3345
249.1145,232.9479,217.0038,201.4713,186.0264,170.6015
299.073,275.7137,253.5211,232.7596,213.0428,194.2943
450.3712,450.677,453.2642,458.2432,464.4631,471.2944
1041.749,1077.95,1107.867,1131.461,1145.315,1148.723
1062.241,1101.119,1133.549,1159.441,1175.276,1180.305
1069.379,1108.566,1141.262,1167.387,1183.392,1188.521
430.8651,477.4233,525.737,575.6957,625.1832,673.0011
638.8405,727.4866,822.6466,924.4665,1029.729,1136.448
18858.47,20924.98,23060.33,25251.25,27407.73,29473.51
66628.56,73771.86,81125.61,88638.76,95996.62,103002.6
936.535,1209.225,1551.108,1976.934,2497.486,3125.834
1294.655,1683.296,2555.293,3279.805,4172.582,5258.456
1551.937,1894.131,2808.975,3475.775,4291.404,5278.545
1349.292,1410.702,1464.736,1511.027,1544.801,1564.567
1358.032,1419.84,1474.227,1520.816,1554.808,1574.704
1064.137,1112.568,1155.185,1191.693,1218.328,1233.917
7289.853,7746.228,8174.795,8571.038,8906.817,9169.174
10749.64,11487.51,12193.32,12859.78,13444.11,13925.08
5586.564,6130.245,6681.402,7235.249,7766.483,8258.944
17626.54,19460.72,21338.35,23246,25100.73,26849.69
28464.99,32646.2,37192.75,42107.63,47259.1,52555.12
44410.54,49592.44,55035.02,60716.63,66435.77,72061.82
41117.54,45169.84,49281.17,53416.14,57384.57,61069.98
2419.028,2703.406,3008.179,3334.64,3673.198,4018.652
1612.275,1855.524,2129.065,2436.7,2773.468,3137.208
1110.162,1248.671,1399.568,1564.204,1738.66,1921.127
1074.646,1173.585,1273.801,1374.656,1471.398,1561.499
925.7286,1016.863,1109.933,1204.35,1295.899,1382.244
837.1346,930.8796,1027.94,1127.715,1226.142,1320.817
797.8426,887.4362,980.1237,1075.435,1169.588,1260.09
1057.501,1157.134,1250.902,1339.72,1421.717,1497.845
2865.515,3092.771,3283.546,3441.955,3569.423,3676.879
9625.33,10981.84,12319.3,13639.33,14935.64,16246.89
8261.188,8841.085,9447.655,10090.4,10765.77,11498.76
3094.907,2602.84,2151.168,1753.87,1413.64,1131.305
3247.166,2827.582,2435.227,2084.071,1777.617,1518.939
7119.54,8142.158,9169.195,10204.75,11246.48,12325.55
11894.78,13771.18,15680.99,17627.12,19601.98,21657.22
22388.03,26116.8,29940.71,33860.71,37857.88,42028.81
13115.44,15317.84,17583.95,19915.79,22304.3,24808.53
287.8246,378.5763,489.5689,624.3615,787.4025,985.8102
4736.238,4908.373,5089.101,5280.064,5478.436,5697.418
6862.141,6616.016,6442.935,6334.87,6274.284,6261.199
3124.701,2383.016,1791.155,1334.72,991.9111,742.9453
1703.25,1910.511,2244.656,2725.991,3378.215,4242.889
977.3397,1398.592,1981.685,2792.635,3922.321,5514.556
1050.554,1481.514,2067.126,2866.63,3960.614,5476.886
529.4398,646.6465,782.7021,943.631,1137.966,1381.03
1096.075,1101.268,1091.222,1070.359,1042.107,1012.471
1191.589,1147.709,1115.832,1100.645,1103.994,1130.762
1767.106,1621.474,1480.024,1348.224,1226.372,1117.903
8144.989,8697.495,9169.286,9546.766,9788.471,9923.588
11476.35,12336.04,13113.49,13779.48,14273.86,14628.99
44169.22,49145.68,54420.59,59718.55,64819.41,69686.56
96016.06,106315.6,117408.7,128656.4,139658.3,150288.5
23950.05,24737.91,25242.03,25444.95,25266.26,24813.2
54475.57,58826.64,63227.55,67437.98,71249.66,74702.02
9407.767,10315.7,11285.84,12263.22,13211.85,14124.03
14615.28,16313.75,18176.37,20095.06,22009.15,23887.91
7794.253,8706.29,9708.093,10740.67,11772,12784.59
5874.842,6730.662,7709.026,8773.762,9907.362,11102.64
4739.036,5742.958,6947.374,8338.922,9915.597,11683.04
2837.929,3439.136,4160.32,4993.506,5937.489,6995.758
1747.192,2086.088,2488.698,2950.506,3469.818,4049.355
4796.367,6089.63,7646.291,9488.867,11602.69,14029.52
8825.791,9886.244,10935.94,11984.43,13010,13998.77
13813.62,16289.61,18962.08,21857.96,24954.87,28219.41
2892.787,3225.992,3547.791,3859.972,4155.812,4428.214
2744.536,3072.924,3393.798,3709.188,4012.731,4297.703
2203.766,2406.207,2602.18,2796.942,2988.416,3174.641
