scenario,x,value,subRegion
scen1,2050,0.199632854,Argentina
scen1,2100,0.226204969,Argentina
scen1,2050,0.25559002,Colombia
scen1,2100,0.286636629,Colombia
scen1,2050,0.318705112,Peru
scen1,2100,0.351556344,Peru
