scenario,region,units,subRegion,x,value,subRegType,class,param
SSP2_Ref,China,km3,Ziya_He_Interior,2015,27.5425854,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,Amur,2020,9.03237646,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,Bo_Hai_Korean_Bay_North_Coast,2020,9.66866978,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,China_Coast,2020,19.00262691,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,Ganges_Bramaputra,2020,0.164852806,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,Gobi_Interior,2020,6.934593609,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,Hainan,2020,0.385149485,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,Hong_(Red_River),2020,0.658644774,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,Huang_He,2020,18.45125507,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,Indus,2020,0.000184,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,Irrawaddy,2020,0.279806579,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,Lake_Balkash,2020,1.271567446,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,Mekong,2020,0.615628171,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,Ob,2020,0.283647911,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,Russia_South_East_Coast,2020,0.216267717,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,South_China_Sea_Coast,2020,0.882715288,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,Salween,2020,0.304158216,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,Tarim_Interior,2020,8.133165605,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,Plateau_of_Tibet_Interior,2020,0.000564,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,Xun_Jiang,2020,3.022270557,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,Yangtze,2020,31.63248329,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,Ziya_He_Interior,2020,26.81556031,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,Amur,2020,8.37666009,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,Bo_Hai_Korean_Bay_North_Coast,2020,9.46363837,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,China_Coast,2020,20.40004074,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,Ganges_Bramaputra,2020,0.155781026,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,Gobi_Interior,2020,7.042882451,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,Hainan,2020,0.373090191,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,Hong_(Red_River),2020,0.817729849,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,Huang_He,2020,21.53421527,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,Indus,2020,0.00017,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,Irrawaddy,2020,0.253187638,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,Lake_Balkash,2020,1.433077233,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,Mekong,2020,0.869242282,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,Ob,2020,0.287473362,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,Russia_South_East_Coast,2020,0.18028446,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,South_China_Sea_Coast,2020,0.885121331,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,Salween,2020,0.28178758,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,Tarim_Interior,2020,7.983733236,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,Plateau_of_Tibet_Interior,2020,0.000548,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,Xun_Jiang,2020,3.148641608,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,Yangtze,2020,31.57146204,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,Ziya_He_Interior,2020,28.19455963,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,Amur,2020,8.23731437,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,Bo_Hai_Korean_Bay_North_Coast,2020,9.53052235,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,China_Coast,2020,19.75994233,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,Ganges_Bramaputra,2020,0.169884865,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,Gobi_Interior,2020,7.06232764,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,Hainan,2020,0.383866315,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,Hong_(Red_River),2020,0.662876701,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,Huang_He,2020,19.63897434,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,Indus,2020,0.000186,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,Irrawaddy,2020,0.253025543,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,Lake_Balkash,2020,1.2390519,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,Mekong,2020,0.707073618,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,Ob,2020,0.271537264,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,Russia_South_East_Coast,2020,0.159135032,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,South_China_Sea_Coast,2020,0.903292105,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,Salween,2020,0.278276051,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,Tarim_Interior,2020,8.184220581,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,Plateau_of_Tibet_Interior,2020,0.00057,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,Xun_Jiang,2020,3.177221886,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,Yangtze,2020,33.3603329,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,Ziya_He_Interior,2020,28.14841864,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,Amur,2025,9.19534578,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,Bo_Hai_Korean_Bay_North_Coast,2025,9.97820022,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,China_Coast,2025,19.01300949,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,Ganges_Bramaputra,2025,0.180042819,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,Gobi_Interior,2025,7.414391226,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,Hainan,2025,0.388222349,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,Hong_(Red_River),2025,0.669262807,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,Huang_He,2025,18.305381,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,Indus,2025,0.000213,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,Irrawaddy,2025,0.277702501,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,Lake_Balkash,2025,1.351621048,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,Mekong,2025,0.805365933,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,Ob,2025,0.313011267,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,Russia_South_East_Coast,2025,0.216666042,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,South_China_Sea_Coast,2025,0.89331108,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,Salween,2025,0.313070507,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,Tarim_Interior,2025,8.552235652,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,Plateau_of_Tibet_Interior,2025,0.000646,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,Xun_Jiang,2025,3.066728431,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,Yangtze,2025,32.76853831,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,Ziya_He_Interior,2025,25.77564387,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,Amur,2025,8.57440075,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,Bo_Hai_Korean_Bay_North_Coast,2025,9.78433976,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,China_Coast,2025,21.24770509,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,Ganges_Bramaputra,2025,0.175148539,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,Gobi_Interior,2025,7.661423123,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,Hainan,2025,0.379880149,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,Hong_(Red_River),2025,0.741504275,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,Huang_He,2025,22.89192423,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,Indus,2025,0.000191,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,Irrawaddy,2025,0.258011971,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,Lake_Balkash,2025,1.530699906,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,Mekong,2025,0.890838727,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,Ob,2025,0.316404822,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,Russia_South_East_Coast,2025,0.194870229,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,South_China_Sea_Coast,2025,0.900865016,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,Salween,2025,0.296237551,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,Tarim_Interior,2025,8.328303803,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,Plateau_of_Tibet_Interior,2025,0.000647,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,Xun_Jiang,2025,3.209138454,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,Yangtze,2025,33.03819173,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,Ziya_He_Interior,2025,29.33596161,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,Amur,2025,8.44726058,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,Bo_Hai_Korean_Bay_North_Coast,2025,9.65181295,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,China_Coast,2025,19.99098361,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,Ganges_Bramaputra,2025,0.187279627,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,Gobi_Interior,2025,7.488879731,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,Hainan,2025,0.389472555,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,Hong_(Red_River),2025,0.682472549,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,Huang_He,2025,20.3343492,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,Indus,2025,0.000214,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,Irrawaddy,2025,0.256234661,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,Lake_Balkash,2025,1.296841814,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,Mekong,2025,0.728493354,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,Ob,2025,0.294399764,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,Russia_South_East_Coast,2025,0.16044982,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,South_China_Sea_Coast,2025,0.916679819,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,Salween,2025,0.292521274,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,Tarim_Interior,2025,8.641511617,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,Plateau_of_Tibet_Interior,2025,0.000661,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,Xun_Jiang,2025,3.226650659,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,Yangtze,2025,33.98360472,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,Ziya_He_Interior,2025,28.60763057,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,Amur,2030,9.6519187,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,Bo_Hai_Korean_Bay_North_Coast,2030,10.14762017,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,China_Coast,2030,19.19614204,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,Ganges_Bramaputra,2030,0.20242789,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,Gobi_Interior,2030,8.100430033,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,Hainan,2030,0.387895985,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,Hong_(Red_River),2030,0.730014465,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,Huang_He,2030,19.0645377,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,Indus,2030,0.000228,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,Irrawaddy,2030,0.277111952,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,Lake_Balkash,2030,1.47567979,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,Mekong,2030,0.906841057,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,Ob,2030,0.347330217,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,Russia_South_East_Coast,2030,0.230680245,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,South_China_Sea_Coast,2030,0.893709091,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,Salween,2030,0.336763578,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,Tarim_Interior,2030,8.986527234,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,Plateau_of_Tibet_Interior,2030,0.000712,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,Xun_Jiang,2030,3.037097087,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,Yangtze,2030,33.9249606,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,Ziya_He_Interior,2030,25.6704144,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,Amur,2030,8.95202042,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,Bo_Hai_Korean_Bay_North_Coast,2030,10.10404943,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,China_Coast,2030,21.7236501,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,Ganges_Bramaputra,2030,0.197092338,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,Gobi_Interior,2030,7.999116634,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,Hainan,2030,0.380129667,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,Hong_(Red_River),2030,0.779775419,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,Huang_He,2030,24.28108584,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,Indus,2030,0.000213,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,Irrawaddy,2030,0.266533969,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,Lake_Balkash,2030,1.60488626,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,Mekong,2030,0.996944983,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,Ob,2030,0.331398745,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,Russia_South_East_Coast,2030,0.212038491,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,South_China_Sea_Coast,2030,0.898957255,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,Salween,2030,0.325474003,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,Tarim_Interior,2030,8.459030545,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,Plateau_of_Tibet_Interior,2030,0.00074,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,Xun_Jiang,2030,3.217174598,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,Yangtze,2030,34.3181246,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,Ziya_He_Interior,2030,29.620442,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,Amur,2030,8.66085856,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,Bo_Hai_Korean_Bay_North_Coast,2030,9.76911563,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,China_Coast,2030,20.18263921,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,Ganges_Bramaputra,2030,0.212833238,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,Gobi_Interior,2030,8.004731591,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,Hainan,2030,0.394316203,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,Hong_(Red_River),2030,0.701773161,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,Huang_He,2030,21.06294391,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,Indus,2030,0.000238,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,Irrawaddy,2030,0.25942737,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,Lake_Balkash,2030,1.36323012,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,Mekong,2030,0.751258649,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,Ob,2030,0.325122519,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,Russia_South_East_Coast,2030,0.161977417,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,South_China_Sea_Coast,2030,0.928116671,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,Salween,2030,0.30870344,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,Tarim_Interior,2030,9.181317759,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,Plateau_of_Tibet_Interior,2030,0.000771,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,Xun_Jiang,2030,3.271834877,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,Yangtze,2030,34.5754945,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,Ziya_He_Interior,2030,28.8814104,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,Amur,2035,10.1172984,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,Bo_Hai_Korean_Bay_North_Coast,2035,10.2921614,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,China_Coast,2035,19.32437186,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,Ganges_Bramaputra,2035,0.22175404,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,Gobi_Interior,2035,8.562335936,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,Hainan,2035,0.393499015,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,Hong_(Red_River),2035,0.758195888,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,Huang_He,2035,19.25027813,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,Indus,2035,0.000251,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,Irrawaddy,2035,0.270936524,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,Lake_Balkash,2035,1.54862456,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,Mekong,2035,0.962920133,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,Ob,2035,0.378903235,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,Russia_South_East_Coast,2035,0.242187548,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,South_China_Sea_Coast,2035,0.914969524,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,Salween,2035,0.354466136,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,Tarim_Interior,2035,9.659407616,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,Plateau_of_Tibet_Interior,2035,0.000771,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,Xun_Jiang,2035,3.078041094,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,Yangtze,2035,34.4134174,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,Ziya_He_Interior,2035,23.8981587,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,Amur,2035,9.28468293,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,Bo_Hai_Korean_Bay_North_Coast,2035,10.336645,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,China_Coast,2035,22.3038688,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,Ganges_Bramaputra,2035,0.212393493,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,Gobi_Interior,2035,8.906214648,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,Hainan,2035,0.399385819,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,Hong_(Red_River),2035,0.708831597,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,Huang_He,2035,24.19345746,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,Indus,2035,0.000231,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,Irrawaddy,2035,0.270273496,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,Lake_Balkash,2035,1.74818553,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,Mekong,2035,1.049235362,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,Ob,2035,0.384869409,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,Russia_South_East_Coast,2035,0.240375199,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,South_China_Sea_Coast,2035,0.936961822,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,Salween,2035,0.34274994,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,Tarim_Interior,2035,8.859214309,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,Plateau_of_Tibet_Interior,2035,0.000828,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,Xun_Jiang,2035,3.296168758,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,Yangtze,2035,35.2459936,GCAMBasin,Water,waterConsumption
SSP2_IPSL_PDSSAT,China,km3,Ziya_He_Interior,2035,29.2527061,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,Amur,2035,8.87680048,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,Bo_Hai_Korean_Bay_North_Coast,2035,9.8860439,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,China_Coast,2035,20.52916777,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,Ganges_Bramaputra,2035,0.240710641,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,Gobi_Interior,2035,8.659556493,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,Hainan,2035,0.411367345,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,Hong_(Red_River),2035,0.729264459,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,Huang_He,2035,21.64281988,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,Indus,2035,0.000253,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,Irrawaddy,2035,0.26879949,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,Lake_Balkash,2035,1.44595732,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,Mekong,2035,0.792906194,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,Ob,2035,0.359511073,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,Russia_South_East_Coast,2035,0.164690318,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,South_China_Sea_Coast,2035,0.962940215,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,Salween,2035,0.333543505,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,Tarim_Interior,2035,10.04322903,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,Plateau_of_Tibet_Interior,2035,0.000874,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,Xun_Jiang,2035,3.381947092,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,Yangtze,2035,35.649468,GCAMBasin,Water,waterConsumption
SSP2_Ref,China,km3,Ziya_He_Interior,2035,27.1060232,GCAMBasin,Water,waterConsumption
SSP2_GFDL_PDSSAT,China,km3,Amur,2040,10.76283458,GCAMBasin,Water,waterConsumption
