scenario,region,class,subRegion,units,x,value,subRegType,classPalette
SSP2_Ref,China,OilCrop,Russia_South_East_Coast,Agricultural Productivity (Mt/thous km2),2025,0.21763284,subBasin,pal_green
SSP2_Ref,China,OilCrop,Russia_South_East_Coast,Agricultural Productivity (Mt/thous km2),2030,0.225139395,subBasin,pal_green
SSP2_Ref,China,OilCrop,Russia_South_East_Coast,Agricultural Productivity (Mt/thous km2),2035,0.229316238,subBasin,pal_green
SSP2_Ref,China,OilCrop,Russia_South_East_Coast,Agricultural Productivity (Mt/thous km2),2040,0.233583511,subBasin,pal_green
SSP2_Ref,China,OilCrop,Russia_South_East_Coast,Agricultural Productivity (Mt/thous km2),2045,0.237852785,subBasin,pal_green
SSP2_Ref,China,OilCrop,Russia_South_East_Coast,Agricultural Productivity (Mt/thous km2),2050,0.242167122,subBasin,pal_green
SSP2_Ref,China,OilCrop,Salween,Agricultural Productivity (Mt/thous km2),2010,0.123530239,subBasin,pal_green
SSP2_Ref,China,OilCrop,Salween,Agricultural Productivity (Mt/thous km2),2015,0.127972563,subBasin,pal_green
SSP2_Ref,China,OilCrop,Salween,Agricultural Productivity (Mt/thous km2),2020,0.132444269,subBasin,pal_green
SSP2_Ref,China,OilCrop,Salween,Agricultural Productivity (Mt/thous km2),2025,0.136964266,subBasin,pal_green
SSP2_Ref,China,OilCrop,Salween,Agricultural Productivity (Mt/thous km2),2030,0.141552175,subBasin,pal_green
SSP2_Ref,China,OilCrop,Salween,Agricultural Productivity (Mt/thous km2),2035,0.144795461,subBasin,pal_green
SSP2_Ref,China,OilCrop,Salween,Agricultural Productivity (Mt/thous km2),2040,0.148019821,subBasin,pal_green
SSP2_Ref,China,OilCrop,Salween,Agricultural Productivity (Mt/thous km2),2045,0.15123197,subBasin,pal_green
SSP2_Ref,China,OilCrop,Salween,Agricultural Productivity (Mt/thous km2),2050,0.154460934,subBasin,pal_green
SSP2_Ref,China,OilCrop,South_China_Sea_Coast,Agricultural Productivity (Mt/thous km2),2010,0.564176446,subBasin,pal_green
SSP2_Ref,China,OilCrop,South_China_Sea_Coast,Agricultural Productivity (Mt/thous km2),2015,0.586064913,subBasin,pal_green
SSP2_Ref,China,OilCrop,South_China_Sea_Coast,Agricultural Productivity (Mt/thous km2),2020,0.6080475,subBasin,pal_green
SSP2_Ref,China,OilCrop,South_China_Sea_Coast,Agricultural Productivity (Mt/thous km2),2025,0.630078532,subBasin,pal_green
SSP2_Ref,China,OilCrop,South_China_Sea_Coast,Agricultural Productivity (Mt/thous km2),2030,0.652407177,subBasin,pal_green
SSP2_Ref,China,OilCrop,South_China_Sea_Coast,Agricultural Productivity (Mt/thous km2),2035,0.668437689,subBasin,pal_green
SSP2_Ref,China,OilCrop,South_China_Sea_Coast,Agricultural Productivity (Mt/thous km2),2040,0.684501926,subBasin,pal_green
SSP2_Ref,China,OilCrop,South_China_Sea_Coast,Agricultural Productivity (Mt/thous km2),2045,0.700536231,subBasin,pal_green
SSP2_Ref,China,OilCrop,South_China_Sea_Coast,Agricultural Productivity (Mt/thous km2),2050,0.716400746,subBasin,pal_green
SSP2_Ref,China,OilCrop,Syr_Darya,Agricultural Productivity (Mt/thous km2),2010,0.190878378,subBasin,pal_green
SSP2_Ref,China,OilCrop,Syr_Darya,Agricultural Productivity (Mt/thous km2),2015,0.2,subBasin,pal_green
SSP2_Ref,China,OilCrop,Syr_Darya,Agricultural Productivity (Mt/thous km2),2020,0.209153713,subBasin,pal_green
SSP2_Ref,China,OilCrop,Syr_Darya,Agricultural Productivity (Mt/thous km2),2025,0.218581081,subBasin,pal_green
SSP2_Ref,China,OilCrop,Syr_Darya,Agricultural Productivity (Mt/thous km2),2030,0.22822186,subBasin,pal_green
SSP2_Ref,China,OilCrop,Syr_Darya,Agricultural Productivity (Mt/thous km2),2035,0.237767584,subBasin,pal_green
SSP2_Ref,China,OilCrop,Syr_Darya,Agricultural Productivity (Mt/thous km2),2040,0.247474747,subBasin,pal_green
SSP2_Ref,China,OilCrop,Syr_Darya,Agricultural Productivity (Mt/thous km2),2045,0.256189152,subBasin,pal_green
SSP2_Ref,China,OilCrop,Syr_Darya,Agricultural Productivity (Mt/thous km2),2050,0.266120219,subBasin,pal_green
SSP2_Ref,China,OilCrop,Tarim_Interior,Agricultural Productivity (Mt/thous km2),2010,0.229709412,subBasin,pal_green
SSP2_Ref,China,OilCrop,Tarim_Interior,Agricultural Productivity (Mt/thous km2),2015,0.244133302,subBasin,pal_green
SSP2_Ref,China,OilCrop,Tarim_Interior,Agricultural Productivity (Mt/thous km2),2020,0.258738066,subBasin,pal_green
SSP2_Ref,China,OilCrop,Tarim_Interior,Agricultural Productivity (Mt/thous km2),2025,0.273534591,subBasin,pal_green
SSP2_Ref,China,OilCrop,Tarim_Interior,Agricultural Productivity (Mt/thous km2),2030,0.288392161,subBasin,pal_green
SSP2_Ref,China,OilCrop,Tarim_Interior,Agricultural Productivity (Mt/thous km2),2035,0.305827115,subBasin,pal_green
SSP2_Ref,China,OilCrop,Tarim_Interior,Agricultural Productivity (Mt/thous km2),2040,0.323456001,subBasin,pal_green
SSP2_Ref,China,OilCrop,Tarim_Interior,Agricultural Productivity (Mt/thous km2),2045,0.341342269,subBasin,pal_green
SSP2_Ref,China,OilCrop,Tarim_Interior,Agricultural Productivity (Mt/thous km2),2050,0.359286286,subBasin,pal_green
SSP2_Ref,China,OilCrop,Xun_Jiang,Agricultural Productivity (Mt/thous km2),2010,0.232025099,subBasin,pal_green
SSP2_Ref,China,OilCrop,Xun_Jiang,Agricultural Productivity (Mt/thous km2),2015,0.243516223,subBasin,pal_green
SSP2_Ref,China,OilCrop,Xun_Jiang,Agricultural Productivity (Mt/thous km2),2020,0.255052879,subBasin,pal_green
SSP2_Ref,China,OilCrop,Xun_Jiang,Agricultural Productivity (Mt/thous km2),2025,0.266646691,subBasin,pal_green
SSP2_Ref,China,OilCrop,Xun_Jiang,Agricultural Productivity (Mt/thous km2),2030,0.278251661,subBasin,pal_green
SSP2_Ref,China,OilCrop,Xun_Jiang,Agricultural Productivity (Mt/thous km2),2035,0.288004526,subBasin,pal_green
SSP2_Ref,China,OilCrop,Xun_Jiang,Agricultural Productivity (Mt/thous km2),2040,0.297701053,subBasin,pal_green
SSP2_Ref,China,OilCrop,Xun_Jiang,Agricultural Productivity (Mt/thous km2),2045,0.307442854,subBasin,pal_green
SSP2_Ref,China,OilCrop,Xun_Jiang,Agricultural Productivity (Mt/thous km2),2050,0.317061034,subBasin,pal_green
SSP2_Ref,China,OilCrop,Yangtze,Agricultural Productivity (Mt/thous km2),2010,0.314852194,subBasin,pal_green
SSP2_Ref,China,OilCrop,Yangtze,Agricultural Productivity (Mt/thous km2),2015,0.337595199,subBasin,pal_green
SSP2_Ref,China,OilCrop,Yangtze,Agricultural Productivity (Mt/thous km2),2020,0.36050305,subBasin,pal_green
SSP2_Ref,China,OilCrop,Yangtze,Agricultural Productivity (Mt/thous km2),2025,0.383347978,subBasin,pal_green
SSP2_Ref,China,OilCrop,Yangtze,Agricultural Productivity (Mt/thous km2),2030,0.406253521,subBasin,pal_green
SSP2_Ref,China,OilCrop,Yangtze,Agricultural Productivity (Mt/thous km2),2035,0.429918683,subBasin,pal_green
SSP2_Ref,China,OilCrop,Yangtze,Agricultural Productivity (Mt/thous km2),2040,0.453815368,subBasin,pal_green
SSP2_Ref,China,OilCrop,Yangtze,Agricultural Productivity (Mt/thous km2),2045,0.47777211,subBasin,pal_green
SSP2_Ref,China,OilCrop,Yangtze,Agricultural Productivity (Mt/thous km2),2050,0.50171698,subBasin,pal_green
SSP2_Ref,China,OilCrop,Ziya_He_Interior,Agricultural Productivity (Mt/thous km2),2010,0.352070025,subBasin,pal_green
SSP2_Ref,China,OilCrop,Ziya_He_Interior,Agricultural Productivity (Mt/thous km2),2015,0.367053209,subBasin,pal_green
SSP2_Ref,China,OilCrop,Ziya_He_Interior,Agricultural Productivity (Mt/thous km2),2020,0.382185894,subBasin,pal_green
SSP2_Ref,China,OilCrop,Ziya_He_Interior,Agricultural Productivity (Mt/thous km2),2025,0.397440563,subBasin,pal_green
SSP2_Ref,China,OilCrop,Ziya_He_Interior,Agricultural Productivity (Mt/thous km2),2030,0.412854212,subBasin,pal_green
SSP2_Ref,China,OilCrop,Ziya_He_Interior,Agricultural Productivity (Mt/thous km2),2035,0.422969883,subBasin,pal_green
SSP2_Ref,China,OilCrop,Ziya_He_Interior,Agricultural Productivity (Mt/thous km2),2040,0.433221356,subBasin,pal_green
SSP2_Ref,China,OilCrop,Ziya_He_Interior,Agricultural Productivity (Mt/thous km2),2045,0.443347144,subBasin,pal_green
SSP2_Ref,China,OilCrop,Ziya_He_Interior,Agricultural Productivity (Mt/thous km2),2050,0.453464583,subBasin,pal_green
SSP2_Ref,China,Rice,,Agricultural Productivity (Mt/thous km2),2010,1.142920889,subBasin,pal_green
SSP2_Ref,China,Rice,,Agricultural Productivity (Mt/thous km2),2015,1.153959151,subBasin,pal_green
SSP2_Ref,China,Rice,,Agricultural Productivity (Mt/thous km2),2020,1.165203778,subBasin,pal_green
SSP2_Ref,China,Rice,,Agricultural Productivity (Mt/thous km2),2025,1.176531644,subBasin,pal_green
SSP2_Ref,China,Rice,,Agricultural Productivity (Mt/thous km2),2030,1.187979489,subBasin,pal_green
SSP2_Ref,China,Rice,,Agricultural Productivity (Mt/thous km2),2035,1.204541817,subBasin,pal_green
SSP2_Ref,China,Rice,,Agricultural Productivity (Mt/thous km2),2040,1.221254093,subBasin,pal_green
SSP2_Ref,China,Rice,,Agricultural Productivity (Mt/thous km2),2045,1.237495247,subBasin,pal_green
SSP2_Ref,China,Rice,,Agricultural Productivity (Mt/thous km2),2050,1.253848172,subBasin,pal_green
SSP2_Ref,China,Rice,Amur,Agricultural Productivity (Mt/thous km2),2010,0.764276603,subBasin,pal_green
SSP2_Ref,China,Rice,Amur,Agricultural Productivity (Mt/thous km2),2015,0.772334758,subBasin,pal_green
SSP2_Ref,China,Rice,Amur,Agricultural Productivity (Mt/thous km2),2020,0.780559739,subBasin,pal_green
SSP2_Ref,China,Rice,Amur,Agricultural Productivity (Mt/thous km2),2025,0.788820546,subBasin,pal_green
SSP2_Ref,China,Rice,Amur,Agricultural Productivity (Mt/thous km2),2030,0.79718287,subBasin,pal_green
SSP2_Ref,China,Rice,Amur,Agricultural Productivity (Mt/thous km2),2035,0.807395059,subBasin,pal_green
SSP2_Ref,China,Rice,Amur,Agricultural Productivity (Mt/thous km2),2040,0.817710101,subBasin,pal_green
SSP2_Ref,China,Rice,Amur,Agricultural Productivity (Mt/thous km2),2045,0.827755395,subBasin,pal_green
SSP2_Ref,China,Rice,Amur,Agricultural Productivity (Mt/thous km2),2050,0.837881479,subBasin,pal_green
SSP2_Ref,China,Rice,Bo_Hai_Korean_Bay_North_Coast,Agricultural Productivity (Mt/thous km2),2010,0.844939864,subBasin,pal_green
SSP2_Ref,China,Rice,Bo_Hai_Korean_Bay_North_Coast,Agricultural Productivity (Mt/thous km2),2015,0.853369158,subBasin,pal_green
SSP2_Ref,China,Rice,Bo_Hai_Korean_Bay_North_Coast,Agricultural Productivity (Mt/thous km2),2020,0.861964752,subBasin,pal_green
SSP2_Ref,China,Rice,Bo_Hai_Korean_Bay_North_Coast,Agricultural Productivity (Mt/thous km2),2025,0.87061341,subBasin,pal_green
SSP2_Ref,China,Rice,Bo_Hai_Korean_Bay_North_Coast,Agricultural Productivity (Mt/thous km2),2030,0.879359689,subBasin,pal_green
SSP2_Ref,China,Rice,Bo_Hai_Korean_Bay_North_Coast,Agricultural Productivity (Mt/thous km2),2035,0.891259244,subBasin,pal_green
SSP2_Ref,China,Rice,Bo_Hai_Korean_Bay_North_Coast,Agricultural Productivity (Mt/thous km2),2040,0.903268086,subBasin,pal_green
SSP2_Ref,China,Rice,Bo_Hai_Korean_Bay_North_Coast,Agricultural Productivity (Mt/thous km2),2045,0.914953053,subBasin,pal_green
SSP2_Ref,China,Rice,Bo_Hai_Korean_Bay_North_Coast,Agricultural Productivity (Mt/thous km2),2050,0.926724911,subBasin,pal_green
SSP2_Ref,China,Rice,China_Coast,Agricultural Productivity (Mt/thous km2),2010,1.270147247,subBasin,pal_green
SSP2_Ref,China,Rice,China_Coast,Agricultural Productivity (Mt/thous km2),2015,1.282731138,subBasin,pal_green
SSP2_Ref,China,Rice,China_Coast,Agricultural Productivity (Mt/thous km2),2020,1.295567208,subBasin,pal_green
SSP2_Ref,China,Rice,China_Coast,Agricultural Productivity (Mt/thous km2),2025,1.308490111,subBasin,pal_green
SSP2_Ref,China,Rice,China_Coast,Agricultural Productivity (Mt/thous km2),2030,1.321552346,subBasin,pal_green
SSP2_Ref,China,Rice,China_Coast,Agricultural Productivity (Mt/thous km2),2035,1.339544765,subBasin,pal_green
SSP2_Ref,China,Rice,China_Coast,Agricultural Productivity (Mt/thous km2),2040,1.357703648,subBasin,pal_green
SSP2_Ref,China,Rice,China_Coast,Agricultural Productivity (Mt/thous km2),2045,1.375355762,subBasin,pal_green
SSP2_Ref,China,Rice,China_Coast,Agricultural Productivity (Mt/thous km2),2050,1.393140749,subBasin,pal_green
SSP2_Ref,China,Rice,Ganges_Bramaputra,Agricultural Productivity (Mt/thous km2),2010,0.440180741,subBasin,pal_green
SSP2_Ref,China,Rice,Ganges_Bramaputra,Agricultural Productivity (Mt/thous km2),2015,0.444432005,subBasin,pal_green
SSP2_Ref,China,Rice,Ganges_Bramaputra,Agricultural Productivity (Mt/thous km2),2020,0.448765265,subBasin,pal_green
SSP2_Ref,China,Rice,Ganges_Bramaputra,Agricultural Productivity (Mt/thous km2),2025,0.453129419,subBasin,pal_green
SSP2_Ref,China,Rice,Ganges_Bramaputra,Agricultural Productivity (Mt/thous km2),2030,0.45753594,subBasin,pal_green
SSP2_Ref,China,Rice,Ganges_Bramaputra,Agricultural Productivity (Mt/thous km2),2035,0.463915924,subBasin,pal_green
SSP2_Ref,China,Rice,Ganges_Bramaputra,Agricultural Productivity (Mt/thous km2),2040,0.470351077,subBasin,pal_green
SSP2_Ref,China,Rice,Ganges_Bramaputra,Agricultural Productivity (Mt/thous km2),2045,0.476606869,subBasin,pal_green
SSP2_Ref,China,Rice,Ganges_Bramaputra,Agricultural Productivity (Mt/thous km2),2050,0.482904668,subBasin,pal_green
SSP2_Ref,China,Rice,Gobi_Interior,Agricultural Productivity (Mt/thous km2),2010,0.917494825,subBasin,pal_green
SSP2_Ref,China,Rice,Gobi_Interior,Agricultural Productivity (Mt/thous km2),2015,0.926357003,subBasin,pal_green
SSP2_Ref,China,Rice,Gobi_Interior,Agricultural Productivity (Mt/thous km2),2020,0.935387121,subBasin,pal_green
SSP2_Ref,China,Rice,Gobi_Interior,Agricultural Productivity (Mt/thous km2),2025,0.944481987,subBasin,pal_green
SSP2_Ref,China,Rice,Gobi_Interior,Agricultural Productivity (Mt/thous km2),2030,0.953669565,subBasin,pal_green
SSP2_Ref,China,Rice,Gobi_Interior,Agricultural Productivity (Mt/thous km2),2035,0.966968934,subBasin,pal_green
SSP2_Ref,China,Rice,Gobi_Interior,Agricultural Productivity (Mt/thous km2),2040,0.980386222,subBasin,pal_green
SSP2_Ref,China,Rice,Gobi_Interior,Agricultural Productivity (Mt/thous km2),2045,0.993422558,subBasin,pal_green
SSP2_Ref,China,Rice,Gobi_Interior,Agricultural Productivity (Mt/thous km2),2050,1.006552729,subBasin,pal_green
SSP2_Ref,China,Rice,Hainan,Agricultural Productivity (Mt/thous km2),2010,0.713918761,subBasin,pal_green
SSP2_Ref,China,Rice,Hainan,Agricultural Productivity (Mt/thous km2),2015,0.721950568,subBasin,pal_green
SSP2_Ref,China,Rice,Hainan,Agricultural Productivity (Mt/thous km2),2020,0.730153823,subBasin,pal_green
SSP2_Ref,China,Rice,Hainan,Agricultural Productivity (Mt/thous km2),2025,0.738372908,subBasin,pal_green
SSP2_Ref,China,Rice,Hainan,Agricultural Productivity (Mt/thous km2),2030,0.746704491,subBasin,pal_green
SSP2_Ref,China,Rice,Hainan,Agricultural Productivity (Mt/thous km2),2035,0.755614183,subBasin,pal_green
SSP2_Ref,China,Rice,Hainan,Agricultural Productivity (Mt/thous km2),2040,0.764614124,subBasin,pal_green
SSP2_Ref,China,Rice,Hainan,Agricultural Productivity (Mt/thous km2),2045,0.773394283,subBasin,pal_green
SSP2_Ref,China,Rice,Hainan,Agricultural Productivity (Mt/thous km2),2050,0.782244209,subBasin,pal_green
SSP2_Ref,China,Rice,Hong_(Red_River),Agricultural Productivity (Mt/thous km2),2010,0.585711468,subBasin,pal_green
SSP2_Ref,China,Rice,Hong_(Red_River),Agricultural Productivity (Mt/thous km2),2015,0.591378943,subBasin,pal_green
SSP2_Ref,China,Rice,Hong_(Red_River),Agricultural Productivity (Mt/thous km2),2020,0.597153623,subBasin,pal_green
SSP2_Ref,China,Rice,Hong_(Red_River),Agricultural Productivity (Mt/thous km2),2025,0.602970567,subBasin,pal_green
SSP2_Ref,China,Rice,Hong_(Red_River),Agricultural Productivity (Mt/thous km2),2030,0.60884636,subBasin,pal_green
SSP2_Ref,China,Rice,Hong_(Red_River),Agricultural Productivity (Mt/thous km2),2035,0.617321364,subBasin,pal_green
SSP2_Ref,China,Rice,Hong_(Red_River),Agricultural Productivity (Mt/thous km2),2040,0.625872851,subBasin,pal_green
SSP2_Ref,China,Rice,Hong_(Red_River),Agricultural Productivity (Mt/thous km2),2045,0.634182427,subBasin,pal_green
SSP2_Ref,China,Rice,Hong_(Red_River),Agricultural Productivity (Mt/thous km2),2050,0.642550961,subBasin,pal_green
SSP2_Ref,China,Rice,Huang_He,Agricultural Productivity (Mt/thous km2),2010,0.729899541,subBasin,pal_green
SSP2_Ref,China,Rice,Huang_He,Agricultural Productivity (Mt/thous km2),2015,0.736949569,subBasin,pal_green
SSP2_Ref,China,Rice,Huang_He,Agricultural Productivity (Mt/thous km2),2020,0.744132327,subBasin,pal_green
SSP2_Ref,China,Rice,Huang_He,Agricultural Productivity (Mt/thous km2),2025,0.751366881,subBasin,pal_green
SSP2_Ref,China,Rice,Huang_He,Agricultural Productivity (Mt/thous km2),2030,0.758676197,subBasin,pal_green
SSP2_Ref,China,Rice,Huang_He,Agricultural Productivity (Mt/thous km2),2035,0.769254442,subBasin,pal_green
SSP2_Ref,China,Rice,Huang_He,Agricultural Productivity (Mt/thous km2),2040,0.779928902,subBasin,pal_green
SSP2_Ref,China,Rice,Huang_He,Agricultural Productivity (Mt/thous km2),2045,0.790298807,subBasin,pal_green
SSP2_Ref,China,Rice,Huang_He,Agricultural Productivity (Mt/thous km2),2050,0.800744377,subBasin,pal_green
SSP2_Ref,China,Rice,Indus,Agricultural Productivity (Mt/thous km2),2010,1.310294118,subBasin,pal_green
SSP2_Ref,China,Rice,Indus,Agricultural Productivity (Mt/thous km2),2015,1.32122093,subBasin,pal_green
SSP2_Ref,China,Rice,Indus,Agricultural Productivity (Mt/thous km2),2020,1.335836177,subBasin,pal_green
SSP2_Ref,China,Rice,Indus,Agricultural Productivity (Mt/thous km2),2025,1.35006435,subBasin,pal_green
SSP2_Ref,China,Rice,Indus,Agricultural Productivity (Mt/thous km2),2030,1.358989778,subBasin,pal_green
SSP2_Ref,China,Rice,Indus,Agricultural Productivity (Mt/thous km2),2035,1.379679144,subBasin,pal_green
SSP2_Ref,China,Rice,Indus,Agricultural Productivity (Mt/thous km2),2040,1.395121951,subBasin,pal_green
SSP2_Ref,China,Rice,Indus,Agricultural Productivity (Mt/thous km2),2045,1.418181818,subBasin,pal_green
SSP2_Ref,China,Rice,Indus,Agricultural Productivity (Mt/thous km2),2050,1.435344828,subBasin,pal_green
SSP2_Ref,China,Rice,Irrawaddy,Agricultural Productivity (Mt/thous km2),2010,0.947701944,subBasin,pal_green
SSP2_Ref,China,Rice,Irrawaddy,Agricultural Productivity (Mt/thous km2),2015,0.956860003,subBasin,pal_green
SSP2_Ref,China,Rice,Irrawaddy,Agricultural Productivity (Mt/thous km2),2020,0.966186225,subBasin,pal_green
SSP2_Ref,China,Rice,Irrawaddy,Agricultural Productivity (Mt/thous km2),2025,0.975583195,subBasin,pal_green
SSP2_Ref,China,Rice,Irrawaddy,Agricultural Productivity (Mt/thous km2),2030,0.985078427,subBasin,pal_green
SSP2_Ref,China,Rice,Irrawaddy,Agricultural Productivity (Mt/thous km2),2035,0.998810104,subBasin,pal_green
SSP2_Ref,China,Rice,Irrawaddy,Agricultural Productivity (Mt/thous km2),2040,1.012664556,subBasin,pal_green
SSP2_Ref,China,Rice,Irrawaddy,Agricultural Productivity (Mt/thous km2),2045,1.026125947,subBasin,pal_green
SSP2_Ref,China,Rice,Irrawaddy,Agricultural Productivity (Mt/thous km2),2050,1.039682288,subBasin,pal_green
SSP2_Ref,China,Rice,Lake_Balkash,Agricultural Productivity (Mt/thous km2),2010,0.608868972,subBasin,pal_green
SSP2_Ref,China,Rice,Lake_Balkash,Agricultural Productivity (Mt/thous km2),2015,0.614748268,subBasin,pal_green
SSP2_Ref,China,Rice,Lake_Balkash,Agricultural Productivity (Mt/thous km2),2020,0.620742367,subBasin,pal_green
SSP2_Ref,China,Rice,Lake_Balkash,Agricultural Productivity (Mt/thous km2),2025,0.626778045,subBasin,pal_green
SSP2_Ref,China,Rice,Lake_Balkash,Agricultural Productivity (Mt/thous km2),2030,0.632873875,subBasin,pal_green
SSP2_Ref,China,Rice,Lake_Balkash,Agricultural Productivity (Mt/thous km2),2035,0.641700106,subBasin,pal_green
SSP2_Ref,China,Rice,Lake_Balkash,Agricultural Productivity (Mt/thous km2),2040,0.650603154,subBasin,pal_green
SSP2_Ref,China,Rice,Lake_Balkash,Agricultural Productivity (Mt/thous km2),2045,0.659255989,subBasin,pal_green
SSP2_Ref,China,Rice,Lake_Balkash,Agricultural Productivity (Mt/thous km2),2050,0.667968988,subBasin,pal_green
SSP2_Ref,China,Rice,Mekong,Agricultural Productivity (Mt/thous km2),2010,0.498272581,subBasin,pal_green
SSP2_Ref,China,Rice,Mekong,Agricultural Productivity (Mt/thous km2),2015,0.503084403,subBasin,pal_green
SSP2_Ref,China,Rice,Mekong,Agricultural Productivity (Mt/thous km2),2020,0.507985872,subBasin,pal_green
SSP2_Ref,China,Rice,Mekong,Agricultural Productivity (Mt/thous km2),2025,0.512928287,subBasin,pal_green
SSP2_Ref,China,Rice,Mekong,Agricultural Productivity (Mt/thous km2),2030,0.517914558,subBasin,pal_green
SSP2_Ref,China,Rice,Mekong,Agricultural Productivity (Mt/thous km2),2035,0.525138353,subBasin,pal_green
SSP2_Ref,China,Rice,Mekong,Agricultural Productivity (Mt/thous km2),2040,0.532422922,subBasin,pal_green
SSP2_Ref,China,Rice,Mekong,Agricultural Productivity (Mt/thous km2),2045,0.539499938,subBasin,pal_green
SSP2_Ref,China,Rice,Mekong,Agricultural Productivity (Mt/thous km2),2050,0.546631625,subBasin,pal_green
SSP2_Ref,China,Rice,Ob,Agricultural Productivity (Mt/thous km2),2010,0.35068032,subBasin,pal_green
SSP2_Ref,China,Rice,Ob,Agricultural Productivity (Mt/thous km2),2015,0.354125528,subBasin,pal_green
SSP2_Ref,China,Rice,Ob,Agricultural Productivity (Mt/thous km2),2020,0.357691873,subBasin,pal_green
SSP2_Ref,China,Rice,Ob,Agricultural Productivity (Mt/thous km2),2025,0.361277265,subBasin,pal_green
SSP2_Ref,China,Rice,Ob,Agricultural Productivity (Mt/thous km2),2030,0.364566057,subBasin,pal_green
SSP2_Ref,China,Rice,Ob,Agricultural Productivity (Mt/thous km2),2035,0.369748193,subBasin,pal_green
SSP2_Ref,China,Rice,Ob,Agricultural Productivity (Mt/thous km2),2040,0.375069827,subBasin,pal_green
SSP2_Ref,China,Rice,Ob,Agricultural Productivity (Mt/thous km2),2045,0.379926762,subBasin,pal_green
SSP2_Ref,China,Rice,Ob,Agricultural Productivity (Mt/thous km2),2050,0.384937023,subBasin,pal_green
SSP2_Ref,China,Rice,Russia_South_East_Coast,Agricultural Productivity (Mt/thous km2),2010,0.602459847,subBasin,pal_green
SSP2_Ref,China,Rice,Russia_South_East_Coast,Agricultural Productivity (Mt/thous km2),2015,0.608701526,subBasin,pal_green
SSP2_Ref,China,Rice,Russia_South_East_Coast,Agricultural Productivity (Mt/thous km2),2020,0.615070686,subBasin,pal_green
SSP2_Ref,China,Rice,Russia_South_East_Coast,Agricultural Productivity (Mt/thous km2),2025,0.621472943,subBasin,pal_green
SSP2_Ref,China,Rice,Russia_South_East_Coast,Agricultural Productivity (Mt/thous km2),2030,0.627949195,subBasin,pal_green
SSP2_Ref,China,Rice,Russia_South_East_Coast,Agricultural Productivity (Mt/thous km2),2035,0.636140223,subBasin,pal_green
SSP2_Ref,China,Rice,Russia_South_East_Coast,Agricultural Productivity (Mt/thous km2),2040,0.644407527,subBasin,pal_green
SSP2_Ref,China,Rice,Russia_South_East_Coast,Agricultural Productivity (Mt/thous km2),2045,0.652462486,subBasin,pal_green
SSP2_Ref,China,Rice,Russia_South_East_Coast,Agricultural Productivity (Mt/thous km2),2050,0.660578334,subBasin,pal_green
SSP2_Ref,China,Rice,Salween,Agricultural Productivity (Mt/thous km2),2010,0.600701125,subBasin,pal_green
SSP2_Ref,China,Rice,Salween,Agricultural Productivity (Mt/thous km2),2015,0.606503114,subBasin,pal_green
SSP2_Ref,China,Rice,Salween,Agricultural Productivity (Mt/thous km2),2020,0.612414769,subBasin,pal_green
SSP2_Ref,China,Rice,Salween,Agricultural Productivity (Mt/thous km2),2025,0.618368783,subBasin,pal_green
SSP2_Ref,China,Rice,Salween,Agricultural Productivity (Mt/thous km2),2030,0.624382808,subBasin,pal_green
SSP2_Ref,China,Rice,Salween,Agricultural Productivity (Mt/thous km2),2035,0.633090358,subBasin,pal_green
SSP2_Ref,China,Rice,Salween,Agricultural Productivity (Mt/thous km2),2040,0.641872657,subBasin,pal_green
SSP2_Ref,China,Rice,Salween,Agricultural Productivity (Mt/thous km2),2045,0.650408211,subBasin,pal_green
SSP2_Ref,China,Rice,Salween,Agricultural Productivity (Mt/thous km2),2050,0.659002726,subBasin,pal_green
SSP2_Ref,China,Rice,South_China_Sea_Coast,Agricultural Productivity (Mt/thous km2),2010,1.368596399,subBasin,pal_green
SSP2_Ref,China,Rice,South_China_Sea_Coast,Agricultural Productivity (Mt/thous km2),2015,1.382877083,subBasin,pal_green
SSP2_Ref,China,Rice,South_China_Sea_Coast,Agricultural Productivity (Mt/thous km2),2020,1.397448233,subBasin,pal_green
SSP2_Ref,China,Rice,South_China_Sea_Coast,Agricultural Productivity (Mt/thous km2),2025,1.412088682,subBasin,pal_green
SSP2_Ref,China,Rice,South_China_Sea_Coast,Agricultural Productivity (Mt/thous km2),2030,1.42690794,subBasin,pal_green
SSP2_Ref,China,Rice,South_China_Sea_Coast,Agricultural Productivity (Mt/thous km2),2035,1.44538641,subBasin,pal_green
SSP2_Ref,China,Rice,South_China_Sea_Coast,Agricultural Productivity (Mt/thous km2),2040,1.46404723,subBasin,pal_green
SSP2_Ref,China,Rice,South_China_Sea_Coast,Agricultural Productivity (Mt/thous km2),2045,1.48221838,subBasin,pal_green
SSP2_Ref,China,Rice,South_China_Sea_Coast,Agricultural Productivity (Mt/thous km2),2050,1.500532962,subBasin,pal_green
SSP2_Ref,China,Rice,Tarim_Interior,Agricultural Productivity (Mt/thous km2),2010,0.806424987,subBasin,pal_green
SSP2_Ref,China,Rice,Tarim_Interior,Agricultural Productivity (Mt/thous km2),2015,0.814214609,subBasin,pal_green
SSP2_Ref,China,Rice,Tarim_Interior,Agricultural Productivity (Mt/thous km2),2020,0.822149635,subBasin,pal_green
SSP2_Ref,China,Rice,Tarim_Interior,Agricultural Productivity (Mt/thous km2),2025,0.830146362,subBasin,pal_green
