scenario,region,class,subRegion,units,x,value,subRegType,classPalette
SSP2_Ref,China,Corn,Bo_Hai_Korean_Bay_North_Coast,Agricultural Productivity (Mt/thous km2),2050,0.852025438,subBasin,pal_green
SSP2_Ref,China,Corn,China_Coast,Agricultural Productivity (Mt/thous km2),2010,1.169074946,subBasin,pal_green
SSP2_Ref,China,Corn,China_Coast,Agricultural Productivity (Mt/thous km2),2015,1.191845032,subBasin,pal_green
SSP2_Ref,China,Corn,China_Coast,Agricultural Productivity (Mt/thous km2),2020,1.215242506,subBasin,pal_green
SSP2_Ref,China,Corn,China_Coast,Agricultural Productivity (Mt/thous km2),2025,1.238468143,subBasin,pal_green
SSP2_Ref,China,Corn,China_Coast,Agricultural Productivity (Mt/thous km2),2030,1.262020816,subBasin,pal_green
SSP2_Ref,China,Corn,China_Coast,Agricultural Productivity (Mt/thous km2),2035,1.278218221,subBasin,pal_green
SSP2_Ref,China,Corn,China_Coast,Agricultural Productivity (Mt/thous km2),2040,1.294502283,subBasin,pal_green
SSP2_Ref,China,Corn,China_Coast,Agricultural Productivity (Mt/thous km2),2045,1.310313524,subBasin,pal_green
SSP2_Ref,China,Corn,China_Coast,Agricultural Productivity (Mt/thous km2),2050,1.326258499,subBasin,pal_green
SSP2_Ref,China,Corn,Ganges_Bramaputra,Agricultural Productivity (Mt/thous km2),2010,0.430803125,subBasin,pal_green
SSP2_Ref,China,Corn,Ganges_Bramaputra,Agricultural Productivity (Mt/thous km2),2015,0.437506634,subBasin,pal_green
SSP2_Ref,China,Corn,Ganges_Bramaputra,Agricultural Productivity (Mt/thous km2),2020,0.444414577,subBasin,pal_green
SSP2_Ref,China,Corn,Ganges_Bramaputra,Agricultural Productivity (Mt/thous km2),2025,0.451189362,subBasin,pal_green
SSP2_Ref,China,Corn,Ganges_Bramaputra,Agricultural Productivity (Mt/thous km2),2030,0.458073752,subBasin,pal_green
SSP2_Ref,China,Corn,Ganges_Bramaputra,Agricultural Productivity (Mt/thous km2),2035,0.462818618,subBasin,pal_green
SSP2_Ref,China,Corn,Ganges_Bramaputra,Agricultural Productivity (Mt/thous km2),2040,0.467604163,subBasin,pal_green
SSP2_Ref,China,Corn,Ganges_Bramaputra,Agricultural Productivity (Mt/thous km2),2045,0.472167933,subBasin,pal_green
SSP2_Ref,China,Corn,Ganges_Bramaputra,Agricultural Productivity (Mt/thous km2),2050,0.476729054,subBasin,pal_green
SSP2_Ref,China,Corn,Gobi_Interior,Agricultural Productivity (Mt/thous km2),2010,0.835091937,subBasin,pal_green
SSP2_Ref,China,Corn,Gobi_Interior,Agricultural Productivity (Mt/thous km2),2015,0.848339082,subBasin,pal_green
SSP2_Ref,China,Corn,Gobi_Interior,Agricultural Productivity (Mt/thous km2),2020,0.861993361,subBasin,pal_green
SSP2_Ref,China,Corn,Gobi_Interior,Agricultural Productivity (Mt/thous km2),2025,0.875402553,subBasin,pal_green
SSP2_Ref,China,Corn,Gobi_Interior,Agricultural Productivity (Mt/thous km2),2030,0.889029082,subBasin,pal_green
SSP2_Ref,China,Corn,Gobi_Interior,Agricultural Productivity (Mt/thous km2),2035,0.898423364,subBasin,pal_green
SSP2_Ref,China,Corn,Gobi_Interior,Agricultural Productivity (Mt/thous km2),2040,0.907889368,subBasin,pal_green
SSP2_Ref,China,Corn,Gobi_Interior,Agricultural Productivity (Mt/thous km2),2045,0.91694138,subBasin,pal_green
SSP2_Ref,China,Corn,Gobi_Interior,Agricultural Productivity (Mt/thous km2),2050,0.925994509,subBasin,pal_green
SSP2_Ref,China,Corn,Hainan,Agricultural Productivity (Mt/thous km2),2010,0.384015903,subBasin,pal_green
SSP2_Ref,China,Corn,Hainan,Agricultural Productivity (Mt/thous km2),2015,0.392085987,subBasin,pal_green
SSP2_Ref,China,Corn,Hainan,Agricultural Productivity (Mt/thous km2),2020,0.400364857,subBasin,pal_green
SSP2_Ref,China,Corn,Hainan,Agricultural Productivity (Mt/thous km2),2025,0.408602849,subBasin,pal_green
SSP2_Ref,China,Corn,Hainan,Agricultural Productivity (Mt/thous km2),2030,0.41694518,subBasin,pal_green
SSP2_Ref,China,Corn,Hainan,Agricultural Productivity (Mt/thous km2),2035,0.422675809,subBasin,pal_green
SSP2_Ref,China,Corn,Hainan,Agricultural Productivity (Mt/thous km2),2040,0.428430167,subBasin,pal_green
SSP2_Ref,China,Corn,Hainan,Agricultural Productivity (Mt/thous km2),2045,0.434039285,subBasin,pal_green
SSP2_Ref,China,Corn,Hainan,Agricultural Productivity (Mt/thous km2),2050,0.439707694,subBasin,pal_green
SSP2_Ref,China,Corn,Hong_(Red_River),Agricultural Productivity (Mt/thous km2),2010,0.296768105,subBasin,pal_green
SSP2_Ref,China,Corn,Hong_(Red_River),Agricultural Productivity (Mt/thous km2),2015,0.306254508,subBasin,pal_green
SSP2_Ref,China,Corn,Hong_(Red_River),Agricultural Productivity (Mt/thous km2),2020,0.315856466,subBasin,pal_green
SSP2_Ref,China,Corn,Hong_(Red_River),Agricultural Productivity (Mt/thous km2),2025,0.325460907,subBasin,pal_green
SSP2_Ref,China,Corn,Hong_(Red_River),Agricultural Productivity (Mt/thous km2),2030,0.335083501,subBasin,pal_green
SSP2_Ref,China,Corn,Hong_(Red_River),Agricultural Productivity (Mt/thous km2),2035,0.341641536,subBasin,pal_green
SSP2_Ref,China,Corn,Hong_(Red_River),Agricultural Productivity (Mt/thous km2),2040,0.34817113,subBasin,pal_green
SSP2_Ref,China,Corn,Hong_(Red_River),Agricultural Productivity (Mt/thous km2),2045,0.354631839,subBasin,pal_green
SSP2_Ref,China,Corn,Hong_(Red_River),Agricultural Productivity (Mt/thous km2),2050,0.361181087,subBasin,pal_green
SSP2_Ref,China,Corn,Huang_He,Agricultural Productivity (Mt/thous km2),2010,0.584287956,subBasin,pal_green
SSP2_Ref,China,Corn,Huang_He,Agricultural Productivity (Mt/thous km2),2015,0.594854893,subBasin,pal_green
SSP2_Ref,China,Corn,Huang_He,Agricultural Productivity (Mt/thous km2),2020,0.605728644,subBasin,pal_green
SSP2_Ref,China,Corn,Huang_He,Agricultural Productivity (Mt/thous km2),2025,0.616488652,subBasin,pal_green
SSP2_Ref,China,Corn,Huang_He,Agricultural Productivity (Mt/thous km2),2030,0.627414979,subBasin,pal_green
SSP2_Ref,China,Corn,Huang_He,Agricultural Productivity (Mt/thous km2),2035,0.634933499,subBasin,pal_green
SSP2_Ref,China,Corn,Huang_He,Agricultural Productivity (Mt/thous km2),2040,0.642503357,subBasin,pal_green
SSP2_Ref,China,Corn,Huang_He,Agricultural Productivity (Mt/thous km2),2045,0.64981664,subBasin,pal_green
SSP2_Ref,China,Corn,Huang_He,Agricultural Productivity (Mt/thous km2),2050,0.657173942,subBasin,pal_green
SSP2_Ref,China,Corn,Indus,Agricultural Productivity (Mt/thous km2),2010,1.19929078,subBasin,pal_green
SSP2_Ref,China,Corn,Indus,Agricultural Productivity (Mt/thous km2),2015,1.230601885,subBasin,pal_green
SSP2_Ref,China,Corn,Indus,Agricultural Productivity (Mt/thous km2),2020,1.263935527,subBasin,pal_green
SSP2_Ref,China,Corn,Indus,Agricultural Productivity (Mt/thous km2),2025,1.295739348,subBasin,pal_green
SSP2_Ref,China,Corn,Indus,Agricultural Productivity (Mt/thous km2),2030,1.328134027,subBasin,pal_green
SSP2_Ref,China,Corn,Indus,Agricultural Productivity (Mt/thous km2),2035,1.349923037,subBasin,pal_green
SSP2_Ref,China,Corn,Indus,Agricultural Productivity (Mt/thous km2),2040,1.372316227,subBasin,pal_green
SSP2_Ref,China,Corn,Indus,Agricultural Productivity (Mt/thous km2),2045,1.394435484,subBasin,pal_green
SSP2_Ref,China,Corn,Indus,Agricultural Productivity (Mt/thous km2),2050,1.417211346,subBasin,pal_green
SSP2_Ref,China,Corn,Irrawaddy,Agricultural Productivity (Mt/thous km2),2010,0.427067672,subBasin,pal_green
SSP2_Ref,China,Corn,Irrawaddy,Agricultural Productivity (Mt/thous km2),2015,0.439250301,subBasin,pal_green
SSP2_Ref,China,Corn,Irrawaddy,Agricultural Productivity (Mt/thous km2),2020,0.451630839,subBasin,pal_green
SSP2_Ref,China,Corn,Irrawaddy,Agricultural Productivity (Mt/thous km2),2025,0.464010235,subBasin,pal_green
SSP2_Ref,China,Corn,Irrawaddy,Agricultural Productivity (Mt/thous km2),2030,0.4764513,subBasin,pal_green
SSP2_Ref,China,Corn,Irrawaddy,Agricultural Productivity (Mt/thous km2),2035,0.484950856,subBasin,pal_green
SSP2_Ref,China,Corn,Irrawaddy,Agricultural Productivity (Mt/thous km2),2040,0.493434686,subBasin,pal_green
SSP2_Ref,China,Corn,Irrawaddy,Agricultural Productivity (Mt/thous km2),2045,0.501803795,subBasin,pal_green
SSP2_Ref,China,Corn,Irrawaddy,Agricultural Productivity (Mt/thous km2),2050,0.510286698,subBasin,pal_green
SSP2_Ref,China,Corn,Lake_Balkash,Agricultural Productivity (Mt/thous km2),2010,0.795508199,subBasin,pal_green
SSP2_Ref,China,Corn,Lake_Balkash,Agricultural Productivity (Mt/thous km2),2015,0.80853107,subBasin,pal_green
SSP2_Ref,China,Corn,Lake_Balkash,Agricultural Productivity (Mt/thous km2),2020,0.821947875,subBasin,pal_green
SSP2_Ref,China,Corn,Lake_Balkash,Agricultural Productivity (Mt/thous km2),2025,0.835153583,subBasin,pal_green
SSP2_Ref,China,Corn,Lake_Balkash,Agricultural Productivity (Mt/thous km2),2030,0.848571826,subBasin,pal_green
SSP2_Ref,China,Corn,Lake_Balkash,Agricultural Productivity (Mt/thous km2),2035,0.857816309,subBasin,pal_green
SSP2_Ref,China,Corn,Lake_Balkash,Agricultural Productivity (Mt/thous km2),2040,0.8671336,subBasin,pal_green
SSP2_Ref,China,Corn,Lake_Balkash,Agricultural Productivity (Mt/thous km2),2045,0.876066471,subBasin,pal_green
SSP2_Ref,China,Corn,Lake_Balkash,Agricultural Productivity (Mt/thous km2),2050,0.88501874,subBasin,pal_green
SSP2_Ref,China,Corn,Mekong,Agricultural Productivity (Mt/thous km2),2010,0.298282261,subBasin,pal_green
SSP2_Ref,China,Corn,Mekong,Agricultural Productivity (Mt/thous km2),2015,0.307595987,subBasin,pal_green
SSP2_Ref,China,Corn,Mekong,Agricultural Productivity (Mt/thous km2),2020,0.317032436,subBasin,pal_green
SSP2_Ref,China,Corn,Mekong,Agricultural Productivity (Mt/thous km2),2025,0.326470059,subBasin,pal_green
SSP2_Ref,China,Corn,Mekong,Agricultural Productivity (Mt/thous km2),2030,0.335930227,subBasin,pal_green
SSP2_Ref,China,Corn,Mekong,Agricultural Productivity (Mt/thous km2),2035,0.342381838,subBasin,pal_green
SSP2_Ref,China,Corn,Mekong,Agricultural Productivity (Mt/thous km2),2040,0.348809022,subBasin,pal_green
SSP2_Ref,China,Corn,Mekong,Agricultural Productivity (Mt/thous km2),2045,0.355165033,subBasin,pal_green
SSP2_Ref,China,Corn,Mekong,Agricultural Productivity (Mt/thous km2),2050,0.361606989,subBasin,pal_green
SSP2_Ref,China,Corn,Ob,Agricultural Productivity (Mt/thous km2),2010,0.587559179,subBasin,pal_green
SSP2_Ref,China,Corn,Ob,Agricultural Productivity (Mt/thous km2),2015,0.597127177,subBasin,pal_green
SSP2_Ref,China,Corn,Ob,Agricultural Productivity (Mt/thous km2),2020,0.606985406,subBasin,pal_green
SSP2_Ref,China,Corn,Ob,Agricultural Productivity (Mt/thous km2),2025,0.616683813,subBasin,pal_green
SSP2_Ref,China,Corn,Ob,Agricultural Productivity (Mt/thous km2),2030,0.626540039,subBasin,pal_green
SSP2_Ref,China,Corn,Ob,Agricultural Productivity (Mt/thous km2),2035,0.633331237,subBasin,pal_green
SSP2_Ref,China,Corn,Ob,Agricultural Productivity (Mt/thous km2),2040,0.640174141,subBasin,pal_green
SSP2_Ref,China,Corn,Ob,Agricultural Productivity (Mt/thous km2),2045,0.646733805,subBasin,pal_green
SSP2_Ref,China,Corn,Ob,Agricultural Productivity (Mt/thous km2),2050,0.653304621,subBasin,pal_green
SSP2_Ref,China,Corn,Russia_South_East_Coast,Agricultural Productivity (Mt/thous km2),2010,0.521344411,subBasin,pal_green
SSP2_Ref,China,Corn,Russia_South_East_Coast,Agricultural Productivity (Mt/thous km2),2015,0.534682743,subBasin,pal_green
SSP2_Ref,China,Corn,Russia_South_East_Coast,Agricultural Productivity (Mt/thous km2),2020,0.548287686,subBasin,pal_green
SSP2_Ref,China,Corn,Russia_South_East_Coast,Agricultural Productivity (Mt/thous km2),2025,0.561877329,subBasin,pal_green
SSP2_Ref,China,Corn,Russia_South_East_Coast,Agricultural Productivity (Mt/thous km2),2030,0.575577728,subBasin,pal_green
SSP2_Ref,China,Corn,Russia_South_East_Coast,Agricultural Productivity (Mt/thous km2),2035,0.584955887,subBasin,pal_green
SSP2_Ref,China,Corn,Russia_South_East_Coast,Agricultural Productivity (Mt/thous km2),2040,0.594337661,subBasin,pal_green
SSP2_Ref,China,Corn,Russia_South_East_Coast,Agricultural Productivity (Mt/thous km2),2045,0.603561329,subBasin,pal_green
SSP2_Ref,China,Corn,Russia_South_East_Coast,Agricultural Productivity (Mt/thous km2),2050,0.612902994,subBasin,pal_green
SSP2_Ref,China,Corn,Salween,Agricultural Productivity (Mt/thous km2),2010,0.353269329,subBasin,pal_green
SSP2_Ref,China,Corn,Salween,Agricultural Productivity (Mt/thous km2),2015,0.36445137,subBasin,pal_green
SSP2_Ref,China,Corn,Salween,Agricultural Productivity (Mt/thous km2),2020,0.375774818,subBasin,pal_green
SSP2_Ref,China,Corn,Salween,Agricultural Productivity (Mt/thous km2),2025,0.387100467,subBasin,pal_green
SSP2_Ref,China,Corn,Salween,Agricultural Productivity (Mt/thous km2),2030,0.398449124,subBasin,pal_green
SSP2_Ref,China,Corn,Salween,Agricultural Productivity (Mt/thous km2),2035,0.406186073,subBasin,pal_green
SSP2_Ref,China,Corn,Salween,Agricultural Productivity (Mt/thous km2),2040,0.413891706,subBasin,pal_green
SSP2_Ref,China,Corn,Salween,Agricultural Productivity (Mt/thous km2),2045,0.421513396,subBasin,pal_green
SSP2_Ref,China,Corn,Salween,Agricultural Productivity (Mt/thous km2),2050,0.42924075,subBasin,pal_green
SSP2_Ref,China,Corn,South_China_Sea_Coast,Agricultural Productivity (Mt/thous km2),2010,0.799300995,subBasin,pal_green
SSP2_Ref,China,Corn,South_China_Sea_Coast,Agricultural Productivity (Mt/thous km2),2015,0.81626097,subBasin,pal_green
SSP2_Ref,China,Corn,South_China_Sea_Coast,Agricultural Productivity (Mt/thous km2),2020,0.833653136,subBasin,pal_green
SSP2_Ref,China,Corn,South_China_Sea_Coast,Agricultural Productivity (Mt/thous km2),2025,0.850964776,subBasin,pal_green
SSP2_Ref,China,Corn,South_China_Sea_Coast,Agricultural Productivity (Mt/thous km2),2030,0.868492456,subBasin,pal_green
SSP2_Ref,China,Corn,South_China_Sea_Coast,Agricultural Productivity (Mt/thous km2),2035,0.880529508,subBasin,pal_green
SSP2_Ref,China,Corn,South_China_Sea_Coast,Agricultural Productivity (Mt/thous km2),2040,0.892615466,subBasin,pal_green
SSP2_Ref,China,Corn,South_China_Sea_Coast,Agricultural Productivity (Mt/thous km2),2045,0.904405163,subBasin,pal_green
SSP2_Ref,China,Corn,South_China_Sea_Coast,Agricultural Productivity (Mt/thous km2),2050,0.916316283,subBasin,pal_green
SSP2_Ref,China,Corn,Syr_Darya,Agricultural Productivity (Mt/thous km2),2010,0.718390805,subBasin,pal_green
SSP2_Ref,China,Corn,Syr_Darya,Agricultural Productivity (Mt/thous km2),2015,0.742632613,subBasin,pal_green
SSP2_Ref,China,Corn,Syr_Darya,Agricultural Productivity (Mt/thous km2),2020,0.765799257,subBasin,pal_green
SSP2_Ref,China,Corn,Syr_Darya,Agricultural Productivity (Mt/thous km2),2025,0.792184725,subBasin,pal_green
SSP2_Ref,China,Corn,Syr_Darya,Agricultural Productivity (Mt/thous km2),2030,0.81618887,subBasin,pal_green
SSP2_Ref,China,Corn,Syr_Darya,Agricultural Productivity (Mt/thous km2),2035,0.833850932,subBasin,pal_green
SSP2_Ref,China,Corn,Syr_Darya,Agricultural Productivity (Mt/thous km2),2040,0.849354376,subBasin,pal_green
SSP2_Ref,China,Corn,Syr_Darya,Agricultural Productivity (Mt/thous km2),2045,0.867114094,subBasin,pal_green
SSP2_Ref,China,Corn,Syr_Darya,Agricultural Productivity (Mt/thous km2),2050,0.883631714,subBasin,pal_green
SSP2_Ref,China,Corn,Tarim_Interior,Agricultural Productivity (Mt/thous km2),2010,0.660407999,subBasin,pal_green
SSP2_Ref,China,Corn,Tarim_Interior,Agricultural Productivity (Mt/thous km2),2015,0.670940375,subBasin,pal_green
SSP2_Ref,China,Corn,Tarim_Interior,Agricultural Productivity (Mt/thous km2),2020,0.681790629,subBasin,pal_green
SSP2_Ref,China,Corn,Tarim_Interior,Agricultural Productivity (Mt/thous km2),2025,0.692450045,subBasin,pal_green
SSP2_Ref,China,Corn,Tarim_Interior,Agricultural Productivity (Mt/thous km2),2030,0.703283307,subBasin,pal_green
SSP2_Ref,China,Corn,Tarim_Interior,Agricultural Productivity (Mt/thous km2),2035,0.710746769,subBasin,pal_green
SSP2_Ref,China,Corn,Tarim_Interior,Agricultural Productivity (Mt/thous km2),2040,0.718269895,subBasin,pal_green
SSP2_Ref,China,Corn,Tarim_Interior,Agricultural Productivity (Mt/thous km2),2045,0.725468881,subBasin,pal_green
SSP2_Ref,China,Corn,Tarim_Interior,Agricultural Productivity (Mt/thous km2),2050,0.732670473,subBasin,pal_green
SSP2_Ref,China,Corn,Xun_Jiang,Agricultural Productivity (Mt/thous km2),2010,0.457941952,subBasin,pal_green
SSP2_Ref,China,Corn,Xun_Jiang,Agricultural Productivity (Mt/thous km2),2015,0.471476637,subBasin,pal_green
SSP2_Ref,China,Corn,Xun_Jiang,Agricultural Productivity (Mt/thous km2),2020,0.485214758,subBasin,pal_green
SSP2_Ref,China,Corn,Xun_Jiang,Agricultural Productivity (Mt/thous km2),2025,0.498954622,subBasin,pal_green
SSP2_Ref,China,Corn,Xun_Jiang,Agricultural Productivity (Mt/thous km2),2030,0.512746621,subBasin,pal_green
SSP2_Ref,China,Corn,Xun_Jiang,Agricultural Productivity (Mt/thous km2),2035,0.522165121,subBasin,pal_green
SSP2_Ref,China,Corn,Xun_Jiang,Agricultural Productivity (Mt/thous km2),2040,0.531556112,subBasin,pal_green
SSP2_Ref,China,Corn,Xun_Jiang,Agricultural Productivity (Mt/thous km2),2045,0.540831392,subBasin,pal_green
SSP2_Ref,China,Corn,Xun_Jiang,Agricultural Productivity (Mt/thous km2),2050,0.550233119,subBasin,pal_green
SSP2_Ref,China,Corn,Yangtze,Agricultural Productivity (Mt/thous km2),2010,0.673850178,subBasin,pal_green
SSP2_Ref,China,Corn,Yangtze,Agricultural Productivity (Mt/thous km2),2015,0.689709117,subBasin,pal_green
SSP2_Ref,China,Corn,Yangtze,Agricultural Productivity (Mt/thous km2),2020,0.705929021,subBasin,pal_green
SSP2_Ref,China,Corn,Yangtze,Agricultural Productivity (Mt/thous km2),2025,0.722110169,subBasin,pal_green
SSP2_Ref,China,Corn,Yangtze,Agricultural Productivity (Mt/thous km2),2030,0.738455225,subBasin,pal_green
SSP2_Ref,China,Corn,Yangtze,Agricultural Productivity (Mt/thous km2),2035,0.749662333,subBasin,pal_green
SSP2_Ref,China,Corn,Yangtze,Agricultural Productivity (Mt/thous km2),2040,0.760891461,subBasin,pal_green
SSP2_Ref,China,Corn,Yangtze,Agricultural Productivity (Mt/thous km2),2045,0.771894269,subBasin,pal_green
SSP2_Ref,China,Corn,Yangtze,Agricultural Productivity (Mt/thous km2),2050,0.783032058,subBasin,pal_green
SSP2_Ref,China,Corn,Ziya_He_Interior,Agricultural Productivity (Mt/thous km2),2010,0.849044269,subBasin,pal_green
SSP2_Ref,China,Corn,Ziya_He_Interior,Agricultural Productivity (Mt/thous km2),2015,0.864596034,subBasin,pal_green
SSP2_Ref,China,Corn,Ziya_He_Interior,Agricultural Productivity (Mt/thous km2),2020,0.880596762,subBasin,pal_green
SSP2_Ref,China,Corn,Ziya_He_Interior,Agricultural Productivity (Mt/thous km2),2025,0.896442247,subBasin,pal_green
SSP2_Ref,China,Corn,Ziya_He_Interior,Agricultural Productivity (Mt/thous km2),2030,0.912526887,subBasin,pal_green
SSP2_Ref,China,Corn,Ziya_He_Interior,Agricultural Productivity (Mt/thous km2),2035,0.923593054,subBasin,pal_green
SSP2_Ref,China,Corn,Ziya_He_Interior,Agricultural Productivity (Mt/thous km2),2040,0.934731928,subBasin,pal_green
SSP2_Ref,China,Corn,Ziya_He_Interior,Agricultural Productivity (Mt/thous km2),2045,0.94550655,subBasin,pal_green
SSP2_Ref,China,Corn,Ziya_He_Interior,Agricultural Productivity (Mt/thous km2),2050,0.956352596,subBasin,pal_green
SSP2_Ref,China,MiscCrop,,Agricultural Productivity (Mt/thous km2),2010,3.365449501,subBasin,pal_green
SSP2_Ref,China,MiscCrop,,Agricultural Productivity (Mt/thous km2),2015,3.568886609,subBasin,pal_green
SSP2_Ref,China,MiscCrop,,Agricultural Productivity (Mt/thous km2),2020,3.772529161,subBasin,pal_green
SSP2_Ref,China,MiscCrop,,Agricultural Productivity (Mt/thous km2),2025,3.977301218,subBasin,pal_green
SSP2_Ref,China,MiscCrop,,Agricultural Productivity (Mt/thous km2),2030,4.182314867,subBasin,pal_green
SSP2_Ref,China,MiscCrop,,Agricultural Productivity (Mt/thous km2),2035,4.297832026,subBasin,pal_green
SSP2_Ref,China,MiscCrop,,Agricultural Productivity (Mt/thous km2),2040,4.412905608,subBasin,pal_green
SSP2_Ref,China,MiscCrop,,Agricultural Productivity (Mt/thous km2),2045,4.527297657,subBasin,pal_green
SSP2_Ref,China,MiscCrop,,Agricultural Productivity (Mt/thous km2),2050,4.642151353,subBasin,pal_green
SSP2_Ref,China,MiscCrop,Amur,Agricultural Productivity (Mt/thous km2),2010,1.308435655,subBasin,pal_green
SSP2_Ref,China,MiscCrop,Amur,Agricultural Productivity (Mt/thous km2),2015,1.379053559,subBasin,pal_green
SSP2_Ref,China,MiscCrop,Amur,Agricultural Productivity (Mt/thous km2),2020,1.450036503,subBasin,pal_green
SSP2_Ref,China,MiscCrop,Amur,Agricultural Productivity (Mt/thous km2),2025,1.52181118,subBasin,pal_green
SSP2_Ref,China,MiscCrop,Amur,Agricultural Productivity (Mt/thous km2),2030,1.593983265,subBasin,pal_green
SSP2_Ref,China,MiscCrop,Amur,Agricultural Productivity (Mt/thous km2),2035,1.633184985,subBasin,pal_green
SSP2_Ref,China,MiscCrop,Amur,Agricultural Productivity (Mt/thous km2),2040,1.673082457,subBasin,pal_green
SSP2_Ref,China,MiscCrop,Amur,Agricultural Productivity (Mt/thous km2),2045,1.71310087,subBasin,pal_green
SSP2_Ref,China,MiscCrop,Amur,Agricultural Productivity (Mt/thous km2),2050,1.752802571,subBasin,pal_green
SSP2_Ref,China,MiscCrop,Bo_Hai_Korean_Bay_North_Coast,Agricultural Productivity (Mt/thous km2),2010,1.378395377,subBasin,pal_green
SSP2_Ref,China,MiscCrop,Bo_Hai_Korean_Bay_North_Coast,Agricultural Productivity (Mt/thous km2),2015,1.480383826,subBasin,pal_green
SSP2_Ref,China,MiscCrop,Bo_Hai_Korean_Bay_North_Coast,Agricultural Productivity (Mt/thous km2),2020,1.582557593,subBasin,pal_green
SSP2_Ref,China,MiscCrop,Bo_Hai_Korean_Bay_North_Coast,Agricultural Productivity (Mt/thous km2),2025,1.685339407,subBasin,pal_green
SSP2_Ref,China,MiscCrop,Bo_Hai_Korean_Bay_North_Coast,Agricultural Productivity (Mt/thous km2),2030,1.788727692,subBasin,pal_green
SSP2_Ref,China,MiscCrop,Bo_Hai_Korean_Bay_North_Coast,Agricultural Productivity (Mt/thous km2),2035,1.848691148,subBasin,pal_green
SSP2_Ref,China,MiscCrop,Bo_Hai_Korean_Bay_North_Coast,Agricultural Productivity (Mt/thous km2),2040,1.909758287,subBasin,pal_green
SSP2_Ref,China,MiscCrop,Bo_Hai_Korean_Bay_North_Coast,Agricultural Productivity (Mt/thous km2),2045,1.970888747,subBasin,pal_green
SSP2_Ref,China,MiscCrop,Bo_Hai_Korean_Bay_North_Coast,Agricultural Productivity (Mt/thous km2),2050,2.031755584,subBasin,pal_green
SSP2_Ref,China,MiscCrop,China_Coast,Agricultural Productivity (Mt/thous km2),2010,3.374641796,subBasin,pal_green
