scenario,region,sector,class,units,x,value,subRegion,subRegType,classPalette
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2025,15.78535,Mekong,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2030,16.12196,Mekong,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2035,16.50537,Mekong,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2040,16.15869,Mekong,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2045,16.07005,Mekong,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2050,16.01309,Mekong,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2015,22.767337,Philippines,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2020,22.873018,Philippines,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2025,23.077679,Philippines,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2030,22.965227,Philippines,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2035,24.255484,Philippines,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2040,24.696299,Philippines,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2045,25.69265,Philippines,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2050,26.481738,Philippines,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2015,1.085607,Salween,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2020,1.155517,Salween,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2025,1.2087937,Salween,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2030,1.2761232,Salween,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2035,1.369292,Salween,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2040,1.490415,Salween,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2045,1.607575,Salween,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2050,1.677914,Salween,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2015,0.10299185,South_China_Sea_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2020,0.10125012,South_China_Sea_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2025,0.10201585,South_China_Sea_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2030,0.10104033,South_China_Sea_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2035,0.10203812,South_China_Sea_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2040,0.09702777,South_China_Sea_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2045,0.0935393,South_China_Sea_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2050,0.08998786,South_China_Sea_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2015,1.785929,Sittang,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2020,1.877703,Sittang,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2025,1.948731,Sittang,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2030,2.057554,Sittang,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2035,2.200221,Sittang,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2040,2.331526,Sittang,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2045,2.51534,Sittang,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2050,2.643182,Sittang,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2015,1.312654,Gulf_of_Thailand_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2020,1.374649,Gulf_of_Thailand_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2025,1.452073,Gulf_of_Thailand_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2030,1.500157,Gulf_of_Thailand_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2035,1.547731,Gulf_of_Thailand_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2040,1.523568,Gulf_of_Thailand_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2045,1.532113,Gulf_of_Thailand_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2050,1.540134,Gulf_of_Thailand_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2015,7.76146,Viet_Nam_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2020,7.857439,Viet_Nam_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2025,8.127708,Viet_Nam_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2030,8.311317,Viet_Nam_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2035,8.372405,Viet_Nam_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2040,8.125781,Viet_Nam_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2045,8.080156,Viet_Nam_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2050,8.054424,Viet_Nam_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2015,0.3108817,Xun_Jiang,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2020,0.3205763,Xun_Jiang,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2025,0.3317319,Xun_Jiang,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2030,0.3446097,Xun_Jiang,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2035,0.3487678,Xun_Jiang,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2040,0.339608,Xun_Jiang,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2045,0.3334516,Xun_Jiang,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2050,0.3248844,Xun_Jiang,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2015,0.1521712,Bay_of_Bengal_North_East_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2020,0.1634268,Bay_of_Bengal_North_East_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2025,0.1786099,Bay_of_Bengal_North_East_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2030,0.1914519,Bay_of_Bengal_North_East_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2035,0.230305,Bay_of_Bengal_North_East_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2040,0.272953,Bay_of_Bengal_North_East_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2045,0.308609,Bay_of_Bengal_North_East_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2050,0.34038,Bay_of_Bengal_North_East_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2015,0.10325462,North_Borneo_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2020,0.10092643,North_Borneo_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2025,0.10135397,North_Borneo_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2030,0.10108809,North_Borneo_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2035,0.10096132,North_Borneo_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2040,0.09871654,North_Borneo_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2045,0.09537298,North_Borneo_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2050,0.09184771,North_Borneo_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2015,0.4338784,Chao_Phraya,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2020,0.4010491,Chao_Phraya,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2025,0.3870851,Chao_Phraya,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2030,0.3667528,Chao_Phraya,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2035,0.3691326,Chao_Phraya,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2040,0.3524769,Chao_Phraya,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2045,0.3251112,Chao_Phraya,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2050,0.30469148,Chao_Phraya,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2015,0.00184181,Ganges_Bramaputra,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2020,0.00193414,Ganges_Bramaputra,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2025,0.00214043,Ganges_Bramaputra,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2030,0.00226874,Ganges_Bramaputra,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2035,0.00308314,Ganges_Bramaputra,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2040,0.00370527,Ganges_Bramaputra,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2045,0.00435874,Ganges_Bramaputra,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2050,0.00486885,Ganges_Bramaputra,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2015,0.23420931,Hong_(Red_River),subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2020,0.21786758,Hong_(Red_River),subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2025,0.21885579,Hong_(Red_River),subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2030,0.20294467,Hong_(Red_River),subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2035,0.20689737,Hong_(Red_River),subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2040,0.2075028,Hong_(Red_River),subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2045,0.19664741,Hong_(Red_River),subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2050,0.18842103,Hong_(Red_River),subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2015,1.566232,Irrawaddy,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2020,1.6896025,Irrawaddy,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2025,1.8382979,Irrawaddy,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2030,1.9466941,Irrawaddy,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2035,2.312531,Irrawaddy,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2040,2.7167164,Irrawaddy,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2045,3.0582879,Irrawaddy,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2050,3.3728984,Irrawaddy,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2015,0.0030692,Kalimantan,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2020,0.00294871,Kalimantan,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2025,0.00298888,Kalimantan,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2030,0.00286811,Kalimantan,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2035,0.00278905,Kalimantan,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2040,0.00265413,Kalimantan,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2045,0.00247764,Kalimantan,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2050,0.00226707,Kalimantan,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2015,0.281848,Peninsula_Malaysia,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2020,0.2866157,Peninsula_Malaysia,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2025,0.3014581,Peninsula_Malaysia,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2030,0.3088944,Peninsula_Malaysia,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2035,0.3486034,Peninsula_Malaysia,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2040,0.3791126,Peninsula_Malaysia,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2045,0.4041199,Peninsula_Malaysia,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2050,0.42511,Peninsula_Malaysia,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2015,0.6321158,Mekong,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2020,0.5996018,Mekong,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2025,0.5863294,Mekong,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2030,0.5598636,Mekong,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2035,0.5733871,Mekong,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2040,0.5664998,Mekong,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2045,0.54768377,Mekong,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2050,0.52149716,Mekong,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2015,0.06618981,Philippines,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2020,0.06223611,Philippines,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2025,0.06050495,Philippines,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2030,0.0573728,Philippines,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2035,0.06239929,Philippines,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2040,0.06512811,Philippines,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2045,0.06661194,Philippines,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2050,0.0672408,Philippines,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2015,0.32695383,Salween,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2020,0.35655019,Salween,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2025,0.39914074,Salween,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2030,0.44342776,Salween,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2035,0.5457468,Salween,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2040,0.66960648,Salween,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2045,0.78511452,Salween,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2050,0.86481332,Salween,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2015,0.00504242,South_China_Sea_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2020,0.00469484,South_China_Sea_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2025,0.00460523,South_China_Sea_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2030,0.00438456,South_China_Sea_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2035,0.00455029,South_China_Sea_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2040,0.00444748,South_China_Sea_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2045,0.00427094,South_China_Sea_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2050,0.00408801,South_China_Sea_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2015,0.415185,Sittang,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2020,0.4368797,Sittang,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2025,0.4678341,Sittang,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2030,0.4861123,Sittang,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2035,0.5637725,Sittang,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2040,0.6464541,Sittang,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2045,0.7122601,Sittang,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2050,0.7783806,Sittang,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2015,0.08771423,Gulf_of_Thailand_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2020,0.08077947,Gulf_of_Thailand_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2025,0.07654877,Gulf_of_Thailand_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2030,0.07097895,Gulf_of_Thailand_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2035,0.06935018,Gulf_of_Thailand_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2040,0.06597555,Gulf_of_Thailand_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2045,0.06184161,Gulf_of_Thailand_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2050,0.05796355,Gulf_of_Thailand_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2015,0.44727343,Viet_Nam_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2020,0.41270467,Viet_Nam_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2025,0.40750532,Viet_Nam_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2030,0.38089052,Viet_Nam_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2035,0.39108709,Viet_Nam_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2040,0.38166124,Viet_Nam_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2045,0.3618241,Viet_Nam_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2050,0.34765062,Viet_Nam_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2015,0.0118308,Xun_Jiang,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2020,0.01151125,Xun_Jiang,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2025,0.01171563,Xun_Jiang,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2030,0.01171496,Xun_Jiang,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2035,0.01245863,Xun_Jiang,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2040,0.01294342,Xun_Jiang,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,OilCrop,OilCrop,Agricultural Production (Mt),2045,0.01284892,Xun_Jiang,subBasin,pal_green
