scenario,region,sector,class,units,x,value,subRegion,subRegType,classPalette
SSP2_ipsl_epic,Southeast Asia,Corn,Corn,Agricultural Production (Mt),2015,2.9633481,Mekong,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Corn,Agricultural Production (Mt),2020,2.8706177,Mekong,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Corn,Agricultural Production (Mt),2025,2.9605909,Mekong,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Corn,Agricultural Production (Mt),2030,2.9434194,Mekong,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Corn,Agricultural Production (Mt),2035,3.0739532,Mekong,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Corn,Agricultural Production (Mt),2040,3.1508828,Mekong,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Corn,Agricultural Production (Mt),2045,3.1926485,Mekong,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Corn,Agricultural Production (Mt),2050,3.1698981,Mekong,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Corn,Agricultural Production (Mt),2015,7.4937,Philippines,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Corn,Agricultural Production (Mt),2020,7.85751,Philippines,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Corn,Agricultural Production (Mt),2025,8.73045,Philippines,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Corn,Agricultural Production (Mt),2030,9.17101,Philippines,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Corn,Agricultural Production (Mt),2035,10.56083,Philippines,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Corn,Agricultural Production (Mt),2040,11.80771,Philippines,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Corn,Agricultural Production (Mt),2045,13.22421,Philippines,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Corn,Agricultural Production (Mt),2050,14.64165,Philippines,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Corn,Agricultural Production (Mt),2015,0.28394488,Salween,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Corn,Agricultural Production (Mt),2020,0.28223508,Salween,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Corn,Agricultural Production (Mt),2025,0.28733068,Salween,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Corn,Agricultural Production (Mt),2030,0.2926761,Salween,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Corn,Agricultural Production (Mt),2035,0.29459967,Salween,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Corn,Agricultural Production (Mt),2040,0.31024255,Salween,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Corn,Agricultural Production (Mt),2045,0.32289569,Salween,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Corn,Agricultural Production (Mt),2050,0.31588251,Salween,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Corn,Agricultural Production (Mt),2015,0.01369297,South_China_Sea_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Corn,Agricultural Production (Mt),2020,0.01283727,South_China_Sea_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Corn,Agricultural Production (Mt),2025,0.01344943,South_China_Sea_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Corn,Agricultural Production (Mt),2030,0.01319055,South_China_Sea_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Corn,Agricultural Production (Mt),2035,0.01458139,South_China_Sea_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Corn,Agricultural Production (Mt),2040,0.01511166,South_China_Sea_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Corn,Agricultural Production (Mt),2045,0.01546806,South_China_Sea_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Corn,Agricultural Production (Mt),2050,0.01578462,South_China_Sea_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Corn,Agricultural Production (Mt),2015,0.01678928,Sittang,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Corn,Agricultural Production (Mt),2020,0.01681548,Sittang,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Corn,Agricultural Production (Mt),2025,0.01665836,Sittang,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Corn,Agricultural Production (Mt),2030,0.01612406,Sittang,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Corn,Agricultural Production (Mt),2035,0.01509542,Sittang,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Corn,Agricultural Production (Mt),2040,0.01492885,Sittang,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Corn,Agricultural Production (Mt),2045,0.01418351,Sittang,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Corn,Agricultural Production (Mt),2050,0.01374453,Sittang,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Corn,Agricultural Production (Mt),2015,0.73586434,Gulf_of_Thailand_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Corn,Agricultural Production (Mt),2020,0.72733236,Gulf_of_Thailand_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Corn,Agricultural Production (Mt),2025,0.74787047,Gulf_of_Thailand_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Corn,Agricultural Production (Mt),2030,0.74111696,Gulf_of_Thailand_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Corn,Agricultural Production (Mt),2035,0.75930371,Gulf_of_Thailand_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Corn,Agricultural Production (Mt),2040,0.7728652,Gulf_of_Thailand_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Corn,Agricultural Production (Mt),2045,0.77773984,Gulf_of_Thailand_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Corn,Agricultural Production (Mt),2050,0.77550092,Gulf_of_Thailand_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Corn,Agricultural Production (Mt),2015,1.548277,Viet_Nam_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Corn,Agricultural Production (Mt),2020,1.494922,Viet_Nam_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Corn,Agricultural Production (Mt),2025,1.579158,Viet_Nam_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Corn,Agricultural Production (Mt),2030,1.579567,Viet_Nam_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Corn,Agricultural Production (Mt),2035,1.740005,Viet_Nam_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Corn,Agricultural Production (Mt),2040,1.889813,Viet_Nam_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Corn,Agricultural Production (Mt),2045,1.977605,Viet_Nam_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Corn,Agricultural Production (Mt),2050,2.117485,Viet_Nam_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Corn,Agricultural Production (Mt),2015,0.1374324,Xun_Jiang,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Corn,Agricultural Production (Mt),2020,0.12923516,Xun_Jiang,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Corn,Agricultural Production (Mt),2025,0.13479554,Xun_Jiang,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Corn,Agricultural Production (Mt),2030,0.13416278,Xun_Jiang,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Corn,Agricultural Production (Mt),2035,0.14596121,Xun_Jiang,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Corn,Agricultural Production (Mt),2040,0.15127949,Xun_Jiang,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Corn,Agricultural Production (Mt),2045,0.14924151,Xun_Jiang,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Corn,Agricultural Production (Mt),2050,0.14586795,Xun_Jiang,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2015,0.56740302,Bay_of_Bengal_North_East_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2020,0.58601125,Bay_of_Bengal_North_East_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2025,0.5930036,Bay_of_Bengal_North_East_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2030,0.61584518,Bay_of_Bengal_North_East_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2035,0.63988451,Bay_of_Bengal_North_East_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2040,0.65025888,Bay_of_Bengal_North_East_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2045,0.67462664,Bay_of_Bengal_North_East_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2050,0.69051839,Bay_of_Bengal_North_East_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2015,1.4539991,North_Borneo_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2020,1.5059696,North_Borneo_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2025,1.5505791,North_Borneo_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2030,1.5973017,North_Borneo_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2035,1.5793781,North_Borneo_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2040,1.5169241,North_Borneo_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2045,1.4822692,North_Borneo_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2050,1.4332009,North_Borneo_Coast,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2015,5.27916,Chao_Phraya,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2020,5.63305,Chao_Phraya,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2025,6.01018,Chao_Phraya,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2030,6.30722,Chao_Phraya,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2035,6.51955,Chao_Phraya,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2040,6.3649,Chao_Phraya,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2045,6.24771,Chao_Phraya,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2050,6.17064,Chao_Phraya,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2015,0.00543413,Ganges_Bramaputra,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2020,0.00540886,Ganges_Bramaputra,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2025,0.00553002,Ganges_Bramaputra,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2030,0.00525905,Ganges_Bramaputra,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2035,0.00612407,Ganges_Bramaputra,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2040,0.0058997,Ganges_Bramaputra,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2045,0.00589709,Ganges_Bramaputra,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2050,0.00594018,Ganges_Bramaputra,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2015,4.762168,Hong_(Red_River),subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2020,4.813593,Hong_(Red_River),subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2025,4.997218,Hong_(Red_River),subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2030,5.041495,Hong_(Red_River),subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2035,5.02734,Hong_(Red_River),subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2040,4.912758,Hong_(Red_River),subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2045,4.860061,Hong_(Red_River),subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2050,4.722165,Hong_(Red_River),subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2015,6.063124,Irrawaddy,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2020,6.500701,Irrawaddy,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2025,6.721988,Irrawaddy,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2030,7.19329,Irrawaddy,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2035,7.836531,Irrawaddy,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2040,8.553786,Irrawaddy,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2045,9.36467,Irrawaddy,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2050,10.06571,Irrawaddy,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2015,0.0460392,Kalimantan,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2020,0.0477168,Kalimantan,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2025,0.0496114,Kalimantan,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2030,0.0518555,Kalimantan,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2035,0.0520997,Kalimantan,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2040,0.0511792,Kalimantan,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2045,0.0505008,Kalimantan,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2050,0.0492615,Kalimantan,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2015,4.876955,Peninsula_Malaysia,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2020,5.183909,Peninsula_Malaysia,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2025,5.514385,Peninsula_Malaysia,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2030,5.766118,Peninsula_Malaysia,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2035,5.857445,Peninsula_Malaysia,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2040,5.745309,Peninsula_Malaysia,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2045,5.729847,Peninsula_Malaysia,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2050,5.637379,Peninsula_Malaysia,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2015,15.01325,Mekong,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,MiscCrop,Agricultural Production (Mt),2020,15.20294,Mekong,subBasin,pal_green
