scenario,region,sector,class,units,x,subRegion,subRegType,classPalette,value
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2010,La_Plata,subBasin,pal_green,41.128791
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2010,North_Brazil_South_Atlantic_Coast,subBasin,pal_green,0.3271078
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2010,Northeast_South_America_South_Atlantic_Coast,subBasin,pal_green,0.000751
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2010,Parnaiba,subBasin,pal_green,0.584536
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2010,Sao_Francisco,subBasin,pal_green,3.164426
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2010,Tocantins,subBasin,pal_green,1.76893722
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2010,Uruguay_Brazil_South_Atlantic_Coast,subBasin,pal_green,4.8638818
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2015,Amazon,subBasin,pal_green,2.494519
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2015,East_Brazil_South_Atlantic_Coast,subBasin,pal_green,1.42663944
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2015,La_Plata,subBasin,pal_green,46.787661
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2015,North_Brazil_South_Atlantic_Coast,subBasin,pal_green,0.4340853
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2015,Northeast_South_America_South_Atlantic_Coast,subBasin,pal_green,0.000851
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2015,Parnaiba,subBasin,pal_green,0.734091
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2015,Sao_Francisco,subBasin,pal_green,3.0927425
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2015,Tocantins,subBasin,pal_green,1.94983511
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2015,Uruguay_Brazil_South_Atlantic_Coast,subBasin,pal_green,5.4574344
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2020,Amazon,subBasin,pal_green,2.84108
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2020,East_Brazil_South_Atlantic_Coast,subBasin,pal_green,1.64793375
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2020,La_Plata,subBasin,pal_green,53.450756
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2020,North_Brazil_South_Atlantic_Coast,subBasin,pal_green,0.5457289
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2020,Northeast_South_America_South_Atlantic_Coast,subBasin,pal_green,0.000991
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2020,Parnaiba,subBasin,pal_green,0.92474
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2020,Sao_Francisco,subBasin,pal_green,3.5031695
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2020,Tocantins,subBasin,pal_green,2.22701981
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2020,Uruguay_Brazil_South_Atlantic_Coast,subBasin,pal_green,6.265319
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2025,Amazon,subBasin,pal_green,3.610761
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2025,East_Brazil_South_Atlantic_Coast,subBasin,pal_green,1.99982573
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2025,La_Plata,subBasin,pal_green,62.409738
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2025,North_Brazil_South_Atlantic_Coast,subBasin,pal_green,0.6836245
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2025,Northeast_South_America_South_Atlantic_Coast,subBasin,pal_green,0.0012
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2025,Parnaiba,subBasin,pal_green,1.246239
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2025,Sao_Francisco,subBasin,pal_green,4.6300141
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2025,Tocantins,subBasin,pal_green,2.77615885
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2025,Uruguay_Brazil_South_Atlantic_Coast,subBasin,pal_green,7.5391301
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2030,Amazon,subBasin,pal_green,4.3813
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2030,East_Brazil_South_Atlantic_Coast,subBasin,pal_green,2.21657652
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2030,La_Plata,subBasin,pal_green,70.864688
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2030,North_Brazil_South_Atlantic_Coast,subBasin,pal_green,0.7714755
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2030,Northeast_South_America_South_Atlantic_Coast,subBasin,pal_green,0.001324
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2030,Parnaiba,subBasin,pal_green,1.439642
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2030,Sao_Francisco,subBasin,pal_green,5.3879644
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2030,Tocantins,subBasin,pal_green,3.2156232
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2030,Uruguay_Brazil_South_Atlantic_Coast,subBasin,pal_green,8.5867661
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2035,Amazon,subBasin,pal_green,4.753325
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2035,East_Brazil_South_Atlantic_Coast,subBasin,pal_green,2.35047406
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2035,La_Plata,subBasin,pal_green,75.512331
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2035,North_Brazil_South_Atlantic_Coast,subBasin,pal_green,0.9296298
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2035,Northeast_South_America_South_Atlantic_Coast,subBasin,pal_green,0.001359
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2035,Parnaiba,subBasin,pal_green,1.713038
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2035,Sao_Francisco,subBasin,pal_green,6.3618111
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2035,Tocantins,subBasin,pal_green,3.6161303
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2035,Uruguay_Brazil_South_Atlantic_Coast,subBasin,pal_green,9.289081
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2040,Amazon,subBasin,pal_green,5.077073
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2040,East_Brazil_South_Atlantic_Coast,subBasin,pal_green,2.52866049
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2040,La_Plata,subBasin,pal_green,80.854708
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2040,North_Brazil_South_Atlantic_Coast,subBasin,pal_green,0.9927862
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2040,Northeast_South_America_South_Atlantic_Coast,subBasin,pal_green,0.001409
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2040,Parnaiba,subBasin,pal_green,1.967458
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2040,Sao_Francisco,subBasin,pal_green,7.1896759
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2040,Tocantins,subBasin,pal_green,3.8953875
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2040,Uruguay_Brazil_South_Atlantic_Coast,subBasin,pal_green,10.0716773
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2045,Amazon,subBasin,pal_green,5.64296379
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2045,East_Brazil_South_Atlantic_Coast,subBasin,pal_green,2.85385649
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2045,La_Plata,subBasin,pal_green,85.523655
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2045,North_Brazil_South_Atlantic_Coast,subBasin,pal_green,1.1629704
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2045,Northeast_South_America_South_Atlantic_Coast,subBasin,pal_green,0.001334
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2045,Parnaiba,subBasin,pal_green,2.55986104
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2045,Sao_Francisco,subBasin,pal_green,9.016608
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2045,Tocantins,subBasin,pal_green,4.264486
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2045,Uruguay_Brazil_South_Atlantic_Coast,subBasin,pal_green,11.1531183
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2050,Amazon,subBasin,pal_green,6.27051511
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2050,East_Brazil_South_Atlantic_Coast,subBasin,pal_green,3.17934609
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2050,La_Plata,subBasin,pal_green,91.753828
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2050,North_Brazil_South_Atlantic_Coast,subBasin,pal_green,1.3370186
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2050,Northeast_South_America_South_Atlantic_Coast,subBasin,pal_green,0.001302
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2050,Parnaiba,subBasin,pal_green,3.06941199
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2050,Sao_Francisco,subBasin,pal_green,10.8525426
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2050,Tocantins,subBasin,pal_green,4.68855
SSP2_ipsl_epic,Brazil,Corn,Corn,Agricultural Production (Mt),2050,Uruguay_Brazil_South_Atlantic_Coast,subBasin,pal_green,12.2174342
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),1990,Amazon,subBasin,pal_green,1.2400798
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),1990,East_Brazil_South_Atlantic_Coast,subBasin,pal_green,2.348818
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),1990,La_Plata,subBasin,pal_green,24.02065
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),1990,North_Brazil_South_Atlantic_Coast,subBasin,pal_green,0.29246992
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),1990,Northeast_South_America_South_Atlantic_Coast,subBasin,pal_green,0.0059788
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),1990,Parnaiba,subBasin,pal_green,0.3590474
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),1990,Sao_Francisco,subBasin,pal_green,2.36722
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),1990,Tocantins,subBasin,pal_green,1.2907041
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),1990,Uruguay_Brazil_South_Atlantic_Coast,subBasin,pal_green,9.266798
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2005,Amazon,subBasin,pal_green,1.6235407
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2005,East_Brazil_South_Atlantic_Coast,subBasin,pal_green,3.075131
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2005,La_Plata,subBasin,pal_green,31.44838
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2005,North_Brazil_South_Atlantic_Coast,subBasin,pal_green,0.38290811
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2005,Northeast_South_America_South_Atlantic_Coast,subBasin,pal_green,0.00782762
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2005,Parnaiba,subBasin,pal_green,0.4700728
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2005,Sao_Francisco,subBasin,pal_green,3.099216
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2005,Tocantins,subBasin,pal_green,1.68982
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2005,Uruguay_Brazil_South_Atlantic_Coast,subBasin,pal_green,12.13231
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2010,Amazon,subBasin,pal_green,1.7407805
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2010,East_Brazil_South_Atlantic_Coast,subBasin,pal_green,3.297193
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2010,La_Plata,subBasin,pal_green,33.71939
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2010,North_Brazil_South_Atlantic_Coast,subBasin,pal_green,0.41055932
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2010,Northeast_South_America_South_Atlantic_Coast,subBasin,pal_green,0.00839282
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2010,Parnaiba,subBasin,pal_green,0.5040173
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2010,Sao_Francisco,subBasin,pal_green,3.323024
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2010,Tocantins,subBasin,pal_green,1.811845
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2010,Uruguay_Brazil_South_Atlantic_Coast,subBasin,pal_green,13.00841
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2015,Amazon,subBasin,pal_green,1.6977852
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2015,East_Brazil_South_Atlantic_Coast,subBasin,pal_green,3.726128
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2015,La_Plata,subBasin,pal_green,34.20527
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2015,North_Brazil_South_Atlantic_Coast,subBasin,pal_green,0.52137101
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2015,Northeast_South_America_South_Atlantic_Coast,subBasin,pal_green,0.00829896
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2015,Parnaiba,subBasin,pal_green,0.618936
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2015,Sao_Francisco,subBasin,pal_green,3.23745
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2015,Tocantins,subBasin,pal_green,1.941245
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2015,Uruguay_Brazil_South_Atlantic_Coast,subBasin,pal_green,13.0167
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2020,Amazon,subBasin,pal_green,1.7196885
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2020,East_Brazil_South_Atlantic_Coast,subBasin,pal_green,3.890369
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2020,La_Plata,subBasin,pal_green,34.93327
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2020,North_Brazil_South_Atlantic_Coast,subBasin,pal_green,0.5805427
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2020,Northeast_South_America_South_Atlantic_Coast,subBasin,pal_green,0.00862514
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2020,Parnaiba,subBasin,pal_green,0.704693
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2020,Sao_Francisco,subBasin,pal_green,3.430539
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2020,Tocantins,subBasin,pal_green,2.094428
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2020,Uruguay_Brazil_South_Atlantic_Coast,subBasin,pal_green,13.5818
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2025,Amazon,subBasin,pal_green,1.9372486
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2025,East_Brazil_South_Atlantic_Coast,subBasin,pal_green,4.079386
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2025,La_Plata,subBasin,pal_green,36.07628
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2025,North_Brazil_South_Atlantic_Coast,subBasin,pal_green,0.6670944
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2025,Northeast_South_America_South_Atlantic_Coast,subBasin,pal_green,0.00905889
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2025,Parnaiba,subBasin,pal_green,0.8584595
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2025,Sao_Francisco,subBasin,pal_green,3.694041
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2025,Tocantins,subBasin,pal_green,2.386241
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2025,Uruguay_Brazil_South_Atlantic_Coast,subBasin,pal_green,13.82582
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2030,Amazon,subBasin,pal_green,2.1397007
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2030,East_Brazil_South_Atlantic_Coast,subBasin,pal_green,4.179929
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2030,La_Plata,subBasin,pal_green,38.24834
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2030,North_Brazil_South_Atlantic_Coast,subBasin,pal_green,0.7751094
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2030,Northeast_South_America_South_Atlantic_Coast,subBasin,pal_green,0.00928392
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2030,Parnaiba,subBasin,pal_green,1.0103695
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2030,Sao_Francisco,subBasin,pal_green,3.866309
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2030,Tocantins,subBasin,pal_green,2.662373
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2030,Uruguay_Brazil_South_Atlantic_Coast,subBasin,pal_green,13.75309
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2035,Amazon,subBasin,pal_green,2.3404667
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2035,East_Brazil_South_Atlantic_Coast,subBasin,pal_green,4.352074
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2035,La_Plata,subBasin,pal_green,40.7221
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2035,North_Brazil_South_Atlantic_Coast,subBasin,pal_green,0.8951662
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2035,Northeast_South_America_South_Atlantic_Coast,subBasin,pal_green,0.00968086
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2035,Parnaiba,subBasin,pal_green,1.1940316
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2035,Sao_Francisco,subBasin,pal_green,4.390914
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2035,Tocantins,subBasin,pal_green,2.975754
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2035,Uruguay_Brazil_South_Atlantic_Coast,subBasin,pal_green,14.53144
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2040,Amazon,subBasin,pal_green,2.4243566
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2040,East_Brazil_South_Atlantic_Coast,subBasin,pal_green,4.435354
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2040,La_Plata,subBasin,pal_green,42.38154
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2040,North_Brazil_South_Atlantic_Coast,subBasin,pal_green,0.9291236
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2040,Northeast_South_America_South_Atlantic_Coast,subBasin,pal_green,0.00957536
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2040,Parnaiba,subBasin,pal_green,1.3041375
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2040,Sao_Francisco,subBasin,pal_green,4.87237
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2040,Tocantins,subBasin,pal_green,3.081529
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2040,Uruguay_Brazil_South_Atlantic_Coast,subBasin,pal_green,15.35782
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2045,Amazon,subBasin,pal_green,2.7414602
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2045,East_Brazil_South_Atlantic_Coast,subBasin,pal_green,4.901654
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2045,La_Plata,subBasin,pal_green,44.01747
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2045,North_Brazil_South_Atlantic_Coast,subBasin,pal_green,1.123407
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2045,Northeast_South_America_South_Atlantic_Coast,subBasin,pal_green,0.00965539
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2045,Parnaiba,subBasin,pal_green,1.3631638
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2045,Sao_Francisco,subBasin,pal_green,5.790104
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2045,Tocantins,subBasin,pal_green,3.496112
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2045,Uruguay_Brazil_South_Atlantic_Coast,subBasin,pal_green,16.82762
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2050,Amazon,subBasin,pal_green,3.0883508
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2050,East_Brazil_South_Atlantic_Coast,subBasin,pal_green,5.377211
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2050,La_Plata,subBasin,pal_green,47.37463
SSP2_ipsl_epic,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),2050,North_Brazil_South_Atlantic_Coast,subBasin,pal_green,1.147104
