scenario,region,sector,class,units,x,value,subRegion,subRegType,classPalette
SSP2_Ref,Brazil,Corn,Corn,Agricultural Production (Mt),1990,0.000213,Amazon,subBasin,pal_green
SSP2_Ref,Brazil,Corn,Corn,Agricultural Production (Mt),1990,0.000174,Amazon,subBasin,pal_green
SSP2_Ref,Brazil,Corn,Corn,Agricultural Production (Mt),1990,0.559122,Amazon,subBasin,pal_green
SSP2_Ref,Brazil,Corn,Corn,Agricultural Production (Mt),1990,0.457463,Amazon,subBasin,pal_green
SSP2_Ref,Brazil,Corn,Corn,Agricultural Production (Mt),1990,0.000756,East_Brazil_South_Atlantic_Coast,subBasin,pal_green
SSP2_Ref,Brazil,Corn,Corn,Agricultural Production (Mt),1990,0.000618,East_Brazil_South_Atlantic_Coast,subBasin,pal_green
SSP2_Ref,Brazil,Corn,Corn,Agricultural Production (Mt),1990,0.282202,East_Brazil_South_Atlantic_Coast,subBasin,pal_green
SSP2_Ref,Brazil,Corn,Corn,Agricultural Production (Mt),1990,0.230893,East_Brazil_South_Atlantic_Coast,subBasin,pal_green
SSP2_Ref,Brazil,Corn,Corn,Agricultural Production (Mt),1990,1.34E-05,North_Brazil_South_Atlantic_Coast,subBasin,pal_green
SSP2_Ref,Brazil,Corn,Corn,Agricultural Production (Mt),1990,1.09E-05,North_Brazil_South_Atlantic_Coast,subBasin,pal_green
SSP2_Ref,Brazil,Corn,Corn,Agricultural Production (Mt),1990,0.0826979,North_Brazil_South_Atlantic_Coast,subBasin,pal_green
SSP2_Ref,Brazil,Corn,Corn,Agricultural Production (Mt),1990,0.0676619,North_Brazil_South_Atlantic_Coast,subBasin,pal_green
SSP2_Ref,Brazil,Corn,Corn,Agricultural Production (Mt),1990,0.0100009,Uruguay_Brazil_South_Atlantic_Coast,subBasin,pal_green
SSP2_Ref,Brazil,Corn,Corn,Agricultural Production (Mt),1990,0.00818261,Uruguay_Brazil_South_Atlantic_Coast,subBasin,pal_green
SSP2_Ref,Brazil,Corn,Corn,Agricultural Production (Mt),1990,1.21986,Uruguay_Brazil_South_Atlantic_Coast,subBasin,pal_green
SSP2_Ref,Brazil,Corn,Corn,Agricultural Production (Mt),1990,0.998068,Uruguay_Brazil_South_Atlantic_Coast,subBasin,pal_green
SSP2_Ref,Brazil,Corn,Corn,Agricultural Production (Mt),1990,0.000254,Parnaiba,subBasin,pal_green
SSP2_Ref,Brazil,Corn,Corn,Agricultural Production (Mt),1990,0.000208,Parnaiba,subBasin,pal_green
SSP2_Ref,Brazil,Corn,Corn,Agricultural Production (Mt),1990,0.147549,Parnaiba,subBasin,pal_green
SSP2_Ref,Brazil,Corn,Corn,Agricultural Production (Mt),1990,0.120722,Parnaiba,subBasin,pal_green
SSP2_Ref,Brazil,Corn,Corn,Agricultural Production (Mt),1990,0.0987632,La_Plata,subBasin,pal_green
SSP2_Ref,Brazil,Corn,Corn,Agricultural Production (Mt),1990,0.0808063,La_Plata,subBasin,pal_green
SSP2_Ref,Brazil,Corn,Corn,Agricultural Production (Mt),1990,10.3009,La_Plata,subBasin,pal_green
SSP2_Ref,Brazil,Corn,Corn,Agricultural Production (Mt),1990,8.42802,La_Plata,subBasin,pal_green
SSP2_Ref,Brazil,Corn,Corn,Agricultural Production (Mt),1990,0.00019,Northeast_South_America_South_Atlantic_Coast,subBasin,pal_green
SSP2_Ref,Brazil,Corn,Corn,Agricultural Production (Mt),1990,0.000155,Northeast_South_America_South_Atlantic_Coast,subBasin,pal_green
SSP2_Ref,Brazil,Corn,Corn,Agricultural Production (Mt),1990,0.0216207,Sao_Francisco,subBasin,pal_green
SSP2_Ref,Brazil,Corn,Corn,Agricultural Production (Mt),1990,0.0176896,Sao_Francisco,subBasin,pal_green
SSP2_Ref,Brazil,Corn,Corn,Agricultural Production (Mt),1990,0.778524,Sao_Francisco,subBasin,pal_green
SSP2_Ref,Brazil,Corn,Corn,Agricultural Production (Mt),1990,0.636974,Sao_Francisco,subBasin,pal_green
SSP2_Ref,Brazil,Corn,Corn,Agricultural Production (Mt),1990,0.00492061,Tocantins,subBasin,pal_green
SSP2_Ref,Brazil,Corn,Corn,Agricultural Production (Mt),1990,0.004026,Tocantins,subBasin,pal_green
SSP2_Ref,Brazil,Corn,Corn,Agricultural Production (Mt),1990,0.442366,Tocantins,subBasin,pal_green
SSP2_Ref,Brazil,Corn,Corn,Agricultural Production (Mt),1990,0.361936,Tocantins,subBasin,pal_green
SSP2_Ref,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),1990,0.0252053,Amazon,subBasin,pal_green
SSP2_Ref,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),1990,0.0206225,Amazon,subBasin,pal_green
SSP2_Ref,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),1990,0.656839,Amazon,subBasin,pal_green
SSP2_Ref,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),1990,0.537413,Amazon,subBasin,pal_green
SSP2_Ref,Brazil,MiscCrop,MiscCrop,Agricultural Production (Mt),1990,0.173378,East_Brazil_South_Atlantic_Coast,subBasin,pal_green
