scenario,region,sector,subRegion,class,units,x,value,subRegType,classPalette
SSP2_ipsl_epic,Southeast Asia,Corn,Hong,Corn,Agricultural Production (Mt),2020,0.877364,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Hong,Corn,Agricultural Production (Mt),2025,0.9032,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Hong,Corn,Agricultural Production (Mt),2030,0.877558,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Hong,Corn,Agricultural Production (Mt),2035,0.917003,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Hong,Corn,Agricultural Production (Mt),2040,0.945101,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Hong,Corn,Agricultural Production (Mt),2045,0.955959,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Hong,Corn,Agricultural Production (Mt),2050,0.958504,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,IdnE,Corn,Agricultural Production (Mt),2015,0.000344,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,IdnE,Corn,Agricultural Production (Mt),2020,0.000296,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,IdnE,Corn,Agricultural Production (Mt),2025,0.000268,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,IdnE,Corn,Agricultural Production (Mt),2030,0.000225,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,IdnE,Corn,Agricultural Production (Mt),2035,0.0002006,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,IdnE,Corn,Agricultural Production (Mt),2040,0.0001984,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,IdnE,Corn,Agricultural Production (Mt),2045,0.0001956,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,IdnE,Corn,Agricultural Production (Mt),2050,0.00019,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,IrianJaya,Corn,Agricultural Production (Mt),2015,0.0601743,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,IrianJaya,Corn,Agricultural Production (Mt),2020,0.0606276,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,IrianJaya,Corn,Agricultural Production (Mt),2025,0.0637507,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,IrianJaya,Corn,Agricultural Production (Mt),2030,0.0642425,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,IrianJaya,Corn,Agricultural Production (Mt),2035,0.0684281,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,IrianJaya,Corn,Agricultural Production (Mt),2040,0.0721075,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,IrianJaya,Corn,Agricultural Production (Mt),2045,0.0757128,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,IrianJaya,Corn,Agricultural Production (Mt),2050,0.0770806,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,IrrawaddyR,Corn,Agricultural Production (Mt),2015,0.3687025,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,IrrawaddyR,Corn,Agricultural Production (Mt),2020,0.3580679,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,IrrawaddyR,Corn,Agricultural Production (Mt),2025,0.3533918,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,IrrawaddyR,Corn,Agricultural Production (Mt),2030,0.3392688,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,IrrawaddyR,Corn,Agricultural Production (Mt),2035,0.3242332,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,IrrawaddyR,Corn,Agricultural Production (Mt),2040,0.3288057,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,IrrawaddyR,Corn,Agricultural Production (Mt),2045,0.3217431,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,IrrawaddyR,Corn,Agricultural Production (Mt),2050,0.3048105,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,JavaTimor,Corn,Agricultural Production (Mt),2015,0.1256084,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,JavaTimor,Corn,Agricultural Production (Mt),2020,0.1152719,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,JavaTimor,Corn,Agricultural Production (Mt),2025,0.1112703,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,JavaTimor,Corn,Agricultural Production (Mt),2030,0.1020254,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,JavaTimor,Corn,Agricultural Production (Mt),2035,0.0967212,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,JavaTimor,Corn,Agricultural Production (Mt),2040,0.0966039,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,JavaTimor,Corn,Agricultural Production (Mt),2045,0.0948693,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,JavaTimor,Corn,Agricultural Production (Mt),2050,0.0926615,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Kalimantan,Corn,Agricultural Production (Mt),2015,0.00141,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Kalimantan,Corn,Agricultural Production (Mt),2020,0.001436,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Kalimantan,Corn,Agricultural Production (Mt),2025,0.001553,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Kalimantan,Corn,Agricultural Production (Mt),2030,0.001613,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Kalimantan,Corn,Agricultural Production (Mt),2035,0.00171,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Kalimantan,Corn,Agricultural Production (Mt),2040,0.00181119,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Kalimantan,Corn,Agricultural Production (Mt),2045,0.00188191,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Kalimantan,Corn,Agricultural Production (Mt),2050,0.00191925,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Korea,Corn,Agricultural Production (Mt),2015,1.830436,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Korea,Corn,Agricultural Production (Mt),2020,1.782757,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Korea,Corn,Agricultural Production (Mt),2025,1.850563,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Korea,Corn,Agricultural Production (Mt),2030,1.874845,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Korea,Corn,Agricultural Production (Mt),2035,1.942421,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Korea,Corn,Agricultural Production (Mt),2040,2.037758,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Korea,Corn,Agricultural Production (Mt),2045,2.120355,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Korea,Corn,Agricultural Production (Mt),2050,2.204823,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,MalaysiaP,Corn,Agricultural Production (Mt),2015,0.28850046,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,MalaysiaP,Corn,Agricultural Production (Mt),2020,0.29382435,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,MalaysiaP,Corn,Agricultural Production (Mt),2025,0.31787475,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,MalaysiaP,Corn,Agricultural Production (Mt),2030,0.32609019,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,MalaysiaP,Corn,Agricultural Production (Mt),2035,0.33768542,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,MalaysiaP,Corn,Agricultural Production (Mt),2040,0.34701921,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,MalaysiaP,Corn,Agricultural Production (Mt),2045,0.34974931,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,MalaysiaP,Corn,Agricultural Production (Mt),2050,0.35091999,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Mekong,Corn,Agricultural Production (Mt),2015,2.9633481,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Mekong,Corn,Agricultural Production (Mt),2020,2.8706177,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Mekong,Corn,Agricultural Production (Mt),2025,2.9605909,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Mekong,Corn,Agricultural Production (Mt),2030,2.9434194,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Mekong,Corn,Agricultural Production (Mt),2035,3.0739532,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Mekong,Corn,Agricultural Production (Mt),2040,3.1508828,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Mekong,Corn,Agricultural Production (Mt),2045,3.1926485,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Mekong,Corn,Agricultural Production (Mt),2050,3.1698981,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,PapuaCst,Corn,Agricultural Production (Mt),2015,0.1461169,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,PapuaCst,Corn,Agricultural Production (Mt),2020,0.1450113,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,PapuaCst,Corn,Agricultural Production (Mt),2025,0.1526637,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,PapuaCst,Corn,Agricultural Production (Mt),2030,0.1558078,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,PapuaCst,Corn,Agricultural Production (Mt),2035,0.1685172,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,PapuaCst,Corn,Agricultural Production (Mt),2040,0.1777873,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,PapuaCst,Corn,Agricultural Production (Mt),2045,0.1879348,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,PapuaCst,Corn,Agricultural Production (Mt),2050,0.1957069,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Phlppns,Corn,Agricultural Production (Mt),2015,7.4937,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Phlppns,Corn,Agricultural Production (Mt),2020,7.85751,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Phlppns,Corn,Agricultural Production (Mt),2025,8.73045,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Phlppns,Corn,Agricultural Production (Mt),2030,9.17101,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Phlppns,Corn,Agricultural Production (Mt),2035,10.56083,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Phlppns,Corn,Agricultural Production (Mt),2040,11.80771,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Phlppns,Corn,Agricultural Production (Mt),2045,13.22421,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Phlppns,Corn,Agricultural Production (Mt),2050,14.64165,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,RusCstSE,Corn,Agricultural Production (Mt),2015,0.1139213,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,RusCstSE,Corn,Agricultural Production (Mt),2020,0.1142481,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,RusCstSE,Corn,Agricultural Production (Mt),2025,0.1194243,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,RusCstSE,Corn,Agricultural Production (Mt),2030,0.121805,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,RusCstSE,Corn,Agricultural Production (Mt),2035,0.1278449,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,RusCstSE,Corn,Agricultural Production (Mt),2040,0.1344258,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,RusCstSE,Corn,Agricultural Production (Mt),2045,0.1402319,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,RusCstSE,Corn,Agricultural Production (Mt),2050,0.144802,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Salween,Corn,Agricultural Production (Mt),2015,0.28394488,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Salween,Corn,Agricultural Production (Mt),2020,0.28223508,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Salween,Corn,Agricultural Production (Mt),2025,0.28733068,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Salween,Corn,Agricultural Production (Mt),2030,0.2926761,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Salween,Corn,Agricultural Production (Mt),2035,0.29459967,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Salween,Corn,Agricultural Production (Mt),2040,0.31024255,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Salween,Corn,Agricultural Production (Mt),2045,0.32289569,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,Salween,Corn,Agricultural Production (Mt),2050,0.31588251,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,SChinaSea,Corn,Agricultural Production (Mt),2015,0.01369297,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,SChinaSea,Corn,Agricultural Production (Mt),2020,0.01283727,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,SChinaSea,Corn,Agricultural Production (Mt),2025,0.01344943,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,SChinaSea,Corn,Agricultural Production (Mt),2030,0.01319055,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,SChinaSea,Corn,Agricultural Production (Mt),2035,0.01458139,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,SChinaSea,Corn,Agricultural Production (Mt),2040,0.01511166,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,SChinaSea,Corn,Agricultural Production (Mt),2045,0.01546806,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,SChinaSea,Corn,Agricultural Production (Mt),2050,0.01578462,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,SepikR,Corn,Agricultural Production (Mt),2015,0.0716287,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,SepikR,Corn,Agricultural Production (Mt),2020,0.0707661,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,SepikR,Corn,Agricultural Production (Mt),2025,0.0730474,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,SepikR,Corn,Agricultural Production (Mt),2030,0.0723309,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,SepikR,Corn,Agricultural Production (Mt),2035,0.0753935,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,SepikR,Corn,Agricultural Production (Mt),2040,0.0780233,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,SepikR,Corn,Agricultural Production (Mt),2045,0.0809897,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,SepikR,Corn,Agricultural Production (Mt),2050,0.0813888,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,SittaungR,Corn,Agricultural Production (Mt),2015,0.01678928,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,SittaungR,Corn,Agricultural Production (Mt),2020,0.01681548,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,SittaungR,Corn,Agricultural Production (Mt),2025,0.01665836,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,SittaungR,Corn,Agricultural Production (Mt),2030,0.01612406,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,SittaungR,Corn,Agricultural Production (Mt),2035,0.01509542,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,SittaungR,Corn,Agricultural Production (Mt),2040,0.01492885,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,SittaungR,Corn,Agricultural Production (Mt),2045,0.01418351,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,SittaungR,Corn,Agricultural Production (Mt),2050,0.01374453,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,ThaiGulf,Corn,Agricultural Production (Mt),2015,0.73586434,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,ThaiGulf,Corn,Agricultural Production (Mt),2020,0.72733236,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,ThaiGulf,Corn,Agricultural Production (Mt),2025,0.74787047,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,ThaiGulf,Corn,Agricultural Production (Mt),2030,0.74111696,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,ThaiGulf,Corn,Agricultural Production (Mt),2035,0.75930371,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,ThaiGulf,Corn,Agricultural Production (Mt),2040,0.7728652,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,ThaiGulf,Corn,Agricultural Production (Mt),2045,0.77773984,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,ThaiGulf,Corn,Agricultural Production (Mt),2050,0.77550092,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,VietnamCst,Corn,Agricultural Production (Mt),2015,1.548277,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,VietnamCst,Corn,Agricultural Production (Mt),2020,1.494922,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,VietnamCst,Corn,Agricultural Production (Mt),2025,1.579158,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,VietnamCst,Corn,Agricultural Production (Mt),2030,1.579567,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,VietnamCst,Corn,Agricultural Production (Mt),2035,1.740005,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,VietnamCst,Corn,Agricultural Production (Mt),2040,1.889813,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,VietnamCst,Corn,Agricultural Production (Mt),2045,1.977605,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,VietnamCst,Corn,Agricultural Production (Mt),2050,2.117485,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,XunJiang,Corn,Agricultural Production (Mt),2015,0.1374324,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,XunJiang,Corn,Agricultural Production (Mt),2020,0.12923516,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,XunJiang,Corn,Agricultural Production (Mt),2025,0.13479554,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,XunJiang,Corn,Agricultural Production (Mt),2030,0.13416278,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,XunJiang,Corn,Agricultural Production (Mt),2035,0.14596121,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,XunJiang,Corn,Agricultural Production (Mt),2040,0.15127949,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,XunJiang,Corn,Agricultural Production (Mt),2045,0.14924151,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,Corn,XunJiang,Corn,Agricultural Production (Mt),2050,0.14586795,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,BengalBay,MiscCrop,Agricultural Production (Mt),2015,0.56740302,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,BengalBay,MiscCrop,Agricultural Production (Mt),2020,0.58601125,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,BengalBay,MiscCrop,Agricultural Production (Mt),2025,0.5930036,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,BengalBay,MiscCrop,Agricultural Production (Mt),2030,0.61584518,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,BengalBay,MiscCrop,Agricultural Production (Mt),2035,0.63988451,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,BengalBay,MiscCrop,Agricultural Production (Mt),2040,0.65025888,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,BengalBay,MiscCrop,Agricultural Production (Mt),2045,0.67462664,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,BengalBay,MiscCrop,Agricultural Production (Mt),2050,0.69051839,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,BoHai,MiscCrop,Agricultural Production (Mt),2015,1.232944,subBasin,pal_green
SSP2_ipsl_epic,Southeast Asia,MiscCrop,BoHai,MiscCrop,Agricultural Production (Mt),2020,1.375911,subBasin,pal_green
