scenario,region,sector,subRegion,class,units,x,value,subRegType,classPalette
SSP2_CI_AgWat,China,OilCrop,Mekong,OilCrop,Agricultural Production (Mt),2035,0.1754127,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,Mekong,OilCrop,Agricultural Production (Mt),2040,0.1878588,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,Mekong,OilCrop,Agricultural Production (Mt),2045,0.184946,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,Mekong,OilCrop,Agricultural Production (Mt),2050,0.1889772,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,ObR,OilCrop,Agricultural Production (Mt),2010,0.02613793,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,ObR,OilCrop,Agricultural Production (Mt),2015,0.02970279,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,ObR,OilCrop,Agricultural Production (Mt),2020,0.03356331,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,ObR,OilCrop,Agricultural Production (Mt),2025,0.03713677,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,ObR,OilCrop,Agricultural Production (Mt),2030,0.04257772,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,ObR,OilCrop,Agricultural Production (Mt),2035,0.04966328,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,ObR,OilCrop,Agricultural Production (Mt),2040,0.05989094,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,ObR,OilCrop,Agricultural Production (Mt),2045,0.0690478,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,ObR,OilCrop,Agricultural Production (Mt),2050,0.0679277,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,RusCstSE,OilCrop,Agricultural Production (Mt),2010,0.0969998,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,RusCstSE,OilCrop,Agricultural Production (Mt),2015,0.126559,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,RusCstSE,OilCrop,Agricultural Production (Mt),2020,0.1401638,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,RusCstSE,OilCrop,Agricultural Production (Mt),2025,0.1460834,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,RusCstSE,OilCrop,Agricultural Production (Mt),2030,0.1383229,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,RusCstSE,OilCrop,Agricultural Production (Mt),2035,0.1277124,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,RusCstSE,OilCrop,Agricultural Production (Mt),2040,0.1238473,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,RusCstSE,OilCrop,Agricultural Production (Mt),2045,0.1144556,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,RusCstSE,OilCrop,Agricultural Production (Mt),2050,0.1027708,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,Salween,OilCrop,Agricultural Production (Mt),2010,0.05399781,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,Salween,OilCrop,Agricultural Production (Mt),2015,0.0547005,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,Salween,OilCrop,Agricultural Production (Mt),2020,0.05745327,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,Salween,OilCrop,Agricultural Production (Mt),2025,0.05766581,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,Salween,OilCrop,Agricultural Production (Mt),2030,0.0613756,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,Salween,OilCrop,Agricultural Production (Mt),2035,0.06872588,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,Salween,OilCrop,Agricultural Production (Mt),2040,0.0757025,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,Salween,OilCrop,Agricultural Production (Mt),2045,0.07697295,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,Salween,OilCrop,Agricultural Production (Mt),2050,0.07239095,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,SChinaSea,OilCrop,Agricultural Production (Mt),2010,0.5315174,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,SChinaSea,OilCrop,Agricultural Production (Mt),2015,0.5106795,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,SChinaSea,OilCrop,Agricultural Production (Mt),2020,0.4941812,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,SChinaSea,OilCrop,Agricultural Production (Mt),2025,0.4924693,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,SChinaSea,OilCrop,Agricultural Production (Mt),2030,0.4991406,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,SChinaSea,OilCrop,Agricultural Production (Mt),2035,0.5175952,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,SChinaSea,OilCrop,Agricultural Production (Mt),2040,0.5317953,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,SChinaSea,OilCrop,Agricultural Production (Mt),2045,0.5180047,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,SChinaSea,OilCrop,Agricultural Production (Mt),2050,0.5048207,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,SyrDaryaR,OilCrop,Agricultural Production (Mt),2010,1.13E-05,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,SyrDaryaR,OilCrop,Agricultural Production (Mt),2015,1.10E-05,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,SyrDaryaR,OilCrop,Agricultural Production (Mt),2020,1.22E-05,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,SyrDaryaR,OilCrop,Agricultural Production (Mt),2025,1.20E-05,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,SyrDaryaR,OilCrop,Agricultural Production (Mt),2030,1.25E-05,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,SyrDaryaR,OilCrop,Agricultural Production (Mt),2035,1.41E-05,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,SyrDaryaR,OilCrop,Agricultural Production (Mt),2040,1.69E-05,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,SyrDaryaR,OilCrop,Agricultural Production (Mt),2045,2.09E-05,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,SyrDaryaR,OilCrop,Agricultural Production (Mt),2050,1.88E-05,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,Taiwan,OilCrop,Agricultural Production (Mt),2010,0.0839069,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,Taiwan,OilCrop,Agricultural Production (Mt),2015,0.0784367,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,Taiwan,OilCrop,Agricultural Production (Mt),2020,0.0746174,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,Taiwan,OilCrop,Agricultural Production (Mt),2025,0.0719151,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,Taiwan,OilCrop,Agricultural Production (Mt),2030,0.0683315,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,Taiwan,OilCrop,Agricultural Production (Mt),2035,0.0642186,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,Taiwan,OilCrop,Agricultural Production (Mt),2040,0.0626946,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,Taiwan,OilCrop,Agricultural Production (Mt),2045,0.0587573,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,Taiwan,OilCrop,Agricultural Production (Mt),2050,0.053517,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,Tarim,OilCrop,Agricultural Production (Mt),2010,0.1316353,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,Tarim,OilCrop,Agricultural Production (Mt),2015,0.1927844,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,Tarim,OilCrop,Agricultural Production (Mt),2020,0.2439018,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,Tarim,OilCrop,Agricultural Production (Mt),2025,0.2716501,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,Tarim,OilCrop,Agricultural Production (Mt),2030,0.2952895,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,Tarim,OilCrop,Agricultural Production (Mt),2035,0.336753,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,Tarim,OilCrop,Agricultural Production (Mt),2040,0.395684,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,Tarim,OilCrop,Agricultural Production (Mt),2045,0.4324103,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,Tarim,OilCrop,Agricultural Production (Mt),2050,0.4527822,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,Tibet,OilCrop,Agricultural Production (Mt),2010,0.000628,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,Tibet,OilCrop,Agricultural Production (Mt),2015,0.000709,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,Tibet,OilCrop,Agricultural Production (Mt),2020,0.00083,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,Tibet,OilCrop,Agricultural Production (Mt),2025,0.000969,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,Tibet,OilCrop,Agricultural Production (Mt),2030,0.001094,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,Tibet,OilCrop,Agricultural Production (Mt),2035,0.001239,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,Tibet,OilCrop,Agricultural Production (Mt),2040,0.001427,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,Tibet,OilCrop,Agricultural Production (Mt),2045,0.001553,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,Tibet,OilCrop,Agricultural Production (Mt),2050,0.001628,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,XunJiang,OilCrop,Agricultural Production (Mt),2010,1.856566,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,XunJiang,OilCrop,Agricultural Production (Mt),2015,1.85793,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,XunJiang,OilCrop,Agricultural Production (Mt),2020,1.894292,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,XunJiang,OilCrop,Agricultural Production (Mt),2025,1.920102,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,XunJiang,OilCrop,Agricultural Production (Mt),2030,1.979139,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,XunJiang,OilCrop,Agricultural Production (Mt),2035,2.046096,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,XunJiang,OilCrop,Agricultural Production (Mt),2040,2.141174,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,XunJiang,OilCrop,Agricultural Production (Mt),2045,2.127589,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,XunJiang,OilCrop,Agricultural Production (Mt),2050,2.06919,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,Yangtze,OilCrop,Agricultural Production (Mt),2010,19.05221,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,Yangtze,OilCrop,Agricultural Production (Mt),2015,20.12198,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,Yangtze,OilCrop,Agricultural Production (Mt),2020,20.16505,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,Yangtze,OilCrop,Agricultural Production (Mt),2025,21.51606,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,Yangtze,OilCrop,Agricultural Production (Mt),2030,23.52281,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,Yangtze,OilCrop,Agricultural Production (Mt),2035,25.26158,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,Yangtze,OilCrop,Agricultural Production (Mt),2040,27.796,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,Yangtze,OilCrop,Agricultural Production (Mt),2045,30.40666,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,Yangtze,OilCrop,Agricultural Production (Mt),2050,32.58234,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,ZiyaHe,OilCrop,Agricultural Production (Mt),2010,4.394869,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,ZiyaHe,OilCrop,Agricultural Production (Mt),2015,4.638637,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,ZiyaHe,OilCrop,Agricultural Production (Mt),2020,4.472333,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,ZiyaHe,OilCrop,Agricultural Production (Mt),2025,4.325254,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,ZiyaHe,OilCrop,Agricultural Production (Mt),2030,4.602414,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,ZiyaHe,OilCrop,Agricultural Production (Mt),2035,4.5341,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,ZiyaHe,OilCrop,Agricultural Production (Mt),2040,4.224785,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,ZiyaHe,OilCrop,Agricultural Production (Mt),2045,4.246386,subBasin,pal_green
SSP2_CI_AgWat,China,OilCrop,ZiyaHe,OilCrop,Agricultural Production (Mt),2050,4.2546,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,AmurR,Rice,Agricultural Production (Mt),2010,8.507866,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,AmurR,Rice,Agricultural Production (Mt),2015,8.943103,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,AmurR,Rice,Agricultural Production (Mt),2020,9.476215,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,AmurR,Rice,Agricultural Production (Mt),2025,9.220325,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,AmurR,Rice,Agricultural Production (Mt),2030,9.006911,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,AmurR,Rice,Agricultural Production (Mt),2035,9.040136,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,AmurR,Rice,Agricultural Production (Mt),2040,9.347947,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,AmurR,Rice,Agricultural Production (Mt),2045,9.420496,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,AmurR,Rice,Agricultural Production (Mt),2050,9.378777,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,BoHai,Rice,Agricultural Production (Mt),2010,4.223584,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,BoHai,Rice,Agricultural Production (Mt),2015,4.158143,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,BoHai,Rice,Agricultural Production (Mt),2020,4.220472,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,BoHai,Rice,Agricultural Production (Mt),2025,4.176632,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,BoHai,Rice,Agricultural Production (Mt),2030,4.033314,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,BoHai,Rice,Agricultural Production (Mt),2035,3.941117,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,BoHai,Rice,Agricultural Production (Mt),2040,4.011844,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,BoHai,Rice,Agricultural Production (Mt),2045,4.07326,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,BoHai,Rice,Agricultural Production (Mt),2050,4.097029,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,ChinaCst,Rice,Agricultural Production (Mt),2010,39.550099,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,ChinaCst,Rice,Agricultural Production (Mt),2015,39.722531,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,ChinaCst,Rice,Agricultural Production (Mt),2020,40.535912,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,ChinaCst,Rice,Agricultural Production (Mt),2025,40.660665,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,ChinaCst,Rice,Agricultural Production (Mt),2030,40.323204,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,ChinaCst,Rice,Agricultural Production (Mt),2035,40.835918,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,ChinaCst,Rice,Agricultural Production (Mt),2040,41.863506,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,ChinaCst,Rice,Agricultural Production (Mt),2045,43.07236,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,ChinaCst,Rice,Agricultural Production (Mt),2050,42.83154,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,GangesR,Rice,Agricultural Production (Mt),2010,0.0032245,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,GangesR,Rice,Agricultural Production (Mt),2015,0.003383336,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,GangesR,Rice,Agricultural Production (Mt),2020,0.003740303,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,GangesR,Rice,Agricultural Production (Mt),2025,0.003695203,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,GangesR,Rice,Agricultural Production (Mt),2030,0.003911272,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,GangesR,Rice,Agricultural Production (Mt),2035,0.004605804,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,GangesR,Rice,Agricultural Production (Mt),2040,0.004942452,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,GangesR,Rice,Agricultural Production (Mt),2045,0.004642052,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,GangesR,Rice,Agricultural Production (Mt),2050,0.004762453,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,Gobi,Rice,Agricultural Production (Mt),2010,0.1004288,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,Gobi,Rice,Agricultural Production (Mt),2015,0.1009989,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,Gobi,Rice,Agricultural Production (Mt),2020,0.1073991,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,Gobi,Rice,Agricultural Production (Mt),2025,0.1111579,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,Gobi,Rice,Agricultural Production (Mt),2030,0.111745,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,Gobi,Rice,Agricultural Production (Mt),2035,0.120534,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,Gobi,Rice,Agricultural Production (Mt),2040,0.1316084,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,Gobi,Rice,Agricultural Production (Mt),2045,0.1380752,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,Gobi,Rice,Agricultural Production (Mt),2050,0.145709,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,Hainan,Rice,Agricultural Production (Mt),2010,1.412454,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,Hainan,Rice,Agricultural Production (Mt),2015,1.430027,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,Hainan,Rice,Agricultural Production (Mt),2020,1.467419,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,Hainan,Rice,Agricultural Production (Mt),2025,1.46435,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,Hainan,Rice,Agricultural Production (Mt),2030,1.461468,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,Hainan,Rice,Agricultural Production (Mt),2035,1.487595,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,Hainan,Rice,Agricultural Production (Mt),2040,1.533885,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,Hainan,Rice,Agricultural Production (Mt),2045,1.562413,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,Hainan,Rice,Agricultural Production (Mt),2050,1.571027,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,Hong,Rice,Agricultural Production (Mt),2010,1.0948229,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,Hong,Rice,Agricultural Production (Mt),2015,1.12702067,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,Hong,Rice,Agricultural Production (Mt),2020,1.11774423,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,Hong,Rice,Agricultural Production (Mt),2025,1.10143881,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,Hong,Rice,Agricultural Production (Mt),2030,1.23870549,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,Hong,Rice,Agricultural Production (Mt),2035,1.32663528,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,Hong,Rice,Agricultural Production (Mt),2040,1.56471259,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,Hong,Rice,Agricultural Production (Mt),2045,1.70610957,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,Hong,Rice,Agricultural Production (Mt),2050,1.67715778,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,HuangHeR,Rice,Agricultural Production (Mt),2010,1.053664,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,HuangHeR,Rice,Agricultural Production (Mt),2015,1.064259,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,HuangHeR,Rice,Agricultural Production (Mt),2020,1.098594,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,HuangHeR,Rice,Agricultural Production (Mt),2025,1.122182,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,HuangHeR,Rice,Agricultural Production (Mt),2030,1.084047,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,HuangHeR,Rice,Agricultural Production (Mt),2035,1.107211,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,HuangHeR,Rice,Agricultural Production (Mt),2040,1.21179,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,HuangHeR,Rice,Agricultural Production (Mt),2045,1.253252,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,HuangHeR,Rice,Agricultural Production (Mt),2050,1.29617,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,IndusR,Rice,Agricultural Production (Mt),2010,0.0001782,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,IndusR,Rice,Agricultural Production (Mt),2015,0.0001654,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,IndusR,Rice,Agricultural Production (Mt),2020,0.0001923,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,IndusR,Rice,Agricultural Production (Mt),2025,0.0002062,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,IndusR,Rice,Agricultural Production (Mt),2030,0.0001919,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,IndusR,Rice,Agricultural Production (Mt),2035,0.0001924,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,IndusR,Rice,Agricultural Production (Mt),2040,0.0001718,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,IndusR,Rice,Agricultural Production (Mt),2045,0.0001779,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,IndusR,Rice,Agricultural Production (Mt),2050,0.0001595,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,IrrawaddyR,Rice,Agricultural Production (Mt),2010,0.412764,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,IrrawaddyR,Rice,Agricultural Production (Mt),2015,0.453611,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,IrrawaddyR,Rice,Agricultural Production (Mt),2020,0.483457,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,IrrawaddyR,Rice,Agricultural Production (Mt),2025,0.469825,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,IrrawaddyR,Rice,Agricultural Production (Mt),2030,0.464867,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,IrrawaddyR,Rice,Agricultural Production (Mt),2035,0.467788,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,IrrawaddyR,Rice,Agricultural Production (Mt),2040,0.497704,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,IrrawaddyR,Rice,Agricultural Production (Mt),2045,0.491595,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,IrrawaddyR,Rice,Agricultural Production (Mt),2050,0.48186,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,LBalkash,Rice,Agricultural Production (Mt),2010,0.0255837,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,LBalkash,Rice,Agricultural Production (Mt),2015,0.0273425,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,LBalkash,Rice,Agricultural Production (Mt),2020,0.0302451,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,LBalkash,Rice,Agricultural Production (Mt),2025,0.0327211,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,LBalkash,Rice,Agricultural Production (Mt),2030,0.0365374,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,LBalkash,Rice,Agricultural Production (Mt),2035,0.0408489,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,LBalkash,Rice,Agricultural Production (Mt),2040,0.0427556,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,LBalkash,Rice,Agricultural Production (Mt),2045,0.0434597,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,LBalkash,Rice,Agricultural Production (Mt),2050,0.0443342,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,Mekong,Rice,Agricultural Production (Mt),2010,1.034667,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,Mekong,Rice,Agricultural Production (Mt),2015,0.948434,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,Mekong,Rice,Agricultural Production (Mt),2020,0.8381901,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,Mekong,Rice,Agricultural Production (Mt),2025,1.230041,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,Mekong,Rice,Agricultural Production (Mt),2030,1.423825,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,Mekong,Rice,Agricultural Production (Mt),2035,1.56454,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,Mekong,Rice,Agricultural Production (Mt),2040,1.52012,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,Mekong,Rice,Agricultural Production (Mt),2045,1.535551,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,Mekong,Rice,Agricultural Production (Mt),2050,1.535615,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,ObR,Rice,Agricultural Production (Mt),2010,0.001,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,ObR,Rice,Agricultural Production (Mt),2015,0.001014,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,ObR,Rice,Agricultural Production (Mt),2020,0.001088,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,ObR,Rice,Agricultural Production (Mt),2025,0.001139,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,ObR,Rice,Agricultural Production (Mt),2030,0.001167,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,ObR,Rice,Agricultural Production (Mt),2035,0.001185,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,ObR,Rice,Agricultural Production (Mt),2040,0.001285,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,ObR,Rice,Agricultural Production (Mt),2045,0.001353,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,ObR,Rice,Agricultural Production (Mt),2050,0.001439,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,RusCstSE,Rice,Agricultural Production (Mt),2010,0.2211165,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,RusCstSE,Rice,Agricultural Production (Mt),2015,0.2510507,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,RusCstSE,Rice,Agricultural Production (Mt),2020,0.2970671,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,RusCstSE,Rice,Agricultural Production (Mt),2025,0.2879349,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,RusCstSE,Rice,Agricultural Production (Mt),2030,0.3082438,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,RusCstSE,Rice,Agricultural Production (Mt),2035,0.3037256,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,RusCstSE,Rice,Agricultural Production (Mt),2040,0.3060526,subBasin,pal_green
SSP2_CI_AgWat,China,Rice,RusCstSE,Rice,Agricultural Production (Mt),2045,0.3000859,subBasin,pal_green
