scenario,region,crop,metis_basin,year,prod,land,productivity
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,China_Coast,X2010,126.59476,37.51354,3.374641796
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,China_Coast,X2015,121.80554,35.26555,3.453952654
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,China_Coast,X2020,121.13049,34.15554,3.546437562
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,China_Coast,X2025,117.51643,32.36826,3.630606959
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,China_Coast,X2030,114.1282,30.888,3.69490417
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,China_Coast,X2035,108.349,29.30497,3.697290937
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,China_Coast,X2040,103.8659,27.75078,3.742810112
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,China_Coast,X2045,95.50137,25.98647,3.675042051
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,China_Coast,X2050,89.22041,24.34333,3.665086494
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Ganges_Bramaputra,X2010,0.3040116,0.773715,0.392924526
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Ganges_Bramaputra,X2015,0.3549906,0.8231492,0.43125912
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Ganges_Bramaputra,X2020,0.3800423,0.8384322,0.453277319
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Ganges_Bramaputra,X2025,0.417696,0.868275,0.481064179
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Ganges_Bramaputra,X2030,0.4369172,0.879427,0.496820316
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Ganges_Bramaputra,X2035,0.523866,0.990696,0.528785823
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Ganges_Bramaputra,X2040,0.520508,0.974989,0.533860382
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Ganges_Bramaputra,X2045,0.5401206,1.000904,0.539632772
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Ganges_Bramaputra,X2050,0.5636824,1.020557,0.552328189
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Gobi_Interior,X2010,4.90306,3.77961,1.297239662
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Gobi_Interior,X2015,5.55624,3.860631,1.439205145
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Gobi_Interior,X2020,6.28855,4.031311,1.559926783
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Gobi_Interior,X2025,7.22611,4.235083,1.706249913
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Gobi_Interior,X2030,8.27584,4.3551,1.900264058
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Gobi_Interior,X2035,9.00415,4.58314,1.96462469
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Gobi_Interior,X2040,9.69263,4.77427,2.03018053
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Gobi_Interior,X2045,10.60189,5.05786,2.09612168
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Gobi_Interior,X2050,11.63854,5.38173,2.162601989
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Hainan,X2010,7.519327,3.0297124,2.481861645
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Hainan,X2015,7.534793,2.9306961,2.570990899
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Hainan,X2020,7.679312,2.8860594,2.660829503
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Hainan,X2025,7.726812,2.8101719,2.749586956
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Hainan,X2030,7.855753,2.7661919,2.839916132
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Hainan,X2035,7.851222,2.7202269,2.886237909
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Hainan,X2040,7.684259,2.6200225,2.932898095
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Hainan,X2045,7.715601,2.5886775,2.980518431
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Hainan,X2050,7.638711,2.5233555,3.027203658
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Hong_(Red_River),X2010,3.181349,2.684686,1.184998544
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Hong_(Red_River),X2015,2.92598,2.459496,1.189666501
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Hong_(Red_River),X2020,2.944519,2.409663,1.221962988
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Hong_(Red_River),X2025,3.060922,2.386182,1.282769713
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Hong_(Red_River),X2030,3.072159,2.3304,1.318296859
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Hong_(Red_River),X2035,3.091878,2.298795,1.344999445
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Hong_(Red_River),X2040,3.11062,2.251783,1.381403093
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Hong_(Red_River),X2045,3.133093,2.234314,1.402261723
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Hong_(Red_River),X2050,3.048466,2.159532,1.411632706
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Huang_He,X2010,54.49568,41.82974,1.302797483
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Huang_He,X2015,56.37569,41.24585,1.366820904
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Huang_He,X2020,55.81407,40.37856,1.382269947
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Huang_He,X2025,56.47341,39.54275,1.428160914
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Huang_He,X2030,55.4384,38.43318,1.442461956
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Huang_He,X2035,55.07344,37.97595,1.450218889
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Huang_He,X2040,55.59784,37.6236,1.477738441
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Huang_He,X2045,56.93253,38.04882,1.496302119
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Huang_He,X2050,58.39164,38.04585,1.534770284
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Indus,X2010,0.00161,0.002445,0.658486708
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Indus,X2015,0.0029852,0.00368244,0.810658151
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Indus,X2020,0.00307499,0.00372435,0.825644743
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Indus,X2025,0.00298101,0.00356303,0.836650267
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Indus,X2030,0.00286408,0.00343036,0.834921116
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Indus,X2035,0.00322787,0.00376358,0.857659463
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Indus,X2040,0.00299205,0.00357423,0.837117365
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Indus,X2045,0.002515,0.00315829,0.796316994
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Indus,X2050,0.002553,0.00320135,0.797476065
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Irrawaddy,X2010,0.631924,0.3716006,1.700546232
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Irrawaddy,X2015,0.697136,0.3778766,1.844877402
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Irrawaddy,X2020,0.76096,0.3873357,1.964600733
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Irrawaddy,X2025,0.799131,0.3848329,2.076566219
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Irrawaddy,X2030,0.872043,0.3951522,2.206853461
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Irrawaddy,X2035,0.954546,0.4104582,2.325562018
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Irrawaddy,X2040,1.057432,0.4268149,2.477495514
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Irrawaddy,X2045,1.177789,0.4506854,2.613328499
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Irrawaddy,X2050,1.264861,0.4613128,2.74187276
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Lake_Balkash,X2010,0.97691,0.664196,1.470815844
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Lake_Balkash,X2015,1.114217,0.697736,1.596903413
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Lake_Balkash,X2020,1.258022,0.740784,1.698230523
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Lake_Balkash,X2025,1.364305,0.762296,1.789731285
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Lake_Balkash,X2030,1.362905,0.752708,1.810668945
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Lake_Balkash,X2035,1.519457,0.803396,1.891292712
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Lake_Balkash,X2040,1.593187,0.818515,1.946435924
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Lake_Balkash,X2045,1.629556,0.830127,1.963020116
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Lake_Balkash,X2050,1.729448,0.852945,2.0276196
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Mekong,X2010,1.858056,1.766514,1.051820705
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Mekong,X2015,1.853138,1.699088,1.090666287
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Mekong,X2020,1.840461,1.654879,1.112142338
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Mekong,X2025,1.896303,1.633786,1.160680163
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Mekong,X2030,1.930089,1.61614,1.194258542
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Mekong,X2035,1.991954,1.631201,1.221157908
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Mekong,X2040,1.945387,1.576867,1.23370392
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Mekong,X2045,1.927664,1.55742,1.237729065
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Mekong,X2050,1.896566,1.515451,1.251486191
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Ob,X2010,0.2287732,0.1821898,1.255686103
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Ob,X2015,0.3065578,0.2107671,1.454486018
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Ob,X2020,0.4033964,0.2473237,1.631046277
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Ob,X2025,0.5200326,0.285282,1.822872105
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Ob,X2030,0.6093069,0.3128584,1.947548476
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Ob,X2035,0.66711,0.3336052,1.999699045
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Ob,X2040,0.7114999,0.3467872,2.051690201
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Ob,X2045,0.7807154,0.3710278,2.104196505
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Ob,X2050,0.832917,0.3860762,2.157390173
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Plateau_of_Tibet_Interior,X2010,0.002622,0.0035536,0.737843314
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Plateau_of_Tibet_Interior,X2015,0.00285317,0.00355872,0.801740513
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Plateau_of_Tibet_Interior,X2020,0.00323483,0.00373038,0.867158306
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Plateau_of_Tibet_Interior,X2025,0.00359563,0.00385251,0.933321393
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Plateau_of_Tibet_Interior,X2030,0.00411988,0.00411613,1.00091105
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Plateau_of_Tibet_Interior,X2035,0.00453825,0.00432887,1.048368281
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Plateau_of_Tibet_Interior,X2040,0.00485956,0.00442852,1.097332743
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Plateau_of_Tibet_Interior,X2045,0.00536922,0.00468087,1.147055996
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Plateau_of_Tibet_Interior,X2050,0.00574298,0.00479436,1.197861654
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Russia_South_East_Coast,X2010,0.5772326,0.4402154,1.311250356
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Russia_South_East_Coast,X2015,0.6104888,0.4360089,1.400175088
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Russia_South_East_Coast,X2020,0.658718,0.4420978,1.489982533
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Russia_South_East_Coast,X2025,0.7058345,0.4439528,1.589886357
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Russia_South_East_Coast,X2030,0.7696785,0.4545201,1.693387157
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Russia_South_East_Coast,X2035,0.8266363,0.4641376,1.781015587
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Russia_South_East_Coast,X2040,0.8478176,0.4580685,1.850853311
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Russia_South_East_Coast,X2045,0.8877281,0.4635614,1.915017299
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Russia_South_East_Coast,X2050,0.9071596,0.4585394,1.978367835
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Salween,X2010,1.01716,0.8987326,1.131771564
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Salween,X2015,1.078428,0.8956698,1.204046402
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Salween,X2020,1.167482,0.9235975,1.26405929
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Salween,X2025,1.24931,0.939759,1.329394025
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Salween,X2030,1.361781,0.9771992,1.393555173
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Salween,X2035,1.483572,1.0275656,1.443773517
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Salween,X2040,1.650548,1.0869848,1.518464656
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Salween,X2045,1.828651,1.1602622,1.57606703
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Salween,X2050,1.935869,1.1918964,1.624192338
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,South_China_Sea_Coast,X2010,20.257293,4.2188,4.801671802
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,South_China_Sea_Coast,X2015,19.675234,3.992495,4.928054763
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,South_China_Sea_Coast,X2020,19.187556,3.837633,4.999841308
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,South_China_Sea_Coast,X2025,19.197358,3.718093,5.163226955
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,South_China_Sea_Coast,X2030,18.899548,3.592103,5.261415945
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,South_China_Sea_Coast,X2035,18.843772,3.518378,5.355812252
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,South_China_Sea_Coast,X2040,17.773986,3.319251,5.354818301
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,South_China_Sea_Coast,X2045,17.04176,3.19885,5.327464558
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,South_China_Sea_Coast,X2050,16.240032,3.051093,5.322693212
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Syr_Darya,X2010,7.15E-05,0.0001042,0.686180422
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Syr_Darya,X2015,0.0001087,0.0001309,0.830404889
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Syr_Darya,X2020,0.0001394,0.0001507,0.925016589
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Syr_Darya,X2025,0.0001386,0.0001475,0.939661017
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Syr_Darya,X2030,0.0001229,0.000136,0.903676471
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Syr_Darya,X2035,0.000162,0.0001627,0.995697603
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Syr_Darya,X2040,0.0001677,0.000166,1.010240964
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Syr_Darya,X2045,0.0001654,0.0001664,0.993990385
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Syr_Darya,X2050,0.0001636,0.0001654,0.989117291
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Tarim_Interior,X2010,3.018222,1.68359,1.792729821
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Tarim_Interior,X2015,3.515829,1.779884,1.97531356
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Tarim_Interior,X2020,4.166971,1.951956,2.13476687
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Tarim_Interior,X2025,4.559206,2.035373,2.239985497
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Tarim_Interior,X2030,5.129104,2.186439,2.345871072
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Tarim_Interior,X2035,5.624646,2.339421,2.404289779
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Tarim_Interior,X2040,6.015977,2.44306,2.462476157
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Tarim_Interior,X2045,6.6459,2.635886,2.521315413
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Tarim_Interior,X2050,7.123134,2.76115,2.579770748
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Xun_Jiang,X2010,59.57044,21.59991,2.757902232
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Xun_Jiang,X2015,54.96406,19.81764,2.773491697
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Xun_Jiang,X2020,54.02515,19.133947,2.823523552
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Xun_Jiang,X2025,53.60297,18.430193,2.908432375
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Xun_Jiang,X2030,53.45105,17.93694,2.97994251
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Xun_Jiang,X2035,52.93882,17.510407,3.023277529
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Xun_Jiang,X2040,50.4922,16.6239,3.037325778
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Xun_Jiang,X2045,48.59215,16.066799,3.024382766
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Xun_Jiang,X2050,46.22572,15.31196,3.018928994
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Yangtze,X2010,241.6745,84.96376,2.844442148
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Yangtze,X2015,234.8903,80.20938,2.928464227
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Yangtze,X2020,237.135,78.61482,3.016415989
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Yangtze,X2025,234.0911,75.53574,3.099077337
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Yangtze,X2030,228.7491,72.81078,3.141692755
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Yangtze,X2035,225.2004,70.92927,3.174999545
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Yangtze,X2040,217.2337,67.83194,3.20252819
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Yangtze,X2045,207.9253,65.43599,3.177537315
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Yangtze,X2050,200.214,62.80724,3.187753514
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Ziya_He_Interior,X2010,74.8192,31.00584,2.41306799
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Ziya_He_Interior,X2015,77.7584,30.5086,2.548737077
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Ziya_He_Interior,X2020,79.5962,30.35325,2.622328746
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Ziya_He_Interior,X2025,81.5728,29.81801,2.735688934
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Ziya_He_Interior,X2030,83.425,29.50698,2.827297134
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Ziya_He_Interior,X2035,83.0693,29.09457,2.855147885
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Ziya_He_Interior,X2040,80.2112,27.95864,2.868923524
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Ziya_He_Interior,X2045,76.466,27.11875,2.819672736
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,MiscCrop,Ziya_He_Interior,X2050,76.609,26.74078,2.864875295
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,OilCrop,,X2010,0.0839069,0.1482652,0.565924438
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,OilCrop,,X2015,0.0812485,0.14012851,0.579814201
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,OilCrop,,X2020,0.077276,0.13020898,0.593476733
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,OilCrop,,X2025,0.0747129,0.12304734,0.607188258
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,OilCrop,,X2030,0.0727731,0.11719732,0.620945086
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,OilCrop,,X2035,0.0711706,0.11285411,0.630642517
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,OilCrop,,X2040,0.0688148,0.10750572,0.640103615
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,OilCrop,,X2045,0.0665125,0.10237048,0.649723436
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,OilCrop,,X2050,0.0635565,0.09642778,0.659109854
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,OilCrop,Amur,X2010,5.760754,25.53944,0.225563051
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,OilCrop,Amur,X2015,5.515372,24.12865,0.228581873
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,OilCrop,Amur,X2020,5.13648,22.29558,0.230381089
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,OilCrop,Amur,X2025,5.122002,21.51048,0.238116583
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,OilCrop,Amur,X2030,5.05998,20.68707,0.244596262
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,OilCrop,Amur,X2035,4.755829,19.56172,0.243119163
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,OilCrop,Amur,X2040,4.394596,18.22561,0.241122026
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,OilCrop,Amur,X2045,4.157001,17.18027,0.241963659
"SSP2_ipsl_epic,date=2018-18-12T14:47:48-05:00",China,OilCrop,Amur,X2050,3.855513,15.90748,0.242371073
