scenario,region,subRegion,param,units,year,demandClass,localData,supplySector,supplySubSector,dataSource
Reference,Argentina,LaPampa_media,agDemand,million pesos,2010,export,27.33891794,Agriculture,Ag_fruittrees,"no data, just assumed export"
Reference,Argentina,LaPampa_media,agDemand,million pesos,2010,export,7.696351351,Agriculture,Ag_specialty,"no data, just assumed export"
Reference,Argentina,LaPampa_media,agDemand,million pesos,2010,export,4.640532321,Agriculture,Ag_cereals,"no data, just assumed export"
Reference,Argentina,LaPampa_media,agDemand,million pesos,2010,export,0.469214285,Agriculture,Ag_pasture,"no data, just assumed export"
Reference,Argentina,Neuquen_media,agDemand,million pesos,2010,export,0.221099459,Agriculture,Ag_pasture,"no data, just assumed export"
Reference,Argentina,Neuquen_media,agDemand,million pesos,2010,export,0.032565139,Agriculture,Ag_cereals,"no data, just assumed export"
Reference,Argentina,Neuquen_media,agDemand,million pesos,2010,export,0.052743893,Agriculture,Ag_fruittrees,"no data, just assumed export"
Reference,Argentina,Neuquen_media,agDemand,million pesos,2010,export,0.040553486,Agriculture,Ag_vegetables,"no data, just assumed export"
Reference,Argentina,Neuquen_alta_barrancas,agDemand,million pesos,2010,export,0.018839664,Agriculture,Ag_pasture,"no data, just assumed export"
Reference,Argentina,Neuquen_alta_barrancas,agDemand,million pesos,2010,export,0,Agriculture,Ag_forest,"no data, just assumed export"
Reference,Argentina,Mendoza_alta_barrancas,agDemand,million pesos,2010,export,0.017581298,Agriculture,Ag_fruittrees,"no data, just assumed export"
Reference,Argentina,Corfo,meatDemand,head,2010,export,127040,Livestock,Livestock_cows,COIRCO land sheet
Reference,Argentina,Corfo,meatDemand,head,2010,export,37136,Livestock,Livestock_heifers,COIRCO land sheet
Reference,Argentina,Corfo,meatDemand,head,2010,export,47471,Livestock,Livestock_steers,COIRCO land sheet
Reference,Argentina,Corfo,meatDemand,head,2010,export,45924,Livestock,Livestock_calves,COIRCO land sheet
Reference,Argentina,Corfo,meatDemand,head,2010,export,5408,Livestock,Livestock_bulls,COIRCO land sheet
