region,subRegion,supplySector,supplySubSector,year,units,data
Argentina,Mendoza_alta_barrancas,Water,W_SW_Runoff,2010,(km3),0.276125
Argentina,Mendoza_alta_riogrande,Water,W_SW_Runoff,2010,(km3),3.5029
Argentina,Neuquen_alta_barrancas,Water,W_SW_Runoff,2010,(km3),0.828375
Argentina,Mendoza_media,Water,W_SW_Runoff,2010,(km3),0
Argentina,Neuquen_media,Water,W_SW_Runoff,2010,(km3),0
Argentina,RioNegro_media,Water,W_SW_Runoff,2010,(km3),0
Argentina,LaPampa_media,Water,W_SW_Runoff,2010,(km3),0
Argentina,LaPampa_baja,Water,W_SW_Runoff,2010,(km3),0
Argentina,RioNegro_baja,Water,W_SW_Runoff,2010,(km3),0
Argentina,Corfo,Water,W_SW_Runoff,2010,(km3),0
Argentina,Mendoza_alta_barrancas,Water,W_SW_Upstream,2010,(km3),0.276125
Argentina,Mendoza_alta_riogrande,Water,W_SW_Upstream,2010,(km3),3.5029
Argentina,Neuquen_alta_barrancas,Water,W_SW_Upstream,2010,(km3),0.828375
Argentina,Mendoza_media,Water,W_SW_Upstream,2010,(km3),2.301035699
Argentina,Neuquen_media,Water,W_SW_Upstream,2010,(km3),2.301035699
Argentina,RioNegro_media,Water,W_SW_Upstream,2010,(km3),2.273105575
Argentina,LaPampa_media,Water,W_SW_Upstream,2010,(km3),2.273105575
Argentina,LaPampa_baja,Water,W_SW_Upstream,2010,(km3),2.088111925
Argentina,RioNegro_baja,Water,W_SW_Upstream,2010,(km3),2.088111925
Argentina,Corfo,Water,W_SW_Upstream,2010,(km3),3.952107149
Argentina,Mendoza_alta_riogrande,Electricity,Electricity_RefLiq_Diesel,2010,(MW),0.296
Argentina,Neuquen_media,Electricity,Electricity_Gas,2010,(MW),67.5
Argentina,Neuquen_media,Electricity,Electricity_RefLiq_Diesel,2010,(MW),32.39
Argentina,LaPampa_baja,Electricity,Electricity_RefLiq_Diesel,2010,(MW),0.14
Argentina,LaPampa_media,Electricity,Electricity_Hydro,2010,(MW),60
Argentina,Mendoza_alta_barrancas,Water,W_GW_Reservoir,2010,(km3),5
Argentina,Mendoza_alta_riogrande,Water,W_GW_Reservoir,2010,(km3),5
Argentina,Neuquen_alta_barrancas,Water,W_GW_Reservoir,2010,(km3),5
Argentina,Mendoza_media,Water,W_GW_Reservoir,2010,(km3),3
Argentina,Neuquen_media,Water,W_GW_Reservoir,2010,(km3),3
Argentina,RioNegro_media,Water,W_GW_Reservoir,2010,(km3),3
Argentina,LaPampa_media,Water,W_GW_Reservoir,2010,(km3),3
Argentina,LaPampa_baja,Water,W_GW_Reservoir,2010,(km3),0.45
Argentina,RioNegro_baja,Water,W_GW_Reservoir,2010,(km3),0.45
Argentina,Corfo,Water,W_GW_Reservoir,2010,(km3),3
Argentina,LaPampa_media,Water,W_SW_Reservoir,2010,(km3),2.6
